t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, u_vx, u_vy, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
3535792,0.000,0.000,0.960,0.000,-0.001,-0.000,0.000,0.000,-0.048,0.000,0.000,0.000,120,120,120,120
3543604,0.000,0.000,0.960,0.000,-0.001,-0.000,0.000,0.000,-0.047,0.000,0.000,0.000,120,120,120,120
3551417,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.046,0.000,0.000,0.000,120,120,120,120
3559230,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.045,0.000,0.000,0.000,120,120,120,120
3567042,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.044,0.000,0.000,0.000,120,120,120,120
3574857,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.043,0.000,0.000,0.000,120,120,120,120
3582669,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
3590481,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
3598293,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
3606108,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
3613920,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
3621733,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.037,0.000,0.000,0.000,120,120,120,120
3629546,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
3637357,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
3645170,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
3652982,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.031,0.000,0.000,0.000,120,120,120,120
3660792,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.029,0.000,0.000,0.000,120,120,120,120
3668609,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
3676419,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
3684233,0.000,0.000,0.965,0.000,-0.000,-0.000,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
3692046,0.000,0.000,0.967,0.000,-0.000,-0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
3699859,0.000,0.000,0.968,0.000,-0.000,-0.000,0.000,0.000,-0.017,0.000,0.000,0.000,120,120,120,120
3707673,0.000,0.000,0.965,0.000,-0.000,-0.000,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
3715483,0.000,0.000,0.964,0.000,-0.000,-0.000,0.000,0.000,-0.010,0.000,0.000,0.000,120,120,120,120
3723295,0.000,0.000,0.966,0.000,-0.000,-0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3731108,0.000,0.000,0.967,0.000,-0.000,-0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3738921,0.000,0.000,0.965,0.000,-0.000,-0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3746731,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
3754547,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
3762360,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
3770170,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.019,0.000,0.000,0.000,120,120,120,120
3777984,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.023,0.000,0.000,0.000,120,120,120,120
3785796,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.027,0.000,0.000,0.000,120,120,120,120
3793610,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.032,0.000,0.000,0.000,120,120,120,120
3801423,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.037,0.000,0.000,0.000,120,120,120,120
3809233,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.042,0.000,0.000,0.000,120,120,120,120
3817047,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.047,0.000,0.000,0.000,120,120,120,120
3824859,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.052,0.000,0.000,0.000,120,120,120,120
3832671,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.057,0.000,0.000,0.000,120,120,120,120
3840484,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.063,0.000,0.000,0.000,120,120,120,120
3848297,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.068,0.000,0.000,0.000,120,120,120,120
3856107,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.073,0.000,0.000,0.000,120,120,120,120
3863921,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.078,0.000,0.000,0.000,120,120,120,120
3871733,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.083,0.000,0.000,0.000,120,120,120,120
3879545,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.086,0.000,0.000,0.000,120,120,120,120
3887364,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.090,0.000,0.000,0.000,120,120,120,120
3895173,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.094,0.000,0.000,0.000,120,120,120,120
3902988,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.097,0.000,0.000,0.000,120,120,120,120
3910794,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.100,0.000,0.000,0.000,120,120,120,120
3918608,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.104,0.000,0.000,0.000,120,120,120,120
3926421,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.107,0.000,0.000,0.000,120,120,120,120
3934232,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.110,0.000,0.000,0.000,120,120,120,120
3942043,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,0.113,0.000,0.000,0.000,120,120,120,120
3949858,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.116,0.000,0.000,0.000,120,120,120,120
3957669,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.119,0.000,0.000,0.000,120,120,120,120
3965482,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.121,0.000,0.000,0.000,120,120,120,120
3973293,0.000,0.000,0.964,0.000,-0.000,-0.000,0.000,0.000,0.124,0.000,0.000,0.000,120,120,120,120
3981104,0.000,0.000,0.966,0.000,-0.000,-0.000,0.000,0.000,0.126,0.000,0.000,0.000,120,120,120,120
3988918,0.000,0.000,0.967,0.000,-0.000,-0.000,0.000,0.000,0.129,0.000,0.000,0.000,120,120,120,120
3996730,0.000,0.000,0.965,0.000,-0.000,-0.000,0.000,0.000,0.131,0.000,0.000,0.000,120,120,120,120
4004544,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,0.134,0.000,0.000,0.000,120,120,120,120
4012356,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.136,0.000,0.000,0.000,120,120,120,120
4020167,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.139,0.000,0.000,0.000,120,120,120,120
4027980,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.141,0.000,0.000,0.000,120,120,120,120
4035793,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.144,0.000,0.000,0.000,120,120,120,120
4043605,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.146,0.000,0.000,0.000,120,120,120,120
4051418,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.148,0.000,0.000,0.000,120,120,120,120
4059229,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.150,0.000,0.000,0.000,120,120,120,120
4067042,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.152,0.000,0.000,0.000,120,120,120,120
4074854,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.153,0.000,0.000,0.000,120,120,120,120
4082668,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.155,0.000,0.000,0.000,120,120,120,120
4090480,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.156,0.000,0.000,0.000,120,120,120,120
4098293,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,0.157,0.000,0.000,0.000,120,120,120,120
4106103,0.000,0.000,0.965,0.000,-0.000,-0.000,0.000,0.000,0.157,0.000,0.000,0.000,120,120,120,120
4113916,0.000,0.000,0.964,0.000,-0.000,-0.000,0.000,0.000,0.158,0.000,0.000,0.000,120,120,120,120
4121730,0.000,0.000,0.963,0.000,-0.000,-0.000,0.000,0.000,0.158,0.000,0.000,0.000,120,120,120,120
4129543,0.000,0.000,0.962,0.000,-0.000,-0.000,0.000,0.000,0.158,0.000,0.000,0.000,120,120,120,120
4137353,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.157,0.000,0.000,0.000,120,120,120,120
4145167,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.156,0.000,0.000,0.000,120,120,120,120
4152979,0.000,0.000,0.961,0.000,-0.000,-0.000,0.000,0.000,0.154,0.000,0.000,0.000,120,120,120,120
4160790,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.153,0.000,0.000,0.000,120,120,120,120
4168602,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.150,0.000,0.000,0.000,120,120,120,120
4176416,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.148,0.000,0.000,0.000,120,120,120,120
4184228,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.145,0.000,0.000,0.000,120,120,120,120
4192039,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.142,0.000,0.000,0.000,120,120,120,120
4199854,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.139,0.000,0.000,0.000,120,120,120,120
4207666,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.135,0.000,0.000,0.000,120,120,120,120
4215479,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.132,0.000,0.000,0.000,120,120,120,120
4223290,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.128,0.000,0.000,0.000,120,120,120,120
4231101,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.124,0.000,0.000,0.000,120,120,120,120
4238915,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.119,0.000,0.000,0.000,120,120,120,120
4246728,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.114,0.000,0.000,0.000,120,120,120,120
4254540,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.109,0.000,0.000,0.000,120,120,120,120
4262351,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.103,0.000,0.000,0.000,120,120,120,120
4270162,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.098,0.000,0.000,0.000,120,120,120,120
4277977,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.091,0.000,0.000,0.000,120,120,120,120
4285788,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.083,0.000,0.000,0.000,120,120,120,120
4293600,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.074,0.000,0.000,0.000,120,120,120,120
4301410,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.065,0.000,0.000,0.000,120,120,120,120
4309224,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.055,0.000,0.000,0.000,120,120,120,120
4317037,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.046,0.000,0.000,0.000,120,120,120,120
4324851,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.037,0.000,0.000,0.000,120,120,120,120
4332662,0.000,0.000,0.960,0.000,-0.000,-0.011,0.000,0.000,0.028,0.000,0.000,0.000,120,120,120,120
4340473,0.000,0.000,0.960,0.000,-0.000,-0.018,0.000,0.000,0.020,0.000,0.000,0.000,120,120,120,120
4348285,0.000,0.000,0.960,0.000,-0.000,-0.021,0.000,0.000,0.013,0.000,0.000,0.000,120,120,120,120
4356097,0.000,0.000,0.960,0.000,-0.000,-0.023,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
4363909,0.000,0.000,0.960,0.000,-0.000,-0.023,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4371724,0.000,0.000,0.960,0.000,-0.000,-0.022,0.000,0.000,-0.005,0.000,0.000,0.000,120,120,120,120
4379534,0.000,0.000,0.960,0.000,-0.000,-0.020,0.000,0.000,-0.010,0.000,0.000,0.000,120,120,120,120
4387347,0.000,0.000,0.960,0.000,-0.000,-0.019,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
4395159,0.000,0.000,0.960,0.000,-0.000,-0.017,0.000,0.000,-0.017,0.000,0.000,0.000,120,120,120,120
4402970,0.000,0.000,0.960,0.000,-0.000,-0.015,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
4410784,0.000,0.000,0.960,0.000,-0.000,-0.013,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
4418596,0.000,0.000,0.960,0.000,-0.000,-0.011,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
4426407,0.000,0.000,0.960,0.000,-0.000,-0.010,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4434218,0.000,0.000,0.960,0.000,-0.000,-0.009,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4442033,0.000,0.000,0.960,0.000,-0.000,-0.007,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4449842,0.000,0.000,0.960,0.000,-0.000,-0.006,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4457658,0.000,0.000,0.960,0.000,-0.000,-0.005,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
4465470,0.000,0.000,0.960,0.000,-0.000,-0.005,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
4473281,0.000,0.000,0.960,0.000,-0.000,-0.004,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
4481093,0.000,0.000,0.960,0.000,-0.000,-0.003,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
4488906,0.000,0.000,0.960,0.000,-0.000,-0.003,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4496716,0.000,0.000,0.960,0.000,-0.000,-0.002,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
4504528,0.000,0.000,0.960,0.000,-0.000,-0.002,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
4512342,0.000,0.000,0.960,0.000,-0.000,-0.002,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
4520153,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
4527965,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4535777,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
4543589,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
4551401,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
4559213,0.000,0.000,0.960,0.000,-0.000,-0.001,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
4567025,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.044,0.000,0.000,0.000,120,120,120,120
4574838,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.051,0.000,0.000,0.000,120,120,120,120
4582651,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.056,0.000,0.000,0.000,120,120,120,120
4590462,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.061,0.000,0.000,0.000,120,120,120,120
4598273,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.065,0.000,0.000,0.000,120,120,120,120
4606087,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.067,0.000,0.000,0.000,120,120,120,120
4613897,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.069,0.000,0.000,0.000,120,120,120,120
4621712,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.070,0.000,0.000,0.000,120,120,120,120
4629523,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.070,0.000,0.000,0.000,120,120,120,120
4637335,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.069,0.000,0.000,0.000,120,120,120,120
4645148,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.068,0.000,0.000,0.000,120,120,120,120
4652958,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.067,0.000,0.000,0.000,120,120,120,120
4660772,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.067,0.000,0.000,0.000,120,120,120,120
4668584,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.066,0.000,0.000,0.000,120,120,120,120
4676395,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.066,0.000,0.000,0.000,120,120,120,120
4684208,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.065,0.000,0.000,0.000,120,120,120,120
4692017,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.065,0.000,0.000,0.000,120,120,120,120
4699831,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.064,0.000,0.000,0.000,120,120,120,120
4707645,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.063,0.000,0.000,0.000,120,120,120,120
4715456,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.061,0.000,0.000,0.000,120,120,120,120
4723269,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.059,0.000,0.000,0.000,120,120,120,120
4731079,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.056,0.000,0.000,0.000,120,120,120,120
4738892,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.053,0.000,0.000,0.000,120,120,120,120
4746705,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.049,0.000,0.000,0.000,120,120,120,120
4754516,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.046,0.000,0.000,0.000,120,120,120,120
4762327,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.043,0.000,0.000,0.000,120,120,120,120
4770139,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4777950,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4785763,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
4793575,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.030,0.000,0.000,0.000,120,120,120,120
4801385,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.026,0.000,0.000,0.000,120,120,120,120
4809197,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4817011,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
4824822,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.008,0.000,0.000,0.000,120,120,120,120
4832635,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4840448,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
4848260,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
4856071,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.022,0.000,0.000,0.000,120,120,120,120
4863885,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.029,0.000,0.000,0.000,120,120,120,120
4871695,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.035,0.000,0.000,0.000,120,120,120,120
4879508,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.041,0.000,0.000,0.000,120,120,120,120
4887317,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.045,0.000,0.000,0.000,120,120,120,120
4895130,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.048,0.000,0.000,0.000,120,120,120,120
4902943,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.049,0.000,0.000,0.000,120,120,120,120
4910755,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.050,0.000,0.000,0.000,120,120,120,120
4918566,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.051,0.000,0.000,0.000,120,120,120,120
4926377,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.050,0.000,0.000,0.000,120,120,120,120
4934191,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.049,0.000,0.000,0.000,120,120,120,120
4941999,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.046,0.000,0.000,0.000,120,120,120,120
4949813,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.042,0.000,0.000,0.000,120,120,120,120
4957631,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.038,0.000,0.000,0.000,120,120,120,120
4965437,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.032,0.000,0.000,0.000,120,120,120,120
4973250,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.027,0.000,0.000,0.000,120,120,120,120
4981060,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.021,0.000,0.000,0.000,120,120,120,120
4988872,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.015,0.000,0.000,0.000,120,120,120,120
4996684,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
5004496,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
5012308,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5020120,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
5027932,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.013,0.000,0.000,0.000,120,120,120,120
5035744,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
5043556,0.000,0.000,0.960,0.000,-0.000,-0.000,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
