t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
4032064,0.175,0.000,0.000,0.000,0.000,-0.025,0.003,-0.011,0.251,1.159,9.763
4039905,0.177,0.000,0.000,0.000,0.000,-0.028,0.002,-0.014,0.245,1.159,9.795
4047748,0.178,0.000,0.000,0.000,0.000,-0.030,0.001,-0.017,0.226,1.159,9.783
4055594,0.175,0.000,0.000,0.000,0.000,-0.031,0.002,-0.021,0.205,1.153,9.805
4063439,0.174,0.000,0.000,0.000,0.000,-0.033,0.003,-0.024,0.185,1.152,9.813
4071276,0.173,0.000,0.000,0.000,0.000,-0.033,0.006,-0.027,0.172,1.147,9.813
4079117,0.172,0.000,0.000,0.000,0.000,-0.032,0.009,-0.031,0.165,1.144,9.826
4086962,0.174,0.000,0.000,0.000,0.000,-0.031,0.014,-0.034,0.148,1.135,9.830
4094803,0.176,0.000,0.000,0.000,0.000,-0.029,0.018,-0.037,0.152,1.128,9.833
4102645,0.177,0.000,0.000,0.000,0.000,-0.027,0.024,-0.040,0.169,1.115,9.842
4110488,0.178,0.000,0.000,0.000,0.000,-0.025,0.031,-0.042,0.170,1.108,9.826
4118330,0.179,0.000,0.000,0.000,0.000,-0.022,0.037,-0.043,0.186,1.097,9.809
4126171,0.179,0.000,0.000,0.000,0.000,-0.019,0.043,-0.042,0.209,1.088,9.786
4134011,0.179,0.000,0.000,0.000,0.000,-0.015,0.049,-0.041,0.235,1.057,9.769
4141857,0.177,0.000,0.000,0.000,0.000,-0.011,0.052,-0.039,0.261,1.040,9.752
4149701,0.175,0.000,0.000,0.000,0.000,-0.006,0.054,-0.035,0.284,1.017,9.744
4157541,0.173,0.000,0.000,0.000,0.000,0.000,0.054,-0.031,0.325,0.993,9.710
4165383,0.172,0.000,0.000,0.000,0.000,0.008,0.053,-0.027,0.358,0.963,9.670
4173228,0.172,0.000,0.000,0.000,0.000,0.016,0.053,-0.022,0.373,0.946,9.667
4181068,0.171,0.000,0.000,0.000,0.000,0.025,0.052,-0.017,0.380,0.938,9.662
4188910,0.171,0.000,0.000,0.000,0.000,0.032,0.053,-0.012,0.384,0.932,9.653
4196750,0.171,0.000,0.000,0.000,0.000,0.040,0.054,-0.007,0.393,0.915,9.639
4204595,0.170,0.000,0.000,0.000,0.000,0.047,0.055,-0.003,0.400,0.911,9.622
4212437,0.170,0.000,0.000,0.000,0.000,0.053,0.057,0.001,0.399,0.909,9.639
4220276,0.170,0.000,0.000,0.000,0.000,0.057,0.058,0.005,0.391,0.903,9.630
4228120,0.170,0.000,0.000,0.000,0.000,0.060,0.058,0.009,0.386,0.909,9.625
4235962,0.170,0.000,0.000,0.000,0.000,0.061,0.058,0.012,0.383,0.915,9.645
4243804,0.170,0.000,0.000,0.000,0.000,0.062,0.059,0.016,0.377,0.934,9.673
4251647,0.170,0.000,0.000,0.000,0.000,0.063,0.061,0.018,0.354,0.944,9.677
4259488,0.170,0.000,0.000,0.000,0.000,0.062,0.060,0.021,0.332,0.958,9.696
4267330,0.170,0.000,0.000,0.000,0.000,0.060,0.057,0.023,0.322,0.971,9.702
4275170,0.170,0.000,0.000,0.000,0.000,0.056,0.052,0.024,0.307,0.985,9.742
4283014,0.170,0.000,0.000,0.000,0.000,0.052,0.044,0.026,0.278,0.996,9.746
4290856,0.170,0.000,0.000,0.000,0.000,0.048,0.036,0.026,0.267,1.003,9.788
4298700,0.170,0.000,0.000,0.000,0.000,0.044,0.025,0.027,0.262,1.026,9.794
4306544,0.170,0.000,0.000,0.000,0.000,0.040,0.014,0.026,0.252,1.050,9.823
4314385,0.170,0.000,0.000,0.000,0.000,0.033,-0.001,0.025,0.261,1.078,9.835
4322228,0.170,0.000,0.000,0.000,0.000,0.028,-0.014,0.024,0.256,1.101,9.843
4330070,0.170,0.000,0.000,0.000,0.000,0.022,-0.025,0.022,0.264,1.121,9.892
4337909,0.170,0.000,0.000,0.000,0.000,0.014,-0.035,0.020,0.259,1.150,9.917
4345753,0.170,0.000,0.000,0.000,0.000,0.004,-0.042,0.018,0.248,1.169,9.956
4353597,0.170,0.000,0.000,0.000,0.000,-0.008,-0.045,0.015,0.245,1.187,10.011
4361438,0.170,0.000,0.000,0.000,0.000,-0.020,-0.045,0.013,0.245,1.199,10.015
4369280,0.170,0.000,0.000,0.000,0.000,-0.032,-0.044,0.011,0.234,1.203,10.011
4377122,0.170,0.000,0.000,0.000,0.000,-0.041,-0.042,0.009,0.222,1.197,9.960
4384964,0.170,0.000,0.000,0.000,0.000,-0.048,-0.040,0.007,0.199,1.187,9.930
4392806,0.170,0.000,0.000,0.000,0.000,-0.052,-0.038,0.005,0.184,1.174,9.889
4400648,0.170,0.000,0.000,0.000,0.000,-0.053,-0.037,0.003,0.163,1.167,9.831
4408490,0.170,0.000,0.000,0.000,0.000,-0.050,-0.037,0.001,0.152,1.156,9.768
4416333,0.170,0.000,0.000,0.000,0.000,-0.046,-0.037,-0.001,0.137,1.149,9.766
4424175,0.170,0.000,0.000,0.000,0.000,-0.043,-0.037,-0.002,0.134,1.143,9.765
4432016,0.170,0.000,0.000,0.000,0.000,-0.038,-0.035,-0.004,0.123,1.144,9.779
4439859,0.170,0.000,0.000,0.000,0.000,-0.034,-0.034,-0.005,0.117,1.135,9.760
4447700,0.170,0.000,0.000,0.000,0.000,-0.028,-0.033,-0.006,0.120,1.125,9.757
4455543,0.170,0.000,0.000,0.000,0.000,-0.024,-0.032,-0.006,0.136,1.118,9.766
4463384,0.170,0.000,0.000,0.000,0.000,-0.020,-0.031,-0.006,0.154,1.113,9.759
4471228,0.170,0.000,0.000,0.000,0.000,-0.017,-0.030,-0.006,0.166,1.114,9.766
4479064,0.170,0.000,0.000,0.000,0.000,-0.013,-0.029,-0.005,0.180,1.115,9.776
4486911,0.170,0.000,0.000,0.000,0.000,-0.011,-0.028,-0.004,0.205,1.119,9.798
4494753,0.170,0.000,0.000,0.000,0.000,-0.008,-0.028,-0.003,0.231,1.126,9.796
4502594,0.170,0.000,0.000,0.000,0.000,-0.006,-0.026,-0.001,0.248,1.136,9.808
4510437,0.170,0.000,0.000,0.000,0.000,-0.004,-0.025,0.001,0.276,1.144,9.814
4518279,0.170,0.000,0.000,0.000,0.000,-0.004,-0.021,0.002,0.285,1.157,9.843
4526120,0.170,0.000,0.000,0.000,0.000,-0.003,-0.016,0.004,0.306,1.164,9.846
4533963,0.170,0.000,0.000,0.000,0.000,-0.004,-0.011,0.006,0.301,1.171,9.858
4541806,0.170,0.000,0.000,0.000,0.000,-0.005,-0.005,0.007,0.295,1.176,9.853
4549646,0.170,0.000,0.000,0.000,0.000,-0.009,0.001,0.007,0.298,1.171,9.877
4557487,0.173,0.000,0.000,0.000,0.000,-0.012,0.007,0.008,0.281,1.173,9.856
4565328,0.175,0.000,0.000,0.000,0.000,-0.015,0.012,0.007,0.271,1.170,9.848
4573173,0.174,0.000,0.000,0.000,0.000,-0.018,0.015,0.006,0.254,1.159,9.846
4581012,0.172,0.000,0.000,0.000,0.000,-0.021,0.016,0.005,0.243,1.152,9.839
4588856,0.172,0.000,0.000,0.000,0.000,-0.024,0.015,0.003,0.229,1.150,9.840
4596696,0.171,0.000,0.000,0.000,0.000,-0.028,0.012,0.001,0.220,1.147,9.840
4604540,0.171,0.000,0.000,0.000,0.000,-0.032,0.007,-0.001,0.214,1.148,9.854
4612381,0.171,0.000,0.000,0.000,0.000,-0.034,0.001,-0.003,0.208,1.144,9.847
4620223,0.170,0.000,0.000,0.000,0.000,-0.037,-0.005,-0.005,0.198,1.147,9.866
4628066,0.173,0.000,0.000,0.000,0.000,-0.038,-0.009,-0.007,0.205,1.151,9.876
4635903,0.175,0.000,0.000,0.000,0.000,-0.040,-0.013,-0.008,0.198,1.154,9.870
4643746,0.177,0.000,0.000,0.000,0.000,-0.040,-0.015,-0.010,0.192,1.155,9.874
4651589,0.178,0.000,0.000,0.000,0.000,-0.040,-0.015,-0.012,0.201,1.156,9.889
4659432,0.178,0.000,0.000,0.000,0.000,-0.040,-0.013,-0.013,0.201,1.154,9.892
4667269,0.179,0.000,0.000,0.000,0.000,-0.039,-0.014,-0.015,0.201,1.144,9.831
4675115,0.179,0.000,0.000,0.000,0.000,-0.040,-0.011,-0.016,0.217,1.133,9.881
4682957,0.179,0.000,0.000,0.000,0.000,-0.040,-0.009,-0.018,0.229,1.126,9.859
4690800,0.177,0.000,0.000,0.000,0.000,-0.039,-0.008,-0.019,0.245,1.121,9.830
4698638,0.175,0.000,0.000,0.000,0.000,-0.040,-0.005,-0.020,0.269,1.114,9.850
4706483,0.176,0.000,0.000,0.000,0.000,-0.041,-0.001,-0.022,0.307,1.117,9.842
4714323,0.177,0.000,0.000,0.000,0.000,-0.041,0.001,-0.023,0.321,1.125,9.806
4722166,0.178,0.000,0.000,0.000,0.000,-0.040,0.006,-0.025,0.336,1.134,9.824
4730009,0.179,0.000,0.000,0.000,0.000,-0.038,0.008,-0.027,0.346,1.135,9.765
4737850,0.179,0.000,0.000,0.000,0.000,-0.035,0.009,-0.028,0.371,1.137,9.730
4745691,0.179,0.000,0.000,0.000,0.000,-0.032,0.010,-0.030,0.380,1.133,9.725
4753532,0.180,0.000,0.000,0.000,0.000,-0.029,0.010,-0.032,0.397,1.142,9.718
4761373,0.180,0.000,0.000,0.000,0.000,-0.025,0.010,-0.033,0.407,1.147,9.702
4769214,0.180,0.000,0.000,0.000,0.000,-0.021,0.008,-0.033,0.419,1.148,9.694
4777055,0.180,0.000,0.000,0.000,0.000,-0.019,0.008,-0.033,0.429,1.149,9.720
4784900,0.180,0.000,0.000,0.000,0.000,-0.017,0.010,-0.033,0.419,1.154,9.741
4792741,0.180,0.000,0.000,0.000,0.000,-0.017,0.012,-0.033,0.417,1.154,9.758
4800583,0.180,0.000,0.000,0.000,0.000,-0.016,0.015,-0.033,0.411,1.150,9.739
4808426,0.180,0.000,0.000,0.000,0.000,-0.016,0.019,-0.033,0.387,1.137,9.754
4816265,0.180,0.000,0.000,0.000,0.000,-0.018,0.023,-0.033,0.352,1.124,9.785
4824108,0.180,0.000,0.000,0.000,0.000,-0.021,0.026,-0.034,0.318,1.125,9.804
4831949,0.180,0.000,0.000,0.000,0.000,-0.022,0.027,-0.034,0.279,1.110,9.760
4839791,0.180,0.000,0.000,0.000,0.000,-0.024,0.027,-0.034,0.252,1.094,9.778
4847634,0.180,0.000,0.000,0.000,0.000,-0.026,0.027,-0.035,0.220,1.088,9.790
4855475,0.180,0.000,0.000,0.000,0.000,-0.028,0.025,-0.036,0.202,1.088,9.810
4863316,0.180,0.000,0.000,0.000,0.000,-0.029,0.021,-0.037,0.199,1.078,9.799
4871157,0.180,0.000,0.000,0.000,0.000,-0.033,0.019,-0.037,0.186,1.084,9.839
4879001,0.180,0.000,0.000,0.000,0.000,-0.034,0.016,-0.038,0.184,1.090,9.831
4886841,0.180,0.000,0.000,0.000,0.000,-0.035,0.014,-0.039,0.186,1.091,9.840
4894684,0.180,0.000,0.000,0.000,0.000,-0.037,0.013,-0.039,0.200,1.091,9.869
4902525,0.180,0.000,0.000,0.000,0.000,-0.038,0.012,-0.039,0.207,1.099,9.852
4910375,0.180,0.000,0.000,0.000,0.000,-0.038,0.011,-0.039,0.214,1.105,9.836
4918210,0.180,0.000,0.000,0.000,0.000,-0.038,0.012,-0.039,0.239,1.099,9.861
4926055,0.180,0.000,0.000,0.000,0.000,-0.038,0.011,-0.039,0.260,1.094,9.833
4933896,0.180,0.000,0.000,0.000,0.000,-0.038,0.010,-0.039,0.285,1.092,9.821
4941736,0.180,0.000,0.000,0.000,0.000,-0.037,0.009,-0.038,0.307,1.077,9.815
4949577,0.180,0.000,0.000,0.000,0.000,-0.039,0.006,-0.037,0.342,1.070,9.805
4957419,0.180,0.000,0.000,0.000,0.000,-0.040,0.003,-0.036,0.365,1.066,9.809
4965261,0.177,0.000,0.000,0.000,0.000,-0.041,0.002,-0.036,0.378,1.067,9.812
4973101,0.178,0.000,0.000,0.000,0.000,-0.043,0.000,-0.035,0.397,1.065,9.803
4980944,0.179,0.000,0.000,0.000,0.000,-0.044,-0.002,-0.035,0.410,1.064,9.765
4988786,0.179,0.000,0.000,0.000,0.000,-0.045,-0.003,-0.035,0.422,1.066,9.764
4996627,0.179,0.000,0.000,0.000,0.000,-0.047,-0.002,-0.035,0.415,1.071,9.770
5004468,0.179,0.000,0.000,0.000,0.000,-0.048,-0.002,-0.036,0.403,1.070,9.744
5012311,0.180,0.000,0.000,0.000,0.000,-0.049,0.000,-0.037,0.391,1.071,9.735
5020152,0.180,0.000,0.000,0.000,0.000,-0.048,0.000,-0.037,0.403,1.063,9.700
5027992,0.180,0.000,0.000,0.000,0.000,-0.046,-0.000,-0.038,0.402,1.055,9.697
5035837,0.180,0.000,0.000,0.000,0.000,-0.045,-0.002,-0.038,0.399,1.049,9.691
5043677,0.180,0.000,0.000,0.000,0.000,-0.042,-0.004,-0.038,0.400,1.043,9.697
5051517,0.180,0.000,0.000,0.000,0.000,-0.039,-0.005,-0.037,0.423,1.036,9.701
5059363,0.180,0.000,0.000,0.000,0.000,-0.035,-0.008,-0.036,0.433,1.025,9.690
5067203,0.180,0.000,0.000,0.000,0.000,-0.030,-0.008,-0.034,0.455,1.017,9.722
5075046,0.180,0.000,0.000,0.000,0.000,-0.026,-0.007,-0.032,0.459,1.008,9.736
5082887,0.180,0.000,0.000,0.000,0.000,-0.023,-0.006,-0.029,0.454,0.989,9.753
5090729,0.180,0.000,0.000,0.000,0.000,-0.020,-0.001,-0.026,0.452,0.980,9.785
5098573,0.180,0.000,0.000,0.000,0.000,-0.019,0.003,-0.022,0.452,0.968,9.787
5106412,0.180,0.000,0.000,0.000,0.000,-0.015,0.010,-0.019,0.436,0.956,9.778
5114252,0.180,0.000,0.000,0.000,0.000,-0.013,0.017,-0.015,0.417,0.954,9.764
5122096,0.180,0.000,0.000,0.000,0.000,-0.009,0.023,-0.012,0.400,0.947,9.767
5129936,0.180,0.000,0.000,0.000,0.000,-0.006,0.027,-0.009,0.387,0.948,9.732
5137779,0.180,0.000,0.000,0.000,0.000,-0.001,0.030,-0.006,0.373,0.951,9.709
5145619,0.180,0.000,0.000,0.000,0.000,0.002,0.030,-0.004,0.360,0.962,9.727
5153462,0.180,0.000,0.000,0.000,0.000,0.004,0.029,-0.002,0.346,0.963,9.724
5161304,0.180,0.000,0.000,0.000,0.000,0.006,0.025,0.001,0.349,0.974,9.701
5169144,0.180,0.000,0.000,0.000,0.000,0.007,0.021,0.003,0.334,0.984,9.736
5176988,0.180,0.000,0.000,0.000,0.000,0.005,0.018,0.005,0.312,0.988,9.776
5184828,0.180,0.000,0.000,0.000,0.000,0.001,0.016,0.008,0.319,0.986,9.819
5192669,0.180,0.000,0.000,0.000,0.000,-0.004,0.014,0.010,0.314,0.985,9.823
5200512,0.180,0.000,0.000,0.000,0.000,-0.010,0.013,0.013,0.310,0.986,9.844
5208354,0.180,0.000,0.000,0.000,0.000,-0.018,0.011,0.016,0.296,0.983,9.854
5216196,0.180,0.000,0.000,0.000,0.000,-0.024,0.010,0.019,0.283,0.984,9.862
5224037,0.180,0.000,0.000,0.000,0.000,-0.030,0.010,0.022,0.270,0.983,9.878
5231878,0.180,0.000,0.000,0.000,0.000,-0.037,0.010,0.025,0.260,0.991,9.875
5239721,0.180,0.000,0.000,0.000,0.000,-0.043,0.009,0.027,0.249,1.004,9.857
5247562,0.180,0.000,0.000,0.000,0.000,-0.049,0.008,0.028,0.251,1.012,9.874
5255403,0.180,0.000,0.000,0.000,0.000,-0.052,0.007,0.030,0.231,1.012,9.850
5263244,0.180,0.000,0.000,0.000,0.000,-0.056,0.006,0.031,0.223,1.028,9.856
5271086,0.180,0.000,0.000,0.000,0.000,-0.062,0.005,0.032,0.220,1.042,9.864
5278929,0.180,0.000,0.000,0.000,0.000,-0.066,0.005,0.033,0.212,1.049,9.855
5286770,0.180,0.000,0.000,0.000,0.000,-0.069,0.004,0.033,0.204,1.061,9.834
5294611,0.180,0.000,0.000,0.000,0.000,-0.070,0.004,0.033,0.186,1.074,9.823
5302452,0.180,0.000,0.000,0.000,0.000,-0.072,0.003,0.033,0.198,1.075,9.824
5310295,0.180,0.000,0.000,0.000,0.000,-0.073,0.002,0.032,0.203,1.083,9.802
5318136,0.180,0.000,0.000,0.000,0.000,-0.072,0.002,0.031,0.210,1.081,9.768
5325976,0.180,0.000,0.000,0.000,0.000,-0.072,0.002,0.030,0.220,1.084,9.781
5333817,0.180,0.000,0.000,0.000,0.000,-0.071,0.003,0.029,0.232,1.079,9.763
5341660,0.180,0.000,0.000,0.000,0.000,-0.071,0.005,0.027,0.231,1.070,9.785
5349503,0.180,0.000,0.000,0.000,0.000,-0.070,0.007,0.025,0.234,1.066,9.748
5357345,0.180,0.000,0.000,0.000,0.000,-0.068,0.009,0.023,0.224,1.062,9.750
5365184,0.180,0.000,0.000,0.000,0.000,-0.067,0.012,0.020,0.222,1.052,9.750
5373028,0.180,0.000,0.000,0.000,0.000,-0.063,0.016,0.018,0.222,1.042,9.740
5380868,0.180,0.000,0.000,0.000,0.000,-0.060,0.019,0.015,0.208,1.041,9.730
5388709,0.180,0.000,0.000,0.000,0.000,-0.056,0.022,0.012,0.196,1.035,9.721
5396553,0.180,0.000,0.000,0.000,0.000,-0.051,0.026,0.009,0.195,1.034,9.724
5404394,0.180,0.000,0.000,0.000,0.000,-0.046,0.028,0.006,0.194,1.035,9.697
5412234,0.180,0.000,0.000,0.000,0.000,-0.040,0.031,0.002,0.197,1.039,9.708
5420075,0.180,0.000,0.000,0.000,0.000,-0.035,0.033,-0.001,0.207,1.045,9.709
5427917,0.180,0.000,0.000,0.000,0.000,-0.031,0.035,-0.004,0.207,1.054,9.736
5435758,0.180,0.000,0.000,0.000,0.000,-0.028,0.039,-0.006,0.208,1.062,9.763
5443601,0.180,0.000,0.000,0.000,0.000,-0.026,0.043,-0.009,0.230,1.072,9.789
5451442,0.180,0.000,0.000,0.000,0.000,-0.026,0.049,-0.012,0.249,1.090,9.805
5459285,0.180,0.000,0.000,0.000,0.000,-0.028,0.056,-0.016,0.258,1.107,9.843
5467126,0.180,0.000,0.000,0.000,0.000,-0.035,0.065,-0.020,0.277,1.105,9.892
5474968,0.180,0.000,0.000,0.000,0.000,-0.046,0.077,-0.025,0.294,1.106,9.964
5482810,0.180,0.000,0.000,0.000,0.000,-0.061,0.089,-0.031,0.303,1.109,10.006
5490650,0.180,0.000,0.000,0.000,0.000,-0.080,0.100,-0.036,0.311,1.114,10.020
5498494,0.180,0.000,0.000,0.000,0.000,-0.098,0.109,-0.042,0.303,1.118,9.986
5506337,0.180,0.000,0.000,0.000,0.000,-0.114,0.116,-0.049,0.297,1.126,9.950
5514177,0.180,0.000,0.000,0.000,0.000,-0.128,0.123,-0.056,0.296,1.133,9.918
5522019,0.180,0.000,0.000,0.000,0.000,-0.138,0.130,-0.063,0.290,1.127,9.860
5529860,0.180,0.000,0.000,0.000,0.000,-0.146,0.134,-0.071,0.287,1.126,9.798
5537703,0.180,0.000,0.000,0.000,0.000,-0.150,0.138,-0.079,0.295,1.120,9.725
5545542,0.180,0.000,0.000,0.000,0.000,-0.152,0.141,-0.086,0.286,1.106,9.694
5553387,0.180,0.000,0.000,0.000,0.000,-0.153,0.142,-0.093,0.274,1.099,9.654
5561229,0.180,0.000,0.000,0.000,0.000,-0.156,0.139,-0.099,0.255,1.078,9.642
5569069,0.180,0.000,0.000,0.000,0.000,-0.156,0.133,-0.104,0.235,1.062,9.615
