t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
3295087,0.000,0.000,0.384,0.000,-0.001,-0.005,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3303015,0.000,0.000,0.386,0.000,-0.001,-0.005,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3310944,0.000,0.000,0.387,0.000,-0.001,-0.005,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3318873,0.000,0.000,0.385,0.000,-0.001,-0.005,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3326799,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3334732,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3342660,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3350588,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3358516,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3366442,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3374373,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3382303,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3390230,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3398162,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3406085,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3414020,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3421946,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3429872,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3437801,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3445729,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3453657,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3461588,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3469516,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3477443,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3485373,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3493300,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3501227,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3509156,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3517086,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3525014,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3532947,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3540870,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3548799,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3556729,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
3564657,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3572585,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3580512,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3588440,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3596371,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3604297,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3612223,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3620155,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3628082,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3636011,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3643945,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3651866,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3659795,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3667724,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3675652,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3683580,0.000,0.000,0.382,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3691507,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3699439,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3707367,0.000,0.000,0.393,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3715295,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3723222,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3731152,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3739078,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3747007,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3754940,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3762862,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3770797,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3778721,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3786647,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3794577,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3802506,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3810433,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3818361,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3826288,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3834218,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3842143,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3850073,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3858001,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3865927,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3873856,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3881783,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3889712,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3897640,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3905569,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3913500,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3921427,0.000,0.000,0.382,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3929358,0.000,0.000,0.381,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3937285,0.000,0.000,0.381,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3945207,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3953133,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3961064,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3968992,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3976919,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
3984845,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3992776,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4000702,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4008630,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4016556,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4024485,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4032416,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4040340,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4048272,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4056195,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4064124,0.000,0.000,0.382,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4072052,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4079977,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4087907,0.000,0.000,0.382,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4095834,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4103762,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4111689,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4119616,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4127543,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4135474,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
4143402,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
4151329,0.000,0.000,0.389,0.000,-0.000,-0.006,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4159259,0.000,0.000,0.389,0.000,-0.000,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4167186,0.000,0.000,0.390,0.000,-0.000,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4175879,0.000,0.000,0.390,0.000,-0.000,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4183042,0.000,0.000,0.390,0.000,-0.000,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4190970,0.000,0.000,0.390,0.000,-0.000,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4198895,0.000,0.000,0.390,0.000,-0.000,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4206823,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4214751,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4222679,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4230608,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4238537,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4246467,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4254394,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
4262321,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4270248,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4278182,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4286104,0.000,0.000,0.382,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4294032,0.000,0.000,0.381,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4301959,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4309885,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4317814,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4325744,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4333669,0.000,0.000,0.386,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4341604,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4349526,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4357453,0.000,0.000,0.384,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4365382,0.000,0.000,0.383,0.000,-0.001,-0.006,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4373309,0.000,0.000,0.385,0.000,-0.001,-0.006,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4381236,0.000,0.000,0.383,0.000,-0.001,-0.007,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4389164,0.000,0.000,0.385,0.000,-0.000,-0.007,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4397091,0.000,0.000,0.387,0.000,-0.000,-0.007,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4405018,0.000,0.000,0.388,0.000,-0.000,-0.007,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4412944,0.000,0.000,0.388,0.000,-0.000,-0.007,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4420878,0.000,0.000,0.389,0.000,-0.000,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4428799,0.000,0.000,0.389,0.000,-0.000,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4436727,0.000,0.000,0.389,0.000,-0.000,-0.007,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4444654,0.000,0.000,0.390,0.000,-0.000,-0.007,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4452583,0.000,0.000,0.390,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4460512,0.000,0.000,0.390,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4468443,0.000,0.000,0.387,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4476366,0.000,0.000,0.385,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4484298,0.000,0.000,0.383,0.000,-0.001,-0.007,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4492220,0.000,0.000,0.385,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4500148,0.000,0.000,0.384,0.000,-0.001,-0.007,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4508081,0.000,0.000,0.386,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4516003,0.000,0.000,0.387,0.000,-0.001,-0.007,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4523926,0.000,0.000,0.388,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4531858,0.000,0.000,0.388,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4539785,0.000,0.000,0.389,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4547715,0.000,0.000,0.386,0.000,-0.001,-0.007,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4555646,0.000,0.000,0.387,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4563569,0.000,0.000,0.385,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4571496,0.000,0.000,0.387,0.000,-0.001,-0.007,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4579425,0.000,0.000,0.388,0.000,-0.001,-0.007,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4587351,0.000,0.000,0.388,0.000,-0.001,-0.007,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4595277,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4603208,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4611133,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4619061,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4626987,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4634916,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4642850,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4650773,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4658700,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4666628,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4674556,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4682483,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4690410,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4698336,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4706265,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4714193,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4722120,0.000,0.000,0.389,0.000,-0.000,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4730049,0.000,0.000,0.386,0.000,-0.000,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4737975,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4745902,0.000,0.000,0.391,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4753831,0.000,0.000,0.391,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4761758,0.000,0.000,0.391,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4769684,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4777614,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4785542,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4793469,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4801396,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4809323,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4817250,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4825178,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4833106,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4841033,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4848960,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4856887,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4864812,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4872741,0.000,0.000,0.387,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4880669,0.000,0.000,0.388,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4888599,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4896524,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4904451,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4912376,0.000,0.000,0.389,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4920308,0.000,0.000,0.390,0.000,-0.001,-0.006,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
