t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
3337332,0.300,0.000,0.000,0.000,0.000,-0.018,0.002,-0.002,-0.241,0.067,9.669
3345275,0.300,0.000,0.000,0.000,0.000,-0.018,0.003,-0.002,-0.216,0.064,9.704
3353215,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.205,0.055,9.723
3361158,0.300,0.000,0.000,0.000,0.000,-0.019,0.003,-0.002,-0.210,0.062,9.731
3369101,0.300,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.202,0.047,9.753
3377044,0.300,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.220,0.048,9.754
3384985,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.235,0.036,9.763
3392927,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.253,0.026,9.778
3400867,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.247,0.024,9.788
3408809,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.264,0.049,9.767
3416755,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.250,0.053,9.797
3424695,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.239,0.059,9.812
3432637,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.221,0.062,9.827
3440580,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.224,0.061,9.813
3448520,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.238,0.069,9.807
3456462,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.248,0.070,9.803
3464405,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.253,0.061,9.829
3472346,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.278,0.073,9.859
3480288,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.298,0.065,9.830
3488226,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.002,-0.299,0.062,9.836
3496170,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.004,-0.304,0.076,9.822
3504112,0.300,0.000,0.000,0.000,0.000,-0.015,0.003,-0.004,-0.269,0.051,9.824
3512054,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.003,-0.246,0.058,9.841
3519996,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.003,-0.224,0.050,9.831
3527937,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.208,0.048,9.839
3535880,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.220,0.057,9.831
3543821,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.238,0.073,9.835
3551764,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.242,0.062,9.844
3559705,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.273,0.069,9.813
3567647,0.300,0.000,0.000,0.000,0.000,-0.015,0.003,-0.003,-0.283,0.064,9.825
3575588,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.003,-0.288,0.054,9.831
3583530,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.003,-0.254,0.040,9.861
3591473,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.002,-0.229,0.037,9.852
3599414,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.201,0.030,9.840
3607356,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.208,0.059,9.839
3615301,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.205,0.053,9.833
3623244,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.207,0.068,9.855
3631179,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.205,0.068,9.847
3639121,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.215,0.070,9.848
3647063,0.300,0.000,0.000,0.000,0.000,-0.019,0.004,-0.001,-0.220,0.067,9.861
3655007,0.300,0.000,0.000,0.000,0.000,-0.019,0.005,-0.001,-0.227,0.066,9.845
3662945,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.223,0.049,9.827
3670888,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.243,0.043,9.829
3678828,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.231,0.028,9.808
3686771,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.001,-0.241,0.043,9.824
3694710,0.300,0.000,0.000,0.000,0.000,-0.015,0.001,-0.002,-0.250,0.060,9.834
3702653,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.002,-0.245,0.061,9.838
3710593,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.222,0.039,9.868
3718535,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.215,0.060,9.862
3726478,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,-0.000,-0.214,0.059,9.854
3734418,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,0.000,-0.228,0.068,9.821
3742359,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.259,0.092,9.831
3750301,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.260,0.089,9.837
3758243,0.300,0.000,0.000,0.000,0.000,-0.015,0.005,-0.002,-0.273,0.076,9.834
3766185,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,-0.003,-0.269,0.053,9.854
3774126,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.253,0.027,9.824
3782065,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.217,-0.002,9.827
3790005,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,0.001,-0.188,0.007,9.851
3797948,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,0.002,-0.207,0.033,9.826
3805893,0.300,0.000,0.000,0.000,0.000,-0.018,0.004,0.002,-0.208,0.050,9.849
3813832,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,0.001,-0.234,0.075,9.836
3821773,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,0.000,-0.251,0.087,9.843
3829715,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.002,-0.294,0.112,9.850
3837658,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.003,-0.296,0.092,9.867
3845599,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,-0.003,-0.302,0.081,9.875
3853539,0.300,0.000,0.000,0.000,0.000,-0.014,0.004,-0.003,-0.296,0.047,9.827
3861481,0.300,0.000,0.000,0.000,0.000,-0.015,0.003,-0.002,-0.266,0.031,9.848
3869422,0.300,0.000,0.000,0.000,0.000,-0.015,0.001,-0.001,-0.247,0.022,9.816
3877362,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.000,-0.202,0.012,9.859
3885303,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.197,0.032,9.861
3893245,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.213,0.037,9.797
3901186,0.300,0.000,0.000,0.000,0.000,-0.015,0.000,-0.001,-0.213,0.043,9.803
3909127,0.300,0.000,0.000,0.000,0.000,-0.014,0.000,-0.001,-0.206,0.046,9.791
3917067,0.300,0.000,0.000,0.000,0.000,-0.014,0.001,-0.001,-0.215,0.063,9.820
3925008,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,0.000,-0.220,0.062,9.866
3932951,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,0.001,-0.228,0.076,9.862
3940892,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,0.001,-0.226,0.087,9.840
3948831,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,0.001,-0.224,0.089,9.826
3956772,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.239,0.092,9.824
3964714,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.241,0.074,9.812
3972656,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.002,-0.249,0.057,9.823
3980597,0.300,0.000,0.000,0.000,0.000,-0.013,0.003,-0.003,-0.257,0.031,9.795
3988538,0.300,0.000,0.000,0.000,0.000,-0.014,0.003,-0.002,-0.254,0.015,9.869
3996479,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.218,0.019,9.907
4004420,0.300,0.000,0.000,0.000,0.000,-0.019,0.008,0.000,-0.200,0.028,9.903
4012361,0.300,0.000,0.000,0.000,0.000,-0.018,0.006,0.001,-0.197,0.059,9.829
4020300,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.206,0.101,9.783
4028243,0.300,0.000,0.000,0.000,0.000,-0.014,0.004,-0.002,-0.200,0.114,9.811
4036182,0.300,0.000,0.000,0.000,0.000,-0.013,0.004,-0.003,-0.197,0.120,9.846
4044124,0.300,0.000,0.000,0.000,0.000,-0.014,0.006,-0.003,-0.189,0.094,9.875
4052064,0.300,0.000,0.000,0.000,0.000,-0.016,0.006,-0.003,-0.200,0.060,9.869
4060004,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.211,0.040,9.835
4067944,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.218,0.035,9.830
4075887,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.235,0.048,9.842
4083827,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.270,0.071,9.849
4091768,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.003,-0.282,0.090,9.821
4099708,0.300,0.000,0.000,0.000,0.000,-0.015,0.003,-0.005,-0.281,0.112,9.836
4107649,0.300,0.000,0.000,0.000,0.000,-0.015,0.003,-0.006,-0.238,0.104,9.840
4115590,0.300,0.000,0.000,0.000,0.000,-0.015,0.005,-0.005,-0.186,0.087,9.869
4123535,0.300,0.000,0.000,0.000,0.000,-0.018,0.008,-0.003,-0.127,0.059,9.875
4132479,0.300,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.109,0.019,9.796
4139419,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,0.001,-0.124,0.015,9.819
4147353,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,0.002,-0.135,-0.004,9.806
4155295,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,0.002,-0.203,0.006,9.845
4163235,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,0.001,-0.243,0.003,9.864
4171176,0.300,0.000,0.000,0.000,0.000,-0.018,0.003,0.000,-0.301,0.019,9.882
4179116,0.300,0.000,0.000,0.000,0.000,-0.018,0.002,-0.002,-0.352,0.059,9.866
4187057,0.300,0.000,0.000,0.000,0.000,-0.018,0.000,-0.003,-0.337,0.076,9.837
4194999,0.300,0.000,0.000,0.000,0.000,-0.016,0.001,-0.003,-0.322,0.102,9.851
4202940,0.300,0.000,0.000,0.000,0.000,-0.015,0.001,-0.003,-0.296,0.108,9.839
4210879,0.300,0.000,0.000,0.000,0.000,-0.015,0.000,-0.002,-0.238,0.095,9.834
4218821,0.300,0.000,0.000,0.000,0.000,-0.015,0.001,-0.002,-0.187,0.074,9.847
4226760,0.300,0.000,0.000,0.000,0.000,-0.014,0.001,-0.002,-0.168,0.060,9.836
4234702,0.300,0.000,0.000,0.000,0.000,-0.015,0.002,-0.002,-0.151,0.029,9.854
4242643,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.151,0.013,9.842
4250582,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.175,0.002,9.859
4258524,0.300,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.211,0.015,9.838
4266464,0.300,0.000,0.000,0.000,0.000,-0.017,0.001,-0.001,-0.258,0.044,9.824
4274405,0.300,0.000,0.000,0.000,0.000,-0.017,-0.001,-0.000,-0.269,0.057,9.830
4282345,0.300,0.000,0.000,0.000,0.000,-0.016,-0.002,-0.001,-0.276,0.095,9.830
4290285,0.300,0.000,0.000,0.000,0.000,-0.015,-0.002,-0.001,-0.271,0.113,9.847
4298224,0.300,0.000,0.000,0.000,0.000,-0.013,-0.003,-0.001,-0.252,0.123,9.815
4306164,0.300,0.000,0.000,0.000,0.000,-0.012,-0.003,-0.003,-0.237,0.124,9.822
4314106,0.300,0.000,0.000,0.000,0.000,-0.012,-0.004,-0.003,-0.172,0.085,9.831
4322047,0.300,0.000,0.000,0.000,0.000,-0.012,-0.003,-0.003,-0.143,0.066,9.840
4329986,0.300,0.000,0.000,0.000,0.000,-0.015,-0.001,-0.002,-0.132,0.048,9.886
4337927,0.300,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.118,0.017,9.901
4345866,0.300,0.000,0.000,0.000,0.000,-0.023,0.008,0.001,-0.148,0.021,9.946
4353806,0.300,0.000,0.000,0.000,0.000,-0.025,0.011,0.002,-0.188,0.036,9.916
4361747,0.300,0.000,0.000,0.000,0.000,-0.023,0.010,-0.000,-0.255,0.074,9.856
4369688,0.300,0.000,0.000,0.000,0.000,-0.020,0.003,-0.001,-0.265,0.100,9.764
4377629,0.300,0.000,0.000,0.000,0.000,-0.014,-0.000,-0.004,-0.283,0.103,9.774
4385568,0.300,0.000,0.000,0.000,0.000,-0.011,-0.004,-0.004,-0.266,0.090,9.806
4393508,0.300,0.000,0.000,0.000,0.000,-0.007,-0.006,-0.004,-0.235,0.064,9.779
4401447,0.300,0.000,0.000,0.000,0.000,-0.006,-0.009,-0.003,-0.179,0.042,9.808
4409389,0.300,0.000,0.000,0.000,0.000,-0.003,-0.009,-0.003,-0.172,0.020,9.805
4417328,0.300,0.000,0.000,0.000,0.000,-0.004,-0.010,-0.002,-0.168,0.010,9.839
4425269,0.300,0.000,0.000,0.000,0.000,-0.005,-0.009,-0.001,-0.170,0.007,9.876
4433210,0.300,0.000,0.000,0.000,0.000,-0.007,-0.006,-0.001,-0.201,0.029,9.858
4441149,0.300,0.000,0.000,0.000,0.000,-0.011,-0.003,-0.001,-0.193,0.045,9.907
4449090,0.300,0.000,0.000,0.000,0.000,-0.015,0.000,-0.001,-0.228,0.067,9.896
4457032,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.245,0.089,9.868
4464973,0.300,0.000,0.000,0.000,0.000,-0.020,0.008,-0.001,-0.247,0.114,9.868
4472910,0.300,0.000,0.000,0.000,0.000,-0.024,0.011,-0.001,-0.246,0.122,9.906
4480851,0.300,0.000,0.000,0.000,0.000,-0.027,0.014,-0.002,-0.231,0.118,9.844
4488788,0.300,0.000,0.000,0.000,0.000,-0.029,0.018,-0.001,-0.196,0.093,9.854
4496731,0.300,0.000,0.000,0.000,0.000,-0.030,0.019,-0.001,-0.176,0.071,9.822
4504673,0.300,0.000,0.000,0.000,0.000,-0.032,0.021,-0.000,-0.146,0.031,9.851
4512612,0.300,0.000,0.000,0.000,0.000,-0.027,0.016,-0.000,-0.186,0.023,9.713
4520551,0.300,0.000,0.000,0.000,0.000,-0.020,0.009,-0.001,-0.186,0.025,9.659
4528492,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.214,0.032,9.762
4536432,0.300,0.000,0.000,0.000,0.000,-0.020,0.006,0.000,-0.209,0.029,9.855
4544373,0.300,0.000,0.000,0.000,0.000,-0.021,0.008,0.001,-0.257,0.044,9.862
4552313,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,0.000,-0.290,0.069,9.774
4560253,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.279,0.078,9.770
4568193,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.002,-0.257,0.094,9.823
4576132,0.300,0.000,0.000,0.000,0.000,-0.018,0.003,-0.002,-0.219,0.106,9.854
4584074,0.300,0.000,0.000,0.000,0.000,-0.018,0.006,-0.003,-0.189,0.081,9.867
4592015,0.300,0.000,0.000,0.000,0.000,-0.018,0.006,-0.002,-0.161,0.051,9.817
4599954,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.159,0.036,9.778
4607892,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,0.001,-0.158,0.024,9.822
4615835,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,0.002,-0.168,0.023,9.838
4623774,0.300,0.000,0.000,0.000,0.000,-0.017,0.005,0.002,-0.211,0.042,9.838
4631718,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,0.001,-0.244,0.059,9.832
4639652,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,0.000,-0.262,0.073,9.806
4647600,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.265,0.083,9.841
4655532,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.000,-0.247,0.084,9.844
4663473,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.253,0.096,9.838
4671412,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.228,0.072,9.824
4679352,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.222,0.063,9.820
4687292,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.209,0.048,9.843
4695232,0.300,0.000,0.000,0.000,0.000,-0.018,0.005,0.000,-0.206,0.036,9.860
4703172,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,0.001,-0.208,0.020,9.821
4711112,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,0.000,-0.245,0.036,9.840
4719051,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.000,-0.254,0.037,9.822
4726989,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.277,0.055,9.846
4734930,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.278,0.064,9.844
4742871,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.002,-0.296,0.084,9.848
4750810,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.003,-0.285,0.095,9.846
4758751,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.003,-0.251,0.076,9.854
4766690,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.004,-0.234,0.069,9.850
4774627,0.300,0.000,0.000,0.000,0.000,-0.018,0.003,-0.004,-0.230,0.064,9.854
4782566,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.004,-0.203,0.030,9.837
4790508,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.003,-0.214,0.032,9.829
4798447,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.004,-0.210,0.025,9.825
4806385,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.003,-0.216,0.019,9.844
4814325,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.242,0.031,9.856
4822266,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.003,-0.256,0.054,9.853
4830204,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.004,-0.265,0.068,9.849
4838144,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.003,-0.249,0.068,9.837
4846082,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.004,-0.246,0.079,9.849
4854022,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.004,-0.223,0.069,9.839
4861962,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.003,-0.201,0.061,9.845
4869902,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.003,-0.195,0.052,9.838
4877841,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.198,0.045,9.849
4885780,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.192,0.033,9.845
4893720,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.223,0.035,9.865
4901658,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.246,0.046,9.843
4909598,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.002,-0.253,0.052,9.828
4917537,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.002,-0.259,0.063,9.851
4925478,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.245,0.068,9.859
4933417,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.236,0.080,9.836
4941355,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.226,0.084,9.838
4949296,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.215,0.086,9.840
4957234,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.193,0.075,9.838
4965174,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.186,0.065,9.852
4973115,0.300,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.188,0.070,9.843
4981054,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.204,0.056,9.854
4988994,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.000,-0.215,0.053,9.847
4996934,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,0.000,-0.236,0.059,9.844
5004870,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.251,0.080,9.849
5012814,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.000,-0.243,0.079,9.873
5020750,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.246,0.083,9.837
5028690,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.238,0.096,9.868
5036629,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.225,0.108,9.842
5044569,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.204,0.090,9.857
5052508,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.186,0.075,9.835
5060448,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.190,0.070,9.845
5068385,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.197,0.061,9.838
5076325,0.300,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.208,0.052,9.853
5084263,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.219,0.046,9.850
5092203,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.000,-0.222,0.052,9.847
5100139,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.229,0.067,9.854
5108083,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.234,0.086,9.851
5116020,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.227,0.089,9.842
5123961,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.221,0.083,9.846
5132635,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.193,0.065,9.852
5139841,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.221,0.078,9.842
5147781,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.210,0.059,9.851
5155717,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.207,0.052,9.842
5163653,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.212,0.049,9.821
5171594,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.228,0.058,9.845
5179533,0.300,0.000,0.000,0.000,0.000,-0.018,0.001,-0.001,-0.239,0.055,9.852
5187470,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.240,0.073,9.856
5195409,0.300,0.000,0.000,0.000,0.000,-0.017,0.002,-0.002,-0.257,0.085,9.845
5203349,0.300,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.249,0.067,9.857
5211290,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.246,0.079,9.844
5219227,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.229,0.080,9.835
5227164,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.218,0.062,9.825
5235105,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.229,0.074,9.840
5243041,0.300,0.000,0.000,0.000,0.000,-0.015,0.004,-0.002,-0.209,0.056,9.818
5250982,0.300,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.229,0.058,9.862
5258921,0.300,0.000,0.000,0.000,0.000,-0.016,0.003,-0.002,-0.220,0.050,9.839
5266859,0.300,0.000,0.000,0.000,0.000,-0.016,0.004,-0.002,-0.232,0.050,9.858
