t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
3623866,0.036,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.060,0.216,9.782
3631713,0.037,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.056,0.213,9.773
3639561,0.038,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.060,0.200,9.805
3647411,0.035,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.052,0.200,9.806
3655258,0.037,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.049,0.193,9.823
3663105,0.035,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.047,0.195,9.810
3670950,0.036,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.048,0.193,9.807
3678798,0.037,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.037,0.199,9.809
3686645,0.038,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.042,0.199,9.838
3694492,0.039,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.048,0.208,9.824
3702339,0.042,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.052,0.201,9.825
3710187,0.041,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.054,0.207,9.835
3718031,0.041,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.062,0.200,9.832
3725880,0.041,0.000,0.000,0.000,0.000,-0.016,0.006,-0.002,-0.060,0.205,9.834
3733725,0.041,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.065,0.206,9.835
3741572,0.046,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.076,0.205,9.825
3749420,0.050,0.000,0.000,0.000,0.000,-0.018,0.006,-0.002,-0.084,0.207,9.850
3757268,0.047,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.081,0.206,9.841
3765116,0.045,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.080,0.209,9.827
3772962,0.047,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.087,0.209,9.823
3780807,0.045,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.080,0.206,9.830
3788656,0.040,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.071,0.200,9.841
3796502,0.037,0.000,0.000,0.000,0.000,-0.016,0.007,-0.002,-0.074,0.201,9.837
3804348,0.038,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.067,0.203,9.837
3812196,0.039,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.065,0.204,9.846
3820043,0.039,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.070,0.207,9.853
3827891,0.039,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.065,0.206,9.871
3835739,0.043,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.068,0.201,9.857
3843583,0.039,0.000,0.000,0.000,0.000,-0.019,0.005,-0.001,-0.082,0.197,9.834
3851429,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.087,0.196,9.853
3859277,0.044,0.000,0.000,0.000,0.000,-0.019,0.005,-0.001,-0.088,0.194,9.840
3867124,0.043,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.081,0.195,9.852
3874970,0.045,0.000,0.000,0.000,0.000,-0.019,0.004,-0.001,-0.078,0.202,9.835
3882820,0.044,0.000,0.000,0.000,0.000,-0.019,0.005,-0.001,-0.088,0.204,9.861
3890666,0.040,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.090,0.198,9.830
3898505,0.040,0.000,0.000,0.000,0.000,-0.019,0.003,-0.001,-0.097,0.203,9.827
3906360,0.040,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.096,0.206,9.845
3914204,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.094,0.204,9.846
3922055,0.037,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.090,0.211,9.863
3929898,0.038,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.081,0.210,9.855
3937747,0.035,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.093,0.210,9.856
3945592,0.037,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.094,0.217,9.864
3953438,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.092,0.217,9.854
3961286,0.041,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.089,0.213,9.862
3969132,0.037,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.082,0.205,9.851
3976972,0.038,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.083,0.201,9.857
3984826,0.039,0.000,0.000,0.000,0.000,-0.016,0.006,-0.002,-0.082,0.203,9.839
3992673,0.042,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.078,0.202,9.842
4000518,0.044,0.000,0.000,0.000,0.000,-0.016,0.005,-0.002,-0.079,0.202,9.842
4008366,0.046,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.081,0.194,9.858
4016213,0.047,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.085,0.188,9.831
4024059,0.045,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.087,0.191,9.837
4031899,0.044,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.096,0.196,9.825
4039754,0.043,0.000,0.000,0.000,0.000,-0.017,0.004,-0.001,-0.099,0.200,9.835
4047600,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.093,0.202,9.844
4055448,0.041,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.087,0.196,9.835
4063293,0.041,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.085,0.200,9.832
4071142,0.041,0.000,0.000,0.000,0.000,-0.018,0.006,-0.001,-0.089,0.193,9.853
4078988,0.040,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.092,0.192,9.823
4086835,0.040,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.096,0.189,9.846
4094675,0.040,0.000,0.000,0.000,0.000,-0.018,0.006,-0.002,-0.094,0.187,9.864
4102527,0.037,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.106,0.190,9.840
4110376,0.038,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.097,0.195,9.857
4118221,0.039,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.097,0.201,9.849
4126070,0.039,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.104,0.204,9.850
4133914,0.039,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.119,0.209,9.858
4141759,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.106,0.203,9.856
4149604,0.034,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.113,0.202,9.872
4157454,0.036,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.113,0.203,9.853
4165293,0.037,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.102,0.204,9.868
4173146,0.038,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.098,0.202,9.881
4180996,0.041,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.102,0.200,9.871
4188842,0.041,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.106,0.198,9.869
4196691,0.041,0.000,0.000,0.000,0.000,-0.018,0.006,-0.001,-0.109,0.195,9.857
4204535,0.038,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.098,0.192,9.852
4212385,0.035,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.101,0.196,9.857
4220227,0.034,0.000,0.000,0.000,0.000,-0.017,0.007,-0.001,-0.100,0.199,9.856
4228076,0.039,0.000,0.000,0.000,0.000,-0.017,0.007,-0.001,-0.094,0.199,9.841
4235924,0.036,0.000,0.000,0.000,0.000,-0.019,0.006,-0.002,-0.089,0.207,9.851
4243761,0.037,0.000,0.000,0.000,0.000,-0.019,0.006,-0.002,-0.089,0.206,9.836
4251618,0.038,0.000,0.000,0.000,0.000,-0.018,0.006,-0.002,-0.086,0.205,9.823
4259463,0.042,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.093,0.207,9.808
4267312,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.101,0.203,9.835
4275155,0.044,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.107,0.197,9.852
4283003,0.043,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.113,0.194,9.841
4290851,0.042,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.109,0.200,9.846
4298689,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.101,0.197,9.862
4306542,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.098,0.208,9.861
4314382,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.094,0.212,9.848
4322229,0.040,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.094,0.217,9.867
4330083,0.037,0.000,0.000,0.000,0.000,-0.016,0.007,-0.001,-0.085,0.220,9.858
4337932,0.038,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.081,0.219,9.847
4345778,0.042,0.000,0.000,0.000,0.000,-0.017,0.006,-0.001,-0.087,0.217,9.857
4353621,0.044,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.088,0.211,9.852
4361473,0.043,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.085,0.213,9.861
4369315,0.045,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.085,0.210,9.827
4377164,0.050,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.081,0.203,9.857
4385014,0.050,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.079,0.202,9.845
4392850,0.050,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.080,0.201,9.857
4400704,0.047,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.082,0.204,9.853
4408551,0.045,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.084,0.205,9.848
4416392,0.043,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.087,0.200,9.850
4424245,0.042,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.088,0.204,9.855
4432093,0.042,0.000,0.000,0.000,0.000,-0.018,0.003,-0.002,-0.081,0.209,9.830
4439938,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.089,0.206,9.845
4447785,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.092,0.205,9.841
4455628,0.041,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.099,0.195,9.856
4463477,0.043,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.103,0.195,9.872
4471322,0.042,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.113,0.200,9.820
4479169,0.045,0.000,0.000,0.000,0.000,-0.019,0.003,-0.002,-0.111,0.196,9.852
4487014,0.046,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.109,0.199,9.844
4494863,0.050,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.107,0.197,9.848
4502708,0.050,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.103,0.201,9.828
4510555,0.047,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.101,0.201,9.843
4518403,0.045,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.106,0.198,9.854
4526248,0.044,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.099,0.195,9.843
4534094,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.100,0.194,9.839
4541941,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.104,0.196,9.844
4549786,0.044,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.108,0.190,9.830
4557632,0.046,0.000,0.000,0.000,0.000,-0.019,0.005,-0.001,-0.116,0.190,9.859
4565481,0.044,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.109,0.189,9.838
4573329,0.043,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.095,0.196,9.850
4581172,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.097,0.192,9.850
4589022,0.041,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.095,0.187,9.850
4596867,0.038,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.091,0.190,9.850
4604714,0.039,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.101,0.188,9.848
4612557,0.039,0.000,0.000,0.000,0.000,-0.019,0.006,-0.002,-0.097,0.200,9.864
4620404,0.039,0.000,0.000,0.000,0.000,-0.019,0.006,-0.002,-0.089,0.197,9.859
4628250,0.037,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.097,0.188,9.828
4636099,0.038,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.107,0.188,9.821
4643944,0.038,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.101,0.195,9.827
4651792,0.039,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.100,0.194,9.817
4659637,0.036,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.095,0.204,9.814
4667486,0.037,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.062,0.206,9.827
4675330,0.035,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.070,0.210,9.836
4683180,0.037,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.071,0.217,9.837
4691024,0.035,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.077,0.218,9.835
4698871,0.033,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.078,0.218,9.847
4706719,0.035,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.082,0.219,9.830
4714564,0.037,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.079,0.213,9.821
4722409,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.084,0.213,9.819
4730256,0.040,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.087,0.213,9.841
4738104,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.083,0.208,9.807
4745949,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.088,0.213,9.840
4753795,0.043,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.082,0.204,9.848
4761641,0.045,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.085,0.203,9.853
4769488,0.044,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.081,0.201,9.841
4777335,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.071,0.206,9.865
4785183,0.040,0.000,0.000,0.000,0.000,-0.017,0.004,-0.002,-0.073,0.206,9.860
4793026,0.040,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.075,0.204,9.868
4800877,0.040,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.076,0.214,9.848
4808722,0.037,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.076,0.209,9.849
4816567,0.038,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.079,0.208,9.851
4824415,0.038,0.000,0.000,0.000,0.000,-0.018,0.006,-0.002,-0.073,0.215,9.865
4832261,0.039,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.071,0.215,9.842
4840107,0.036,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.084,0.210,9.839
4847949,0.037,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.080,0.211,9.844
4855800,0.038,0.000,0.000,0.000,0.000,-0.017,0.006,-0.002,-0.077,0.206,9.853
4863647,0.039,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.089,0.206,9.839
4871490,0.039,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.078,0.199,9.853
4879338,0.042,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.085,0.207,9.840
4887185,0.042,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.083,0.209,9.831
4895030,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.082,0.212,9.847
4902879,0.041,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.072,0.213,9.861
4910723,0.041,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.074,0.211,9.860
4918572,0.049,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.078,0.212,9.846
4926418,0.047,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.085,0.210,9.840
4934265,0.045,0.000,0.000,0.000,0.000,-0.019,0.005,-0.002,-0.079,0.209,9.847
4942112,0.046,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.058,0.205,9.821
4949955,0.047,0.000,0.000,0.000,0.000,-0.018,0.005,-0.002,-0.064,0.206,9.840
4957803,0.048,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.076,0.202,9.836
4965649,0.046,0.000,0.000,0.000,0.000,-0.018,0.005,-0.001,-0.075,0.206,9.846
4973495,0.044,0.000,0.000,0.000,0.000,-0.016,0.006,-0.001,-0.062,0.203,9.815
4981340,0.046,0.000,0.000,0.000,0.000,-0.016,0.006,-0.001,-0.073,0.204,9.828
4989188,0.044,0.000,0.000,0.000,0.000,-0.015,0.006,-0.001,-0.059,0.205,9.815
4997036,0.043,0.000,0.000,0.000,0.000,-0.015,0.006,-0.001,-0.072,0.204,9.826
5004880,0.045,0.000,0.000,0.000,0.000,-0.016,0.006,-0.001,-0.074,0.196,9.823
5012727,0.043,0.000,0.000,0.000,0.000,-0.016,0.006,-0.001,-0.077,0.192,9.822
5020571,0.042,0.000,0.000,0.000,0.000,-0.016,0.008,-0.001,-0.066,0.188,9.839
5028420,0.042,0.000,0.000,0.000,0.000,-0.016,0.009,-0.001,-0.073,0.190,9.823
5036267,0.038,0.000,0.000,0.000,0.000,-0.015,0.010,-0.001,-0.086,0.199,9.819
5044114,0.036,0.000,0.000,0.000,0.000,-0.015,0.010,-0.001,-0.091,0.193,9.815
5051960,0.037,0.000,0.000,0.000,0.000,-0.014,0.010,-0.002,-0.098,0.189,9.820
5059804,0.038,0.000,0.000,0.000,0.000,-0.014,0.010,-0.002,-0.094,0.199,9.829
5067653,0.039,0.000,0.000,0.000,0.000,-0.013,0.010,-0.002,-0.095,0.198,9.820
5075498,0.039,0.000,0.000,0.000,0.000,-0.014,0.011,-0.002,-0.090,0.198,9.844
5083343,0.042,0.000,0.000,0.000,0.000,-0.014,0.010,-0.002,-0.087,0.203,9.812
5091192,0.042,0.000,0.000,0.000,0.000,-0.013,0.010,-0.002,-0.091,0.211,9.816
5099038,0.038,0.000,0.000,0.000,0.000,-0.013,0.011,-0.002,-0.095,0.216,9.830
5106884,0.039,0.000,0.000,0.000,0.000,-0.013,0.010,-0.002,-0.075,0.221,9.837
5114725,0.039,0.000,0.000,0.000,0.000,-0.013,0.010,-0.002,-0.059,0.217,9.837
5122575,0.039,0.000,0.000,0.000,0.000,-0.014,0.009,-0.001,-0.064,0.223,9.852
5130421,0.046,0.000,0.000,0.000,0.000,-0.015,0.007,-0.002,-0.069,0.229,9.849
5138268,0.053,0.000,0.000,0.000,0.000,-0.017,0.005,-0.002,-0.089,0.231,9.861
5146118,0.049,0.000,0.000,0.000,0.000,-0.020,0.002,-0.002,-0.096,0.236,9.865
5153963,0.046,0.000,0.000,0.000,0.000,-0.022,-0.002,-0.002,-0.101,0.224,9.869
5161811,0.044,0.000,0.000,0.000,0.000,-0.025,-0.008,-0.002,-0.106,0.226,9.866
5169660,0.043,0.000,0.000,0.000,0.000,-0.029,-0.012,-0.001,-0.106,0.216,9.877
5177501,0.042,0.000,0.000,0.000,0.000,-0.029,-0.014,-0.001,-0.100,0.204,9.885
5185350,0.042,0.000,0.000,0.000,0.000,-0.027,-0.011,-0.001,-0.091,0.209,9.841
5193194,0.041,0.000,0.000,0.000,0.000,-0.023,-0.003,-0.001,-0.068,0.187,9.816
5201040,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.078,0.192,9.815
5208884,0.041,0.000,0.000,0.000,0.000,-0.016,0.006,-0.001,-0.072,0.203,9.823
5216733,0.040,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.071,0.211,9.846
5224573,0.040,0.000,0.000,0.000,0.000,-0.019,0.001,-0.002,-0.076,0.204,9.842
5232427,0.043,0.000,0.000,0.000,0.000,-0.019,0.001,-0.002,-0.071,0.206,9.839
5240272,0.045,0.000,0.000,0.000,0.000,-0.017,0.003,-0.002,-0.061,0.203,9.803
5248117,0.044,0.000,0.000,0.000,0.000,-0.015,0.007,-0.002,-0.066,0.199,9.802
5255961,0.040,0.000,0.000,0.000,0.000,-0.014,0.010,-0.001,-0.078,0.209,9.826
5263809,0.040,0.000,0.000,0.000,0.000,-0.013,0.011,-0.001,-0.085,0.213,9.834
5271658,0.040,0.000,0.000,0.000,0.000,-0.015,0.010,-0.001,-0.097,0.213,9.843
5279501,0.037,0.000,0.000,0.000,0.000,-0.015,0.008,-0.001,-0.099,0.205,9.825
5287347,0.038,0.000,0.000,0.000,0.000,-0.016,0.007,-0.002,-0.101,0.207,9.839
5295195,0.038,0.000,0.000,0.000,0.000,-0.016,0.006,-0.002,-0.104,0.209,9.816
5303041,0.039,0.000,0.000,0.000,0.000,-0.017,0.007,-0.002,-0.097,0.215,9.853
5310886,0.039,0.000,0.000,0.000,0.000,-0.016,0.007,-0.002,-0.094,0.216,9.827
5318734,0.039,0.000,0.000,0.000,0.000,-0.015,0.009,-0.002,-0.088,0.216,9.836
5326579,0.040,0.000,0.000,0.000,0.000,-0.015,0.010,-0.002,-0.092,0.201,9.842
5334428,0.037,0.000,0.000,0.000,0.000,-0.014,0.011,-0.002,-0.085,0.199,9.831
5342273,0.038,0.000,0.000,0.000,0.000,-0.013,0.012,-0.002,-0.098,0.196,9.840
5350119,0.038,0.000,0.000,0.000,0.000,-0.012,0.015,-0.002,-0.101,0.195,9.850
5357967,0.039,0.000,0.000,0.000,0.000,-0.013,0.015,-0.002,-0.103,0.196,9.844
5365803,0.039,0.000,0.000,0.000,0.000,-0.012,0.015,-0.002,-0.112,0.197,9.833
5373658,0.045,0.000,0.000,0.000,0.000,-0.012,0.015,-0.002,-0.108,0.209,9.848
5381504,0.044,0.000,0.000,0.000,0.000,-0.013,0.014,-0.002,-0.103,0.211,9.857
5389350,0.043,0.000,0.000,0.000,0.000,-0.013,0.013,-0.002,-0.096,0.217,9.855
5397183,0.042,0.000,0.000,0.000,0.000,-0.014,0.010,-0.002,-0.088,0.225,9.854
5405044,0.041,0.000,0.000,0.000,0.000,-0.015,0.009,-0.002,-0.077,0.231,9.878
5412881,0.041,0.000,0.000,0.000,0.000,-0.016,0.006,-0.002,-0.077,0.233,9.874
5420733,0.041,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.081,0.238,9.885
5428577,0.040,0.000,0.000,0.000,0.000,-0.020,0.001,-0.002,-0.086,0.242,9.889
5436420,0.040,0.000,0.000,0.000,0.000,-0.021,-0.001,-0.002,-0.096,0.244,9.887
5444273,0.037,0.000,0.000,0.000,0.000,-0.020,-0.002,-0.002,-0.107,0.241,9.876
5452112,0.038,0.000,0.000,0.000,0.000,-0.021,-0.001,-0.002,-0.109,0.233,9.894
5459964,0.042,0.000,0.000,0.000,0.000,-0.020,-0.000,-0.002,-0.104,0.226,9.879
5467810,0.038,0.000,0.000,0.000,0.000,-0.020,-0.001,-0.002,-0.111,0.221,9.858
5475658,0.036,0.000,0.000,0.000,0.000,-0.019,0.002,-0.001,-0.111,0.217,9.859
5483502,0.040,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.098,0.212,9.855
