t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
3648294,0.920,0.086,-0.014,0.000,0.000,0.019,0.046,0.388,0.008,0.374,9.639
3656201,0.920,0.085,-0.012,0.000,0.000,0.019,0.026,0.386,-0.010,0.383,9.712
3664108,0.920,0.084,-0.011,0.000,0.000,0.016,0.009,0.383,-0.042,0.385,9.830
3672013,0.920,0.083,-0.009,0.000,0.000,0.010,-0.007,0.379,-0.071,0.384,9.925
3679919,0.920,0.081,-0.008,0.000,0.000,0.001,-0.020,0.375,-0.091,0.404,10.035
3687826,0.920,0.080,-0.007,0.000,0.000,-0.009,-0.032,0.371,-0.077,0.402,10.068
3695731,0.920,0.079,-0.006,0.000,0.000,-0.019,-0.043,0.369,-0.070,0.414,10.077
3703640,0.920,0.077,-0.005,0.000,0.000,-0.027,-0.054,0.369,-0.043,0.406,10.074
3711545,0.920,0.075,-0.004,0.000,0.000,-0.038,-0.062,0.371,-0.036,0.389,10.096
3719451,0.920,0.074,-0.004,0.000,0.000,-0.047,-0.066,0.375,-0.032,0.407,10.091
3727356,0.920,0.072,-0.003,0.000,0.000,-0.056,-0.068,0.379,-0.014,0.389,10.079
3735263,0.920,0.071,-0.002,0.000,0.000,-0.062,-0.068,0.384,-0.009,0.383,10.042
3743169,0.920,0.069,-0.002,0.000,0.000,-0.066,-0.066,0.388,0.015,0.363,10.006
3751074,0.920,0.067,-0.001,0.000,0.000,-0.068,-0.064,0.393,0.040,0.341,9.974
3758979,0.920,0.066,-0.001,0.000,0.000,-0.073,-0.062,0.397,0.041,0.311,9.973
3766886,0.920,0.064,-0.000,0.000,0.000,-0.074,-0.057,0.398,0.048,0.290,9.992
3774791,0.920,0.062,0.000,0.000,0.000,-0.078,-0.052,0.398,0.048,0.307,10.006
3782700,0.920,0.061,0.000,0.000,0.000,-0.081,-0.048,0.398,0.079,0.312,9.959
3790603,0.920,0.059,0.001,0.000,0.000,-0.080,-0.046,0.398,0.097,0.319,9.901
3798510,0.920,0.057,0.001,0.000,0.000,-0.078,-0.044,0.399,0.102,0.305,9.844
3806417,0.920,0.056,0.001,0.000,0.000,-0.071,-0.041,0.399,0.120,0.306,9.775
3814322,0.920,0.054,0.002,0.000,0.267,-0.064,-0.038,0.400,0.115,0.306,9.714
3822229,0.920,0.052,0.003,0.000,0.000,-0.055,-0.034,0.401,0.116,0.322,9.687
3830135,0.920,0.051,0.004,0.000,0.000,-0.045,-0.032,0.403,0.151,0.321,9.643
3838042,0.920,0.049,0.004,0.000,0.000,-0.036,-0.029,0.407,0.183,0.321,9.622
3845948,0.920,0.048,0.005,0.000,0.000,-0.025,-0.027,0.412,0.234,0.300,9.607
3853853,0.920,0.046,0.005,0.000,0.000,-0.014,-0.025,0.417,0.253,0.279,9.581
3861757,0.920,0.045,0.006,0.000,0.000,-0.004,-0.024,0.424,0.259,0.277,9.595
3869664,0.920,0.044,0.007,0.000,0.267,0.007,-0.022,0.430,0.282,0.274,9.597
3877570,0.920,0.042,0.009,0.000,0.400,0.017,-0.022,0.438,0.294,0.270,9.597
3885477,0.920,0.041,0.011,0.000,0.000,0.025,-0.019,0.445,0.288,0.285,9.649
3893382,0.920,0.039,0.012,0.000,0.000,0.035,-0.015,0.452,0.266,0.291,9.635
3901287,0.920,0.038,0.013,0.000,0.000,0.045,-0.007,0.457,0.234,0.276,9.688
3909194,0.920,0.037,0.015,0.000,0.000,0.051,0.001,0.461,0.180,0.258,9.755
3917101,0.920,0.036,0.016,0.000,0.000,0.055,0.006,0.462,0.106,0.258,9.811
3925004,0.920,0.034,0.016,0.000,0.000,0.056,0.011,0.459,0.037,0.250,9.873
3932912,0.920,0.033,0.017,0.000,0.000,0.054,0.015,0.453,-0.030,0.277,9.934
3940818,0.920,0.032,0.018,0.000,0.000,0.049,0.019,0.443,-0.095,0.284,10.028
3948723,0.920,0.031,0.018,0.000,0.000,0.041,0.022,0.432,-0.134,0.306,10.111
3956628,0.920,0.030,0.019,0.000,0.000,0.034,0.030,0.419,-0.153,0.345,10.126
3964534,0.920,0.029,0.019,0.000,0.000,0.027,0.042,0.409,-0.138,0.395,10.157
3972439,0.920,0.028,0.019,0.000,0.000,0.019,0.056,0.401,-0.087,0.436,10.154
3980346,0.920,0.027,0.020,0.000,0.000,0.011,0.072,0.398,-0.012,0.454,10.210
3988250,0.920,0.026,0.020,0.000,0.000,0.000,0.089,0.401,0.051,0.465,10.219
3996156,0.920,0.025,0.020,0.000,0.000,-0.012,0.104,0.407,0.118,0.454,10.229
4004061,0.920,0.024,0.020,0.000,0.000,-0.025,0.119,0.418,0.188,0.423,10.214
4011967,0.920,0.023,0.020,0.000,0.000,-0.040,0.131,0.431,0.215,0.396,10.185
4019874,0.920,0.023,0.020,0.267,0.000,-0.055,0.141,0.444,0.222,0.367,10.129
4027778,0.920,0.023,0.020,0.000,0.000,-0.072,0.148,0.457,0.200,0.354,10.084
4035683,0.920,0.023,0.019,0.267,0.000,-0.088,0.154,0.467,0.177,0.336,10.035
4043592,0.920,0.024,0.019,0.267,0.000,-0.105,0.157,0.475,0.146,0.330,9.993
4051495,0.920,0.025,0.019,0.000,0.000,-0.122,0.156,0.480,0.099,0.312,9.931
4059403,0.920,0.026,0.019,0.000,0.000,-0.138,0.150,0.482,0.065,0.296,9.890
4067308,0.920,0.026,0.018,0.000,0.000,-0.154,0.140,0.481,0.024,0.281,9.840
4075213,0.920,0.027,0.018,0.000,0.000,-0.167,0.129,0.477,-0.009,0.266,9.805
4083119,0.920,0.027,0.018,0.000,0.000,-0.179,0.114,0.470,-0.042,0.245,9.744
4091022,0.920,0.027,0.018,0.000,0.000,-0.187,0.097,0.461,-0.066,0.244,9.683
4098931,0.920,0.027,0.017,0.000,0.000,-0.193,0.081,0.449,-0.097,0.239,9.646
4106837,0.920,0.027,0.017,0.000,0.000,-0.194,0.064,0.436,-0.116,0.232,9.603
4114740,0.920,0.027,0.017,0.000,0.000,-0.193,0.047,0.421,-0.153,0.216,9.578
4122647,0.920,0.027,0.016,0.000,0.000,-0.188,0.030,0.405,-0.167,0.205,9.543
4130552,0.920,0.027,0.016,0.000,0.267,-0.178,0.014,0.388,-0.173,0.219,9.516
4138463,0.923,0.027,0.018,0.000,0.535,-0.165,-0.002,0.370,-0.147,0.215,9.485
4146370,0.922,0.027,0.020,0.000,0.401,-0.148,-0.016,0.353,-0.144,0.215,9.509
4155310,0.921,0.026,0.022,0.000,0.000,-0.122,-0.036,0.336,-0.132,0.231,9.347
4162176,0.921,0.026,0.024,0.000,0.000,-0.100,-0.050,0.321,-0.072,0.209,9.570
4170082,0.921,0.026,0.026,0.000,0.000,-0.077,-0.061,0.308,-0.078,0.260,9.514
4177989,0.921,0.025,0.027,0.000,0.000,-0.053,-0.073,0.298,-0.024,0.244,9.581
4185893,0.920,0.025,0.028,0.000,0.000,-0.026,-0.084,0.290,0.019,0.246,9.578
4193800,0.920,0.024,0.029,0.000,0.000,0.003,-0.092,0.284,0.032,0.239,9.582
4201703,0.920,0.024,0.030,0.000,0.000,0.031,-0.096,0.280,0.059,0.235,9.633
4209611,0.920,0.024,0.031,0.000,0.000,0.058,-0.096,0.278,0.080,0.238,9.654
4217517,0.920,0.023,0.031,0.000,0.000,0.084,-0.093,0.278,0.095,0.244,9.693
4225423,0.920,0.023,0.032,0.000,0.000,0.108,-0.089,0.280,0.114,0.244,9.703
4233327,0.920,0.022,0.032,0.000,0.000,0.129,-0.082,0.282,0.134,0.253,9.736
4241233,0.920,0.022,0.032,0.000,0.000,0.149,-0.074,0.287,0.151,0.254,9.756
4249139,0.920,0.021,0.032,0.000,0.000,0.164,-0.064,0.292,0.163,0.243,9.811
4257043,0.920,0.021,0.032,0.000,0.000,0.173,-0.054,0.299,0.168,0.232,9.882
4264948,0.920,0.020,0.032,0.000,0.000,0.177,-0.044,0.305,0.168,0.213,9.904
4272856,0.920,0.019,0.032,0.000,0.000,0.178,-0.035,0.311,0.160,0.201,9.926
4280759,0.920,0.019,0.032,0.000,0.000,0.175,-0.026,0.316,0.134,0.187,9.977
4288667,0.920,0.018,0.032,0.000,0.000,0.167,-0.019,0.319,0.102,0.175,9.991
4296572,0.920,0.018,0.031,0.000,0.000,0.154,-0.011,0.320,0.065,0.177,10.050
4304478,0.920,0.017,0.031,0.000,0.000,0.138,-0.005,0.318,0.018,0.165,10.074
4312384,0.920,0.017,0.030,0.000,0.000,0.118,0.000,0.314,0.002,0.167,10.109
4320287,0.920,0.016,0.030,0.000,0.000,0.094,0.007,0.308,-0.035,0.166,10.155
4328197,0.920,0.016,0.029,0.000,0.000,0.070,0.012,0.301,-0.075,0.157,10.164
4336100,0.920,0.015,0.029,0.000,0.000,0.043,0.017,0.293,-0.082,0.165,10.181
4344006,0.920,0.015,0.028,0.000,0.000,0.015,0.022,0.284,-0.091,0.172,10.191
4351910,0.920,0.015,0.028,0.000,0.000,-0.014,0.026,0.275,-0.088,0.171,10.200
4359814,0.920,0.014,0.027,0.000,0.000,-0.043,0.029,0.266,-0.087,0.174,10.178
4367720,0.920,0.014,0.027,0.000,0.000,-0.073,0.032,0.258,-0.093,0.183,10.167
4375626,0.920,0.013,0.026,0.000,0.000,-0.100,0.034,0.250,-0.080,0.186,10.133
4383532,0.920,0.013,0.025,0.000,0.000,-0.126,0.035,0.242,-0.065,0.182,10.100
4391435,0.920,0.012,0.025,0.000,0.000,-0.150,0.036,0.235,-0.056,0.173,10.068
4399339,0.920,0.012,0.024,0.000,0.000,-0.171,0.037,0.227,-0.061,0.167,10.026
4407246,0.920,0.012,0.024,0.000,0.000,-0.190,0.038,0.218,-0.075,0.151,10.005
4415149,0.920,0.011,0.023,0.000,0.000,-0.204,0.038,0.208,-0.104,0.139,9.960
4423053,0.920,0.011,0.023,0.000,0.267,-0.215,0.035,0.197,-0.126,0.149,9.899
4430963,0.920,0.010,0.023,0.000,0.000,-0.223,0.032,0.185,-0.141,0.155,9.865
4438864,0.920,0.010,0.023,0.000,0.000,-0.227,0.029,0.174,-0.125,0.177,9.818
4446773,0.920,0.010,0.023,0.000,0.000,-0.224,0.026,0.163,-0.096,0.197,9.757
4454677,0.920,0.009,0.023,0.000,0.000,-0.218,0.026,0.155,-0.048,0.207,9.731
4462584,0.920,0.009,0.023,0.000,0.000,-0.206,0.028,0.149,-0.017,0.208,9.669
4470488,0.920,0.009,0.022,0.000,0.000,-0.189,0.033,0.143,0.011,0.201,9.624
4478394,0.920,0.008,0.022,0.000,0.000,-0.169,0.042,0.139,0.016,0.183,9.602
4486298,0.920,0.008,0.022,0.000,0.000,-0.145,0.052,0.135,0.021,0.172,9.581
4494204,0.920,0.008,0.021,0.000,0.000,-0.118,0.062,0.130,0.022,0.166,9.565
4502109,0.920,0.008,0.021,0.000,0.000,-0.090,0.072,0.125,0.011,0.167,9.557
4510015,0.920,0.007,0.021,0.000,0.000,-0.062,0.082,0.121,0.007,0.167,9.577
4517920,0.920,0.008,0.021,0.267,0.267,-0.032,0.089,0.115,-0.003,0.178,9.560
4525824,0.920,0.009,0.021,0.267,0.000,-0.003,0.091,0.109,0.002,0.162,9.550
4533731,0.920,0.010,0.022,0.267,0.400,0.025,0.089,0.102,0.004,0.178,9.576
4541635,0.920,0.013,0.023,0.400,0.000,0.054,0.086,0.096,0.021,0.185,9.574
4549540,0.920,0.015,0.024,0.000,0.000,0.081,0.080,0.089,0.028,0.187,9.557
4557448,0.920,0.017,0.025,0.000,0.000,0.106,0.074,0.084,0.035,0.182,9.580
4565351,0.920,0.018,0.025,0.000,0.000,0.131,0.068,0.081,0.042,0.173,9.567
4573257,0.920,0.020,0.026,0.000,0.000,0.151,0.062,0.078,0.055,0.163,9.619
4581162,0.920,0.021,0.026,0.000,0.000,0.167,0.056,0.077,0.057,0.154,9.673
4589067,0.920,0.022,0.026,0.000,0.000,0.179,0.049,0.075,0.050,0.134,9.687
4596972,0.920,0.023,0.026,0.000,0.000,0.186,0.041,0.074,0.034,0.103,9.733
4604879,0.920,0.024,0.027,0.000,0.000,0.191,0.032,0.072,0.011,0.096,9.754
4612780,0.920,0.024,0.026,0.000,0.000,0.192,0.022,0.068,-0.011,0.089,9.790
4620687,0.920,0.025,0.026,0.000,0.000,0.189,0.011,0.063,-0.041,0.081,9.822
4628592,0.920,0.025,0.026,0.000,0.000,0.182,-0.002,0.056,-0.064,0.069,9.845
4636498,0.920,0.026,0.026,0.000,0.000,0.171,-0.015,0.048,-0.093,0.077,9.901
4644402,0.920,0.026,0.026,0.000,0.000,0.156,-0.029,0.039,-0.104,0.082,9.954
4652308,0.920,0.026,0.026,0.000,0.000,0.135,-0.044,0.030,-0.102,0.087,10.026
4660213,0.920,0.026,0.025,0.000,0.000,0.112,-0.060,0.022,-0.088,0.094,10.053
4668118,0.920,0.026,0.025,0.000,0.000,0.087,-0.078,0.015,-0.061,0.102,10.081
4676022,0.920,0.026,0.025,0.000,0.000,0.059,-0.095,0.009,-0.052,0.097,10.141
4683927,0.920,0.026,0.024,0.000,0.000,0.029,-0.111,0.005,-0.022,0.095,10.176
4691831,0.920,0.026,0.024,0.000,0.000,-0.002,-0.126,0.001,-0.004,0.083,10.202
4699737,0.920,0.025,0.023,0.000,0.000,-0.033,-0.141,-0.002,0.003,0.072,10.180
4707641,0.920,0.025,0.023,0.000,0.000,-0.063,-0.153,-0.006,-0.017,0.056,10.203
4715545,0.920,0.025,0.022,0.000,0.000,-0.091,-0.163,-0.010,-0.028,0.048,10.141
4723450,0.920,0.024,0.022,0.000,0.000,-0.117,-0.168,-0.016,-0.046,0.053,10.123
4731360,0.920,0.024,0.021,0.000,0.000,-0.140,-0.172,-0.021,-0.061,0.041,10.090
4739266,0.920,0.024,0.021,0.000,0.000,-0.162,-0.173,-0.027,-0.059,0.044,10.080
4747168,0.920,0.023,0.020,0.000,0.000,-0.180,-0.171,-0.032,-0.029,0.052,10.055
4755073,0.920,0.023,0.020,0.000,0.000,-0.197,-0.168,-0.036,-0.004,0.064,10.022
4762976,0.920,0.022,0.019,0.000,0.000,-0.210,-0.162,-0.038,0.041,0.069,9.987
4770883,0.920,0.022,0.019,0.000,0.000,-0.221,-0.155,-0.039,0.078,0.073,9.969
4778787,0.920,0.021,0.018,0.000,0.000,-0.228,-0.145,-0.038,0.088,0.072,9.920
4786692,0.920,0.021,0.018,0.000,0.000,-0.231,-0.133,-0.037,0.107,0.067,9.899
4794597,0.920,0.020,0.017,0.000,0.000,-0.230,-0.119,-0.034,0.113,0.046,9.868
4802502,0.920,0.020,0.017,0.000,0.000,-0.225,-0.102,-0.032,0.109,0.050,9.828
4810405,0.920,0.019,0.016,0.000,0.000,-0.216,-0.085,-0.030,0.107,0.052,9.797
4818311,0.920,0.019,0.016,0.000,0.000,-0.203,-0.066,-0.029,0.100,0.049,9.765
4826214,0.920,0.018,0.016,0.000,0.000,-0.186,-0.044,-0.028,0.086,0.051,9.751
4834120,0.920,0.018,0.015,0.000,0.000,-0.165,-0.023,-0.028,0.074,0.055,9.710
4842024,0.920,0.017,0.015,0.000,0.000,-0.142,-0.001,-0.029,0.062,0.050,9.722
4849929,0.920,0.017,0.014,0.000,0.000,-0.116,0.023,-0.030,0.047,0.050,9.706
4857833,0.920,0.016,0.014,0.000,0.000,-0.088,0.045,-0.031,0.051,0.054,9.696
4865736,0.920,0.016,0.013,0.000,0.000,-0.061,0.066,-0.032,0.056,0.043,9.686
4873643,0.920,0.016,0.013,0.000,0.000,-0.034,0.084,-0.034,0.066,0.042,9.659
4881549,0.920,0.015,0.012,0.000,0.000,-0.008,0.102,-0.035,0.077,0.042,9.654
4889450,0.923,0.015,0.012,0.000,0.000,0.018,0.116,-0.037,0.081,0.039,9.636
4897358,0.922,0.014,0.012,0.000,0.000,0.041,0.126,-0.038,0.094,0.022,9.622
4905262,0.921,0.014,0.011,0.000,0.000,0.063,0.132,-0.039,0.122,0.000,9.608
4913165,0.921,0.013,0.011,0.000,0.000,0.082,0.134,-0.041,0.140,-0.021,9.600
4921070,0.921,0.013,0.011,0.000,0.000,0.097,0.132,-0.042,0.163,-0.035,9.585
4928975,0.921,0.013,0.010,0.000,0.000,0.110,0.129,-0.044,0.153,-0.038,9.601
4936879,0.920,0.012,0.010,0.000,0.000,0.118,0.125,-0.046,0.149,-0.049,9.637
4944784,0.920,0.012,0.009,0.000,0.000,0.124,0.120,-0.049,0.136,-0.065,9.637
4952688,0.920,0.011,0.009,0.000,0.000,0.128,0.113,-0.053,0.148,-0.076,9.624
4960594,0.920,0.011,0.009,0.000,0.000,0.127,0.103,-0.059,0.129,-0.077,9.650
4968498,0.920,0.011,0.009,0.000,0.000,0.124,0.092,-0.064,0.143,-0.062,9.635
4976401,0.920,0.010,0.008,0.000,0.000,0.119,0.079,-0.070,0.163,-0.060,9.641
4984305,0.920,0.010,0.008,0.000,0.000,0.112,0.067,-0.074,0.187,-0.066,9.679
4992211,0.920,0.010,0.008,0.000,0.000,0.101,0.053,-0.078,0.185,-0.094,9.746
5000113,0.920,0.009,0.007,0.000,0.000,0.086,0.037,-0.084,0.180,-0.115,9.810
5008013,0.920,0.009,0.007,0.000,0.000,0.068,0.019,-0.091,0.153,-0.124,9.869
5015922,0.920,0.009,0.007,0.000,0.000,0.047,0.002,-0.100,0.109,-0.114,9.955
5023822,0.920,0.008,0.007,0.000,0.000,0.026,-0.014,-0.110,0.082,-0.090,10.000
5031731,0.920,0.008,0.006,0.000,0.000,0.005,-0.029,-0.121,0.058,-0.067,10.018
5039636,0.920,0.008,0.006,0.000,0.000,-0.016,-0.045,-0.131,0.071,-0.052,10.035
5047540,0.920,0.007,0.006,0.000,0.000,-0.035,-0.060,-0.139,0.091,-0.054,10.040
5055442,0.920,0.007,0.006,0.000,0.000,-0.053,-0.074,-0.146,0.124,-0.037,10.062
5063349,0.920,0.007,0.005,0.000,0.000,-0.070,-0.087,-0.152,0.165,-0.033,10.059
5071251,0.920,0.007,0.005,0.000,0.000,-0.085,-0.098,-0.157,0.198,-0.028,10.077
5079158,0.920,0.006,0.005,0.000,0.000,-0.098,-0.107,-0.160,0.222,-0.032,10.078
5087061,0.920,0.006,0.005,0.000,0.000,-0.110,-0.112,-0.163,0.217,-0.030,10.104
5094966,0.920,0.006,0.005,0.000,0.000,-0.121,-0.114,-0.166,0.219,-0.035,10.084
5102869,0.920,0.006,0.004,0.000,0.000,-0.129,-0.112,-0.168,0.220,-0.028,10.065
5110773,0.920,0.005,0.004,-0.267,0.000,-0.134,-0.104,-0.171,0.208,-0.026,10.037
5118678,0.920,0.004,0.004,0.000,0.000,-0.136,-0.092,-0.174,0.180,-0.017,9.978
5126584,0.920,0.003,0.004,0.000,0.000,-0.133,-0.076,-0.176,0.156,-0.011,9.895
5134488,0.920,0.003,0.004,0.000,0.000,-0.126,-0.058,-0.178,0.151,0.008,9.830
5142392,0.920,0.002,0.004,0.000,0.000,-0.115,-0.038,-0.178,0.185,0.026,9.748
5150295,0.920,0.001,0.004,0.000,0.000,-0.102,-0.019,-0.176,0.221,0.026,9.704
5158933,0.920,0.001,0.003,0.000,0.000,-0.083,0.001,-0.172,0.245,-0.011,9.651
5166104,0.920,0.000,0.003,0.000,0.000,-0.067,0.017,-0.168,0.272,-0.041,9.655
5174010,0.920,0.000,0.003,0.000,0.000,-0.053,0.028,-0.164,0.296,-0.076,9.642
5181913,0.920,-0.000,0.003,0.000,0.000,-0.038,0.036,-0.162,0.304,-0.090,9.638
5189818,0.920,-0.001,0.003,0.000,0.000,-0.025,0.039,-0.161,0.319,-0.097,9.654
5197722,0.920,-0.001,0.003,0.000,0.000,-0.010,0.037,-0.163,0.322,-0.099,9.620
5205625,0.920,-0.001,0.003,0.000,0.000,0.004,0.033,-0.165,0.315,-0.102,9.627
5213532,0.920,-0.001,0.003,0.000,0.000,0.020,0.029,-0.169,0.311,-0.090,9.607
5221435,0.920,-0.002,0.002,0.000,0.000,0.037,0.026,-0.172,0.312,-0.065,9.611
5229340,0.920,-0.002,0.002,0.000,0.000,0.055,0.024,-0.176,0.286,-0.061,9.630
5237242,0.920,-0.002,0.002,0.000,0.000,0.071,0.021,-0.179,0.259,-0.056,9.648
5245146,0.920,-0.002,0.002,0.000,0.000,0.086,0.018,-0.183,0.218,-0.049,9.695
5253050,0.920,-0.002,0.002,0.000,0.000,0.098,0.016,-0.188,0.172,-0.033,9.755
5260955,0.920,-0.002,0.002,0.000,0.000,0.106,0.014,-0.193,0.126,-0.015,9.817
5268862,0.920,-0.003,0.002,0.000,0.000,0.113,0.012,-0.199,0.106,0.001,9.831
5276766,0.920,-0.003,0.002,0.000,0.000,0.119,0.009,-0.205,0.089,0.020,9.819
5284670,0.920,-0.003,0.002,0.000,0.000,0.125,0.008,-0.210,0.082,0.032,9.779
5292574,0.920,-0.003,0.002,0.000,0.000,0.132,0.012,-0.215,0.094,0.034,9.764
5300479,0.920,-0.003,0.002,0.000,0.000,0.137,0.016,-0.219,0.101,0.031,9.759
5308382,0.920,-0.003,0.002,0.000,0.000,0.137,0.017,-0.222,0.112,0.030,9.775
5316286,0.920,-0.003,0.001,0.000,0.000,0.134,0.016,-0.223,0.131,0.045,9.767
5324187,0.920,-0.003,0.001,0.000,0.000,0.129,0.017,-0.222,0.159,0.072,9.811
