t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
97356416,0.912,0.000,0.039,0.000,0.000,-0.056,-0.001,-0.202,-0.073,0.279,9.837
97364284,0.911,0.000,0.038,0.000,0.000,-0.055,-0.002,-0.202,-0.063,0.282,9.807
97372155,0.911,0.000,0.037,0.000,0.000,-0.054,-0.003,-0.203,-0.047,0.279,9.823
97380028,0.914,0.000,0.036,0.000,0.000,-0.053,-0.003,-0.203,-0.062,0.282,9.833
97395769,0.915,0.000,0.034,0.000,0.000,-0.052,-0.006,-0.204,-0.066,0.283,9.819
97403644,0.913,0.000,0.033,0.000,0.000,-0.051,-0.006,-0.205,-0.070,0.283,9.837
97411511,0.915,0.000,0.032,0.000,0.000,-0.051,-0.008,-0.206,-0.068,0.278,9.817
97427254,0.918,0.000,0.030,0.000,0.000,-0.049,-0.009,-0.208,-0.060,0.266,9.808
97435127,0.918,0.000,0.029,0.000,0.000,-0.049,-0.010,-0.208,-0.057,0.266,9.841
97442996,0.919,0.000,0.028,0.000,0.000,-0.049,-0.009,-0.209,-0.056,0.274,9.827
97450869,0.919,0.000,0.027,0.000,0.000,-0.049,-0.010,-0.209,-0.065,0.262,9.814
97466614,0.920,0.000,0.026,0.000,0.000,-0.047,-0.012,-0.210,-0.061,0.268,9.827
97474483,0.920,0.000,0.025,0.000,0.000,-0.047,-0.012,-0.210,-0.068,0.266,9.834
97482355,0.920,0.000,0.024,0.000,0.000,-0.047,-0.012,-0.210,-0.064,0.261,9.837
97490226,0.920,0.000,0.023,0.000,0.000,-0.045,-0.012,-0.211,-0.063,0.256,9.830
97505968,0.920,0.000,0.022,0.000,0.000,-0.045,-0.013,-0.212,-0.066,0.270,9.832
97513839,0.920,0.000,0.021,0.000,0.000,-0.045,-0.014,-0.213,-0.067,0.273,9.839
97521707,0.920,0.000,0.020,0.000,0.000,-0.045,-0.013,-0.213,-0.067,0.275,9.862
97537453,0.920,0.000,0.019,0.000,0.000,-0.044,-0.013,-0.214,-0.084,0.275,9.836
97545325,0.920,0.000,0.019,0.000,0.267,-0.044,-0.012,-0.215,-0.077,0.276,9.846
97553194,0.920,0.000,0.019,0.000,0.000,-0.044,-0.012,-0.215,-0.077,0.270,9.846
97561063,0.920,0.000,0.019,0.000,0.000,-0.044,-0.011,-0.215,-0.077,0.270,9.847
97576808,0.920,0.000,0.018,0.000,0.000,-0.044,-0.010,-0.216,-0.062,0.273,9.847
97584680,0.920,0.000,0.018,0.000,0.000,-0.044,-0.010,-0.216,-0.065,0.278,9.834
97592551,0.920,0.000,0.018,0.000,0.000,-0.044,-0.009,-0.216,-0.070,0.276,9.855
97600421,0.920,0.000,0.018,0.000,0.000,-0.044,-0.009,-0.217,-0.071,0.280,9.836
97616162,0.920,0.000,0.017,0.000,0.000,-0.044,-0.008,-0.218,-0.070,0.281,9.862
97624033,0.920,0.000,0.017,0.000,0.000,-0.044,-0.008,-0.219,-0.061,0.280,9.852
97631906,0.917,0.000,0.017,0.000,0.000,-0.044,-0.008,-0.219,-0.050,0.270,9.833
97647648,0.916,0.000,0.016,0.000,0.000,-0.044,-0.008,-0.220,-0.067,0.273,9.838
97655519,0.918,0.000,0.016,0.000,0.000,-0.045,-0.007,-0.221,-0.066,0.277,9.848
97663390,0.918,0.000,0.015,0.000,0.000,-0.045,-0.007,-0.221,-0.068,0.280,9.848
97671262,0.919,0.000,0.015,0.000,0.000,-0.044,-0.006,-0.221,-0.063,0.271,9.841
97687004,0.919,0.000,0.014,0.000,0.000,-0.044,-0.007,-0.222,-0.066,0.275,9.821
97694875,0.920,0.000,0.014,0.000,0.000,-0.044,-0.006,-0.222,-0.073,0.270,9.844
97702745,0.920,0.000,0.013,0.000,0.000,-0.044,-0.006,-0.222,-0.066,0.270,9.848
97710616,0.920,0.000,0.013,0.000,0.000,-0.045,-0.006,-0.222,-0.077,0.275,9.846
97726360,0.920,-0.001,0.012,0.000,0.000,-0.044,-0.006,-0.223,-0.076,0.278,9.811
97734229,0.920,-0.002,0.012,0.000,0.000,-0.044,-0.006,-0.223,-0.074,0.279,9.834
97742100,0.920,-0.002,0.012,0.000,0.000,-0.042,-0.007,-0.224,-0.073,0.276,9.805
97757844,0.920,-0.003,0.011,0.000,0.000,-0.040,-0.006,-0.225,-0.076,0.277,9.815
97765716,0.920,-0.003,0.011,0.000,0.000,-0.040,-0.006,-0.226,-0.085,0.281,9.823
97773587,0.920,-0.004,0.010,0.000,0.000,-0.039,-0.007,-0.227,-0.075,0.272,9.821
97781458,0.920,-0.004,0.010,0.000,0.000,-0.039,-0.007,-0.227,-0.075,0.273,9.836
97797200,0.920,-0.004,0.009,0.000,0.000,-0.038,-0.008,-0.228,-0.068,0.266,9.816
97805073,0.920,-0.005,0.009,0.000,0.000,-0.038,-0.008,-0.228,-0.074,0.270,9.829
97812942,0.920,-0.005,0.009,0.000,0.000,-0.037,-0.008,-0.229,-0.082,0.268,9.821
97820816,0.920,-0.005,0.009,0.000,0.000,-0.036,-0.009,-0.229,-0.092,0.269,9.822
97836558,0.920,-0.005,0.008,0.000,0.000,-0.035,-0.010,-0.229,-0.100,0.266,9.833
97844428,0.920,-0.005,0.008,0.000,0.000,-0.034,-0.010,-0.230,-0.094,0.263,9.816
97852296,0.920,-0.005,0.008,0.000,0.000,-0.033,-0.010,-0.230,-0.091,0.260,9.830
97860171,0.920,-0.005,0.007,0.000,0.000,-0.032,-0.010,-0.230,-0.082,0.263,9.845
97875911,0.920,-0.005,0.007,0.000,0.000,-0.030,-0.010,-0.232,-0.093,0.268,9.836
97883785,0.920,-0.005,0.007,0.000,0.000,-0.029,-0.011,-0.233,-0.084,0.264,9.812
97891662,0.920,-0.006,0.006,-0.267,0.000,-0.028,-0.012,-0.233,-0.077,0.266,9.819
97907398,0.917,-0.007,0.006,0.000,0.000,-0.027,-0.012,-0.234,-0.076,0.266,9.858
97915268,0.918,-0.007,0.006,0.000,0.000,-0.027,-0.013,-0.235,-0.076,0.265,9.833
97923140,0.919,-0.007,0.005,0.000,0.000,-0.026,-0.014,-0.235,-0.074,0.270,9.816
97931009,0.919,-0.008,0.005,0.000,0.000,-0.026,-0.014,-0.235,-0.062,0.273,9.843
97946754,0.919,-0.008,0.005,0.000,0.000,-0.026,-0.015,-0.236,-0.061,0.266,9.871
97954625,0.920,-0.008,0.005,0.000,0.000,-0.026,-0.015,-0.236,-0.058,0.264,9.858
97962496,0.920,-0.009,0.005,0.000,0.000,-0.026,-0.015,-0.237,-0.066,0.263,9.865
97970367,0.920,-0.009,0.004,0.000,0.000,-0.027,-0.015,-0.237,-0.066,0.261,9.875
97986107,0.920,-0.009,0.004,0.000,0.000,-0.026,-0.015,-0.238,-0.076,0.267,9.862
97993979,0.920,-0.009,0.004,0.000,0.000,-0.026,-0.015,-0.238,-0.077,0.269,9.845
98001851,0.920,-0.009,0.004,0.000,0.000,-0.026,-0.014,-0.239,-0.088,0.272,9.871
98017593,0.920,-0.009,0.003,0.000,0.000,-0.026,-0.013,-0.239,-0.096,0.271,9.868
98025462,0.920,-0.009,0.003,0.000,0.000,-0.026,-0.013,-0.239,-0.093,0.261,9.857
98033332,0.920,-0.009,0.003,0.000,0.000,-0.026,-0.012,-0.240,-0.095,0.259,9.853
98041206,0.920,-0.008,0.003,0.000,0.000,-0.025,-0.011,-0.240,-0.096,0.264,9.839
98056947,0.920,-0.010,0.003,-0.267,0.000,-0.026,-0.011,-0.241,-0.073,0.257,9.835
98064820,0.920,-0.012,0.003,-0.267,0.000,-0.026,-0.010,-0.241,-0.061,0.257,9.846
98072690,0.920,-0.014,0.003,-0.267,0.000,-0.027,-0.010,-0.241,-0.049,0.258,9.847
98080559,0.920,-0.016,0.003,0.000,0.000,-0.027,-0.010,-0.241,-0.064,0.260,9.856
98096301,0.920,-0.019,0.002,0.000,0.000,-0.027,-0.010,-0.243,-0.072,0.261,9.843
98104172,0.920,-0.020,0.002,0.000,0.000,-0.027,-0.010,-0.244,-0.091,0.266,9.849
98112044,0.920,-0.021,0.002,0.000,0.000,-0.027,-0.009,-0.244,-0.101,0.269,9.855
98127788,0.917,-0.023,0.002,0.000,0.000,-0.026,-0.008,-0.245,-0.097,0.269,9.844
98135656,0.918,-0.024,0.002,0.000,0.000,-0.026,-0.008,-0.246,-0.087,0.268,9.850
98143527,0.916,-0.024,0.002,0.000,0.000,-0.025,-0.008,-0.246,-0.085,0.260,9.839
98151399,0.914,-0.025,0.002,0.000,0.000,-0.024,-0.008,-0.246,-0.089,0.257,9.849
98167138,0.914,-0.025,0.002,0.000,0.000,-0.024,-0.007,-0.246,-0.079,0.250,9.851
98175012,0.913,-0.026,0.002,0.000,0.000,-0.024,-0.007,-0.246,-0.072,0.247,9.842
98182882,0.912,-0.026,0.001,0.000,0.000,-0.023,-0.006,-0.246,-0.083,0.243,9.832
98190753,0.914,-0.026,0.001,0.000,0.000,-0.022,-0.005,-0.246,-0.077,0.252,9.849
98206496,0.917,-0.025,0.001,0.000,0.000,-0.021,-0.005,-0.246,-0.075,0.254,9.813
98214365,0.918,-0.025,0.001,0.000,0.000,-0.021,-0.005,-0.247,-0.074,0.261,9.832
98222234,0.919,-0.025,0.001,0.000,0.000,-0.021,-0.006,-0.247,-0.076,0.262,9.829
98230107,0.916,-0.025,0.001,0.000,0.000,-0.020,-0.006,-0.247,-0.071,0.256,9.806
98245849,0.913,-0.024,0.001,0.000,0.000,-0.018,-0.007,-0.248,-0.060,0.253,9.832
98253719,0.912,-0.024,0.001,0.000,0.000,-0.017,-0.007,-0.249,-0.059,0.257,9.835
98261591,0.914,-0.023,0.001,0.000,0.000,-0.017,-0.007,-0.249,-0.070,0.251,9.842
98277334,0.912,-0.023,0.001,0.000,0.000,-0.014,-0.007,-0.249,-0.062,0.257,9.832
98285204,0.912,-0.022,0.001,0.000,0.000,-0.014,-0.008,-0.249,-0.054,0.260,9.837
98293075,0.911,-0.022,0.001,0.000,0.000,-0.013,-0.007,-0.250,-0.055,0.254,9.854
98300948,0.911,-0.021,0.001,0.000,0.000,-0.013,-0.008,-0.250,-0.079,0.260,9.846
98316689,0.913,-0.020,0.001,0.000,0.000,-0.013,-0.009,-0.251,-0.091,0.244,9.833
98324561,0.915,-0.020,0.001,0.000,0.000,-0.012,-0.008,-0.251,-0.091,0.251,9.853
98332429,0.917,-0.019,0.001,0.000,0.000,-0.011,-0.009,-0.252,-0.078,0.257,9.830
98340302,0.915,-0.019,0.001,0.000,0.000,-0.011,-0.010,-0.253,-0.075,0.264,9.842
98356043,0.917,-0.018,0.001,0.000,0.000,-0.009,-0.009,-0.254,-0.070,0.267,9.863
98363914,0.918,-0.017,0.001,0.000,0.000,-0.009,-0.010,-0.254,-0.065,0.268,9.852
98371787,0.916,-0.017,0.001,0.000,0.000,-0.010,-0.010,-0.255,-0.069,0.267,9.849
98387524,0.916,-0.016,0.000,0.000,0.000,-0.008,-0.010,-0.256,-0.058,0.265,9.848
98395395,0.917,-0.015,0.000,0.000,0.000,-0.008,-0.010,-0.256,-0.065,0.270,9.867
98403269,0.915,-0.015,0.000,0.000,0.000,-0.008,-0.009,-0.257,-0.069,0.276,9.863
98411137,0.913,-0.015,0.000,0.000,0.000,-0.007,-0.009,-0.257,-0.074,0.273,9.846
98426880,0.912,-0.014,0.000,0.000,0.000,-0.007,-0.008,-0.257,-0.081,0.261,9.865
98434752,0.914,-0.013,0.000,0.000,0.000,-0.006,-0.007,-0.257,-0.074,0.254,9.850
98442620,0.916,-0.013,0.000,0.000,0.000,-0.006,-0.008,-0.258,-0.071,0.253,9.841
98450494,0.917,-0.012,-0.000,0.000,-0.266,-0.006,-0.007,-0.258,-0.072,0.256,9.862
98466235,0.919,-0.012,-0.003,0.000,0.000,-0.007,-0.006,-0.258,-0.064,0.268,9.868
98474106,0.916,-0.011,-0.004,0.000,0.000,-0.006,-0.006,-0.259,-0.067,0.269,9.857
98481976,0.914,-0.011,-0.005,0.000,0.000,-0.006,-0.004,-0.259,-0.074,0.267,9.890
98497718,0.912,-0.010,-0.006,0.000,0.000,-0.006,-0.003,-0.259,-0.076,0.262,9.878
98505589,0.911,-0.010,-0.007,0.000,0.000,-0.006,-0.002,-0.260,-0.080,0.261,9.883
98513461,0.914,-0.009,-0.007,0.000,0.000,-0.007,-0.002,-0.260,-0.090,0.267,9.878
98521326,0.913,-0.009,-0.008,0.000,0.000,-0.006,-0.002,-0.260,-0.091,0.270,9.870
98537071,0.916,-0.009,-0.009,0.000,0.000,-0.007,-0.002,-0.262,-0.102,0.281,9.877
98544943,0.918,-0.008,-0.009,0.000,0.000,-0.007,-0.001,-0.262,-0.104,0.274,9.868
98552813,0.918,-0.008,-0.009,0.000,0.000,-0.008,-0.002,-0.262,-0.090,0.272,9.868
98560685,0.916,-0.008,-0.009,0.000,0.000,-0.008,-0.001,-0.263,-0.082,0.267,9.871
98576425,0.916,-0.007,-0.010,0.000,0.000,-0.008,0.000,-0.262,-0.077,0.266,9.848
98584296,0.914,-0.007,-0.010,0.000,0.000,-0.008,0.000,-0.263,-0.085,0.270,9.858
98592167,0.913,-0.007,-0.010,0.000,0.000,-0.009,0.001,-0.263,-0.084,0.267,9.872
98600042,0.912,-0.006,-0.010,0.000,0.000,-0.008,0.002,-0.262,-0.074,0.259,9.852
98615781,0.913,-0.006,-0.010,0.000,0.000,-0.008,0.001,-0.263,-0.070,0.261,9.855
98623649,0.912,-0.006,-0.010,0.000,0.000,-0.007,0.001,-0.263,-0.067,0.263,9.850
98631521,0.915,-0.005,-0.010,0.000,0.000,-0.007,0.001,-0.263,-0.055,0.265,9.856
98647260,0.914,-0.005,-0.010,0.000,0.000,-0.006,0.002,-0.264,-0.070,0.269,9.842
98655133,0.913,-0.005,-0.009,0.000,0.000,-0.007,0.002,-0.265,-0.074,0.265,9.862
98663003,0.912,-0.005,-0.009,0.000,0.000,-0.007,0.003,-0.265,-0.076,0.265,9.843
98670876,0.914,-0.005,-0.009,0.000,0.000,-0.007,0.003,-0.265,-0.071,0.255,9.857
98686613,0.914,-0.004,-0.009,0.000,0.000,-0.006,0.002,-0.266,-0.072,0.259,9.842
98694488,0.913,-0.004,-0.009,0.000,0.000,-0.005,0.002,-0.266,-0.072,0.260,9.838
98702359,0.912,-0.004,-0.009,0.000,0.000,-0.005,0.002,-0.266,-0.072,0.261,9.846
98710229,0.911,-0.004,-0.008,0.000,0.000,-0.003,0.001,-0.266,-0.075,0.265,9.823
98725971,0.911,-0.003,-0.008,0.000,0.000,-0.002,0.000,-0.267,-0.084,0.265,9.842
98733842,0.911,-0.003,-0.008,0.000,0.000,-0.002,0.001,-0.267,-0.076,0.272,9.858
98741710,0.910,-0.003,-0.008,0.000,-0.264,-0.001,0.000,-0.268,-0.078,0.277,9.849
98757456,0.910,-0.003,-0.009,0.000,0.000,0.001,0.000,-0.268,-0.096,0.275,9.840
98765323,0.910,-0.003,-0.009,0.000,0.000,0.002,-0.000,-0.269,-0.092,0.274,9.838
98773195,0.910,-0.003,-0.010,0.000,0.000,0.002,-0.000,-0.269,-0.094,0.270,9.848
98781064,0.910,-0.003,-0.010,0.000,0.000,0.002,0.000,-0.269,-0.087,0.271,9.856
98796807,0.910,-0.002,-0.010,0.000,0.000,0.003,0.001,-0.270,-0.084,0.264,9.862
98804677,0.910,-0.002,-0.010,0.000,0.000,0.004,0.000,-0.270,-0.090,0.266,9.835
98812550,0.910,-0.002,-0.010,0.000,0.000,0.005,0.001,-0.270,-0.073,0.272,9.843
98820419,0.910,-0.002,-0.010,0.000,0.000,0.005,0.001,-0.271,-0.077,0.272,9.856
98836162,0.910,-0.002,-0.010,0.000,0.000,0.006,0.001,-0.271,-0.089,0.261,9.829
98844031,0.910,-0.002,-0.011,0.000,-0.264,0.007,0.000,-0.271,-0.085,0.259,9.818
98851902,0.910,-0.002,-0.011,0.000,0.000,0.007,0.001,-0.271,-0.076,0.264,9.868
98867643,0.910,-0.002,-0.012,0.000,0.000,0.008,0.003,-0.272,-0.058,0.269,9.858
98875516,0.910,-0.002,-0.012,0.000,0.000,0.008,0.003,-0.272,-0.054,0.266,9.856
98883384,0.910,-0.002,-0.014,0.000,-0.396,0.008,0.003,-0.273,-0.058,0.263,9.846
98891254,0.910,-0.001,-0.015,0.000,0.000,0.008,0.003,-0.273,-0.055,0.258,9.863
98906998,0.910,-0.001,-0.016,0.000,0.000,0.008,0.005,-0.273,-0.049,0.265,9.873
98914867,0.910,-0.001,-0.017,0.000,0.000,0.007,0.005,-0.273,-0.055,0.267,9.865
98922739,0.910,-0.001,-0.018,0.000,0.000,0.007,0.005,-0.272,-0.042,0.258,9.858
98930609,0.910,-0.001,-0.018,0.000,0.000,0.006,0.006,-0.273,-0.054,0.251,9.878
98946350,0.910,-0.001,-0.019,0.000,0.000,0.006,0.007,-0.273,-0.067,0.259,9.874
98954221,0.910,-0.001,-0.019,0.000,0.000,0.005,0.008,-0.273,-0.065,0.255,9.875
98962092,0.910,-0.001,-0.019,0.000,0.000,0.005,0.009,-0.273,-0.064,0.248,9.874
98977835,0.910,-0.001,-0.019,0.000,0.000,0.005,0.009,-0.273,-0.063,0.256,9.843
98985705,0.910,-0.001,-0.020,0.000,-0.264,0.004,0.009,-0.273,-0.069,0.265,9.862
98993576,0.910,-0.001,-0.020,0.000,0.000,0.003,0.009,-0.274,-0.071,0.267,9.867
99001444,0.910,-0.001,-0.022,0.000,-0.264,0.003,0.010,-0.274,-0.059,0.267,9.881
99017188,0.910,-0.001,-0.023,0.000,0.000,0.003,0.012,-0.274,-0.073,0.266,9.861
99025057,0.910,-0.001,-0.024,0.000,0.000,0.003,0.013,-0.274,-0.072,0.264,9.885
99032930,0.910,-0.001,-0.024,0.000,0.000,0.003,0.013,-0.275,-0.086,0.258,9.858
99040800,0.910,-0.001,-0.025,0.000,0.000,0.003,0.014,-0.275,-0.074,0.256,9.881
99056540,0.910,-0.001,-0.025,0.000,0.000,0.002,0.016,-0.275,-0.063,0.257,9.884
99064409,0.910,-0.001,-0.025,0.000,0.000,0.001,0.016,-0.275,-0.060,0.265,9.874
99072282,0.910,-0.001,-0.026,0.000,0.000,0.001,0.015,-0.276,-0.064,0.254,9.852
99080154,0.910,-0.001,-0.026,0.000,0.000,0.000,0.014,-0.276,-0.064,0.249,9.872
99095896,0.910,-0.000,-0.027,0.000,0.000,0.001,0.014,-0.276,-0.069,0.255,9.874
99103766,0.910,-0.000,-0.028,0.000,-0.264,0.002,0.014,-0.276,-0.070,0.251,9.860
99111636,0.910,-0.000,-0.028,0.000,0.000,0.002,0.014,-0.276,-0.059,0.246,9.879
99127379,0.910,-0.000,-0.030,0.000,0.000,0.001,0.015,-0.276,-0.078,0.259,9.896
99135249,0.910,-0.000,-0.030,0.000,0.000,0.001,0.015,-0.276,-0.077,0.261,9.866
99143119,0.910,-0.000,-0.030,0.000,0.000,0.002,0.015,-0.276,-0.068,0.253,9.865
99150990,0.910,-0.000,-0.031,0.000,0.000,0.002,0.015,-0.276,-0.069,0.248,9.858
99166731,0.910,-0.000,-0.031,0.000,0.000,0.003,0.015,-0.276,-0.063,0.263,9.892
99174603,0.910,-0.000,-0.031,0.000,0.000,0.004,0.014,-0.276,-0.057,0.265,9.857
99182473,0.910,-0.000,-0.031,0.000,-0.264,0.003,0.013,-0.276,-0.065,0.264,9.869
99190344,0.910,-0.000,-0.032,0.000,0.000,0.004,0.013,-0.277,-0.070,0.260,9.860
99206083,0.910,-0.000,-0.034,0.000,-0.264,0.006,0.013,-0.278,-0.061,0.264,9.866
99213955,0.910,-0.000,-0.035,0.000,0.000,0.007,0.013,-0.278,-0.056,0.255,9.854
99221827,0.910,-0.000,-0.036,0.000,0.000,0.007,0.013,-0.279,-0.055,0.257,9.864
99237570,0.910,-0.000,-0.038,0.000,0.000,0.007,0.012,-0.279,-0.056,0.260,9.860
99245439,0.910,-0.000,-0.038,0.000,0.000,0.008,0.012,-0.279,-0.059,0.255,9.861
99253310,0.910,-0.000,-0.038,0.000,0.000,0.009,0.012,-0.279,-0.051,0.257,9.863
99261182,0.910,-0.000,-0.039,0.000,0.000,0.009,0.013,-0.279,-0.048,0.263,9.872
99276924,0.910,-0.000,-0.039,0.000,0.000,0.010,0.013,-0.279,-0.039,0.258,9.852
99284795,0.910,-0.000,-0.039,0.000,0.000,0.009,0.013,-0.280,-0.045,0.266,9.873
99292663,0.910,-0.000,-0.038,0.000,0.000,0.009,0.014,-0.280,-0.057,0.266,9.875
99300533,0.910,-0.000,-0.039,0.000,-0.264,0.009,0.014,-0.280,-0.065,0.267,9.869
99316279,0.910,-0.000,-0.041,0.000,-0.264,0.010,0.015,-0.281,-0.056,0.269,9.863
99324147,0.910,-0.000,-0.043,0.000,-0.264,0.009,0.015,-0.281,-0.053,0.275,9.872
99332018,0.910,-0.000,-0.044,0.000,0.000,0.009,0.016,-0.281,-0.051,0.272,9.865
99347760,0.910,-0.000,-0.047,0.000,0.000,0.008,0.018,-0.281,-0.040,0.271,9.866
99355628,0.910,-0.000,-0.048,0.000,0.000,0.008,0.019,-0.281,-0.042,0.275,9.859
99363499,0.910,-0.000,-0.048,0.000,0.000,0.006,0.020,-0.281,-0.038,0.272,9.887
99371371,0.910,-0.000,-0.049,0.000,0.000,0.006,0.019,-0.281,-0.040,0.274,9.850
99387116,0.910,-0.000,-0.049,0.000,0.000,0.005,0.020,-0.281,-0.066,0.259,9.880
99394985,0.910,-0.000,-0.049,0.000,0.000,0.004,0.021,-0.281,-0.059,0.254,9.883
99402854,0.910,-0.000,-0.049,0.000,0.000,0.003,0.021,-0.281,-0.055,0.260,9.875
99410726,0.910,-0.000,-0.049,0.000,0.000,0.003,0.021,-0.281,-0.066,0.270,9.847
99426467,0.910,-0.000,-0.049,0.000,0.000,0.003,0.021,-0.281,-0.056,0.271,9.864
99434338,0.910,-0.000,-0.050,0.000,-0.396,0.001,0.022,-0.281,-0.057,0.271,9.884
99442208,0.910,-0.000,-0.051,0.000,0.000,-0.000,0.022,-0.281,-0.053,0.272,9.880
99450080,0.910,-0.000,-0.051,0.000,0.000,0.001,0.022,-0.281,-0.063,0.277,9.840
99465822,0.910,-0.000,-0.052,0.000,0.000,-0.000,0.022,-0.281,-0.068,0.279,9.854
99473690,0.910,-0.000,-0.052,0.000,0.000,-0.001,0.022,-0.281,-0.057,0.274,9.859
99481562,0.910,-0.000,-0.052,0.000,0.000,-0.000,0.023,-0.281,-0.048,0.281,9.858
99497304,0.910,-0.000,-0.052,0.000,0.000,-0.001,0.022,-0.280,-0.052,0.292,9.860
99505175,0.910,-0.000,-0.051,0.000,0.000,-0.001,0.023,-0.280,-0.063,0.293,9.878
99513046,0.910,-0.000,-0.051,0.000,0.000,-0.002,0.023,-0.281,-0.058,0.291,9.890
99520916,0.910,-0.000,-0.050,0.000,0.000,-0.001,0.024,-0.281,-0.063,0.294,9.864
99536659,0.910,-0.000,-0.050,0.000,0.000,-0.003,0.024,-0.281,-0.059,0.292,9.873
99544530,0.910,-0.000,-0.050,0.000,0.000,-0.003,0.023,-0.281,-0.058,0.282,9.866
99552401,0.910,-0.000,-0.050,0.000,0.000,-0.004,0.024,-0.281,-0.056,0.270,9.886
99560273,0.910,-0.000,-0.049,0.000,0.000,-0.003,0.024,-0.281,-0.060,0.268,9.843
99576014,0.910,-0.000,-0.048,0.000,0.000,-0.002,0.023,-0.281,-0.059,0.272,9.859
99583886,0.910,-0.000,-0.047,0.000,0.000,-0.002,0.023,-0.280,-0.060,0.275,9.858
99591755,0.910,-0.000,-0.047,0.000,0.000,-0.001,0.024,-0.280,-0.056,0.270,9.861
99607498,0.910,-0.000,-0.045,0.000,0.000,-0.001,0.023,-0.281,-0.053,0.270,9.860
99615369,0.910,-0.000,-0.044,0.000,0.000,-0.000,0.024,-0.280,-0.058,0.266,9.868
99623239,0.910,-0.000,-0.044,0.000,0.000,0.000,0.023,-0.280,-0.058,0.271,9.858
99631112,0.910,-0.000,-0.043,0.000,0.000,-0.001,0.023,-0.280,-0.052,0.269,9.880
99646854,0.910,-0.000,-0.041,0.000,0.000,-0.001,0.023,-0.281,-0.062,0.278,9.875
99654723,0.910,-0.000,-0.041,0.000,-0.264,-0.001,0.023,-0.281,-0.063,0.277,9.866
99662595,0.910,-0.000,-0.040,0.000,0.000,-0.001,0.024,-0.281,-0.062,0.284,9.878
99670465,0.910,-0.000,-0.041,0.000,-0.264,-0.002,0.024,-0.281,-0.063,0.287,9.883
99686205,0.910,-0.000,-0.041,0.000,0.000,-0.000,0.024,-0.282,-0.087,0.300,9.860
99694078,0.910,-0.000,-0.041,0.000,0.000,-0.001,0.024,-0.282,-0.093,0.296,9.883
99701947,0.910,-0.000,-0.040,0.000,0.000,-0.002,0.024,-0.282,-0.099,0.288,9.862
99717690,0.910,-0.000,-0.040,0.000,0.000,-0.001,0.024,-0.282,-0.085,0.278,9.864
99725560,0.910,-0.000,-0.039,0.000,0.000,-0.002,0.024,-0.282,-0.087,0.281,9.885
99733431,0.910,-0.000,-0.039,0.000,0.000,-0.001,0.024,-0.281,-0.092,0.279,9.861
99741303,0.910,-0.000,-0.038,0.000,0.000,-0.001,0.025,-0.281,-0.095,0.278,9.887
99757044,0.910,-0.000,-0.037,0.000,0.000,-0.000,0.026,-0.280,-0.074,0.277,9.859
99764915,0.910,-0.000,-0.037,0.000,0.000,-0.001,0.026,-0.280,-0.081,0.272,9.875
99772786,0.910,-0.000,-0.036,0.000,0.000,-0.002,0.027,-0.280,-0.087,0.277,9.880
99780656,0.910,-0.000,-0.035,0.000,0.000,-0.002,0.027,-0.280,-0.083,0.278,9.861
99796400,0.910,-0.000,-0.034,0.000,0.000,-0.002,0.027,-0.280,-0.084,0.276,9.876
99804270,0.910,-0.000,-0.033,0.000,0.000,-0.002,0.027,-0.280,-0.084,0.269,9.856
99812140,0.910,-0.000,-0.032,0.000,0.000,-0.002,0.027,-0.279,-0.077,0.273,9.871
99820012,0.910,-0.000,-0.031,0.000,0.000,-0.003,0.027,-0.280,-0.083,0.272,9.884
99835754,0.910,-0.000,-0.030,0.000,0.000,-0.003,0.028,-0.280,-0.067,0.262,9.864
99843625,0.910,-0.000,-0.029,0.000,0.000,-0.003,0.027,-0.280,-0.061,0.265,9.863
99851493,0.910,-0.000,-0.028,0.000,0.000,-0.004,0.028,-0.280,-0.072,0.266,9.894
99867236,0.910,-0.000,-0.027,0.000,0.000,-0.006,0.028,-0.280,-0.062,0.281,9.882
99875107,0.910,-0.000,-0.026,0.000,0.000,-0.007,0.029,-0.280,-0.056,0.277,9.874
99882980,0.910,-0.000,-0.025,0.000,0.000,-0.008,0.030,-0.279,-0.052,0.278,9.896
99890848,0.910,-0.000,-0.025,0.000,0.000,-0.008,0.030,-0.279,-0.066,0.274,9.861
99906590,0.910,-0.000,-0.023,0.000,0.000,-0.010,0.030,-0.279,-0.065,0.282,9.863
99914461,0.910,-0.000,-0.023,0.000,0.000,-0.011,0.029,-0.279,-0.060,0.280,9.845
99922334,0.910,-0.000,-0.022,0.000,0.000,-0.011,0.029,-0.279,-0.074,0.288,9.851
99930201,0.910,-0.000,-0.021,0.000,0.000,-0.012,0.028,-0.280,-0.074,0.279,9.850
99945943,0.910,-0.000,-0.020,0.000,0.000,-0.012,0.029,-0.280,-0.063,0.270,9.854
99953812,0.910,-0.000,-0.020,0.000,-0.264,-0.013,0.029,-0.280,-0.060,0.263,9.852
99961683,0.910,-0.000,-0.020,0.000,0.000,-0.013,0.029,-0.279,-0.060,0.272,9.855
99977426,0.910,-0.000,-0.020,0.000,0.000,-0.014,0.028,-0.279,-0.060,0.266,9.845
99985297,0.910,0.001,-0.020,0.264,0.000,-0.017,0.027,-0.279,-0.052,0.272,9.865
