t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, u_vx, u_vy, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
8554517,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8562449,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8570378,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8578308,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8586237,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8594169,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8602099,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8610029,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8617959,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8625891,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8633820,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8641751,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8649680,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8657609,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8665539,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
8673470,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8681401,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8689330,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8697260,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8705190,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8713121,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8721051,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8728983,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8736910,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8744840,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8752771,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8760702,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8768631,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8776561,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8784491,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8792421,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8800351,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8808282,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8816212,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8824143,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8832071,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8840002,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8847931,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8855860,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8863789,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8871723,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8879650,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8887582,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8895510,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8903441,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8911370,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8919301,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8927235,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8935161,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8943092,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8951020,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8958949,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8966882,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8974808,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
8982740,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8990671,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
8998598,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9006529,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9014460,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9022389,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9030320,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9038249,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9046178,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9054110,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9062038,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9069968,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9077896,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9085826,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9107557,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9109683,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9117547,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9125478,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9133405,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9141333,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9149263,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9157193,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9165124,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9173054,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9180982,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9188912,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9196843,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9204774,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9212701,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9220631,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9228563,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9236491,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9244422,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9252351,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9260280,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9268211,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9276140,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9284069,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9291998,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9299929,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9307861,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9315787,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9323718,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9331649,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9339577,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9347508,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9355436,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9363365,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9371293,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9379224,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9387154,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9395082,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9403014,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9410942,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9418872,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9426801,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9434731,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9442660,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9450589,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9458524,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9466452,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9474378,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9482305,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9490235,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9498164,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9506096,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9514025,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9521952,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9529883,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9537815,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9545742,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9553672,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9561602,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9569532,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9577458,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9585388,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9593321,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9601248,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9609178,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9617107,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9625037,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9632965,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9640896,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9648822,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9656756,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9664683,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9672612,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9680538,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9688469,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9696399,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9704330,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9712257,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9720186,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9728117,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9736045,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9743975,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9751907,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9759835,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9767764,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9775695,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9783622,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9791552,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9799484,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9807411,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,135,135,135,135
9815340,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9823270,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9831198,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9839128,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9847057,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135,135,135,135
9854987,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9862916,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9870847,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9878773,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9886702,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9894633,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9902561,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9910491,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9918421,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9926350,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9934279,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9942208,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9950139,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9958068,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,135,135,135,135
9965998,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9973926,0.000,0.000,0.034,0.000,0.000,0.000,0.008,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9981856,0.000,0.000,0.036,0.000,0.000,0.000,0.017,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9989791,0.000,0.000,0.037,0.000,0.000,0.000,0.025,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
9997717,0.000,0.000,0.035,0.000,0.000,0.000,0.033,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10005644,0.000,0.000,0.033,0.000,0.000,0.000,0.041,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10013573,0.000,0.000,0.032,0.000,0.000,0.000,0.050,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10021502,0.000,0.000,0.032,0.000,0.000,0.000,0.058,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10029428,0.000,0.000,0.031,0.000,0.000,0.000,0.066,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10037359,0.000,0.000,0.031,0.000,0.000,0.000,0.074,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10045291,0.000,0.000,0.031,0.000,0.000,0.000,0.083,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10053220,0.000,0.000,0.030,0.000,0.000,0.000,0.091,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10061146,0.000,0.000,0.030,0.000,0.000,0.000,0.099,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10069077,0.000,0.000,0.030,0.000,0.000,0.000,0.107,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10077006,0.000,0.000,0.030,0.000,0.000,0.000,0.115,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10084936,0.000,0.000,0.030,0.000,0.000,0.000,0.123,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10092864,0.000,0.000,0.030,0.000,0.000,0.000,0.131,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10101444,0.000,0.000,0.030,0.000,0.000,0.000,0.140,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10108721,0.000,0.000,0.030,0.000,0.000,0.000,0.147,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10116650,0.000,0.000,0.030,0.000,0.000,0.000,0.155,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10124581,0.000,0.000,0.030,0.000,0.000,0.000,0.163,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10132508,0.000,0.000,0.030,0.000,0.000,0.000,0.171,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10140436,0.000,0.000,0.030,0.000,0.000,0.000,0.179,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10148366,0.000,0.000,0.030,0.000,0.000,0.000,0.186,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10156295,0.000,0.000,0.030,0.000,0.000,0.000,0.194,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10164226,0.000,0.000,0.033,0.000,0.000,0.000,0.202,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10172154,0.000,0.000,0.032,0.000,0.000,0.000,0.209,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10180082,0.000,0.000,0.031,0.000,0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10188013,0.000,0.000,0.031,0.000,0.000,0.000,0.224,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10195940,0.000,0.000,0.031,0.000,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10203870,0.000,0.000,0.031,0.000,0.000,0.000,0.239,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10211799,0.000,0.000,0.030,0.000,0.000,0.000,0.246,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10219729,0.000,0.000,0.030,0.000,0.000,0.000,0.253,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10227656,0.000,0.000,0.030,0.000,0.000,0.000,0.260,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10235586,0.000,0.000,0.030,0.000,0.000,0.000,0.268,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10243515,0.000,0.000,0.030,0.000,0.000,0.000,0.275,0.000,-0.000,0.000,0.000,0.000,135,135,135,135
10251444,0.000,0.000,0.030,0.000,0.000,0.000,0.281,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10259373,0.000,0.000,0.030,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10267304,0.000,0.000,0.030,0.000,0.000,0.000,0.295,0.000,0.001,0.000,0.000,0.000,135,135,135,135
10275232,0.000,0.000,0.030,0.000,0.000,0.000,0.302,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10283161,0.000,0.000,0.033,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10291090,0.000,0.000,0.035,0.000,0.000,0.000,0.315,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10299020,0.000,0.000,0.034,0.000,0.000,0.000,0.321,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10306946,0.000,0.000,0.036,0.000,0.000,0.000,0.327,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10314878,0.000,0.000,0.034,0.000,0.000,0.000,0.334,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10322809,0.000,0.000,0.033,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10330737,0.000,0.000,0.032,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10338666,0.000,0.000,0.031,0.000,0.000,0.000,0.352,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10346595,0.000,0.000,0.031,0.000,0.000,0.000,0.358,0.000,0.001,0.000,0.000,0.000,135,135,135,135
10354524,0.000,0.000,0.031,0.000,0.000,0.000,0.363,0.000,0.001,0.000,0.000,0.000,135,135,135,135
10362453,0.000,0.000,0.033,0.000,0.000,0.000,0.369,0.000,0.000,0.000,0.000,0.000,135,135,135,135
10370381,0.000,0.000,0.032,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,135,135,135,135
