t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
33055462,0.990,-1.028,0.002,-0.861,0.000,0.085,0.071,-0.027,-0.187,-0.405,10.683
33063379,0.990,-1.000,0.002,-0.861,0.000,0.055,0.078,-0.026,-0.197,-0.399,10.712
33071296,0.993,-0.988,0.001,-1.008,0.000,0.022,0.081,-0.025,-0.204,-0.399,10.731
33087130,0.996,-0.939,0.063,-0.722,0.289,-0.051,0.069,-0.022,-0.195,-0.398,10.742
33095047,0.998,-0.918,0.101,-0.868,0.289,-0.090,0.056,-0.020,-0.205,-0.397,10.749
33102966,0.998,-0.903,0.137,-0.869,0.290,-0.128,0.039,-0.019,-0.210,-0.382,10.710
33110882,1.002,-0.880,0.168,-0.726,0.291,-0.165,0.018,-0.017,-0.196,-0.396,10.701
33126717,1.006,-0.881,0.216,-0.875,0.292,-0.237,-0.037,-0.016,-0.244,-0.386,10.603
33134633,1.007,-0.881,0.234,-0.876,0.292,-0.269,-0.069,-0.015,-0.235,-0.388,10.552
33142548,1.011,-0.880,0.261,-0.880,0.440,-0.299,-0.104,-0.017,-0.266,-0.374,10.505
33150466,1.014,-0.880,0.277,-0.882,0.294,-0.323,-0.141,-0.017,-0.257,-0.386,10.430
33166300,1.017,-0.913,0.311,-1.032,0.295,-0.361,-0.217,-0.019,-0.271,-0.388,10.307
33174217,1.021,-0.933,0.328,-1.036,0.444,-0.373,-0.256,-0.020,-0.284,-0.382,10.226
33182134,1.024,-0.953,0.334,-1.039,0.297,-0.379,-0.293,-0.021,-0.298,-0.385,10.158
33190051,1.026,-0.970,0.333,-1.041,0.297,-0.381,-0.329,-0.023,-0.297,-0.380,10.092
33205883,1.033,-0.999,0.344,-1.048,0.300,-0.370,-0.398,-0.027,-0.307,-0.376,9.944
33213803,1.035,-1.010,0.354,-1.051,0.450,-0.358,-0.429,-0.029,-0.311,-0.377,9.902
33221720,1.040,-1.019,0.354,-1.055,0.301,-0.340,-0.457,-0.033,-0.324,-0.378,9.832
33234770,1.043,-1.136,0.377,-2.268,0.605,-0.301,-0.486,-0.038,-0.343,-0.365,9.481
33245468,1.049,-1.081,0.338,-1.217,0.304,-0.247,-0.522,-0.043,-0.348,-0.362,8.789
33253386,1.053,-1.088,0.300,-1.221,0.000,-0.216,-0.532,-0.046,-0.305,-0.402,9.662
33261304,1.055,-1.104,0.282,-1.224,0.306,-0.183,-0.539,-0.049,-0.299,-0.393,9.610
33277136,1.060,-1.122,0.236,-1.230,0.308,-0.107,-0.537,-0.055,-0.285,-0.397,9.548
33285052,1.063,-1.139,0.210,-1.233,0.000,-0.067,-0.530,-0.058,-0.290,-0.389,9.519
33292971,1.065,-1.156,0.177,-1.236,0.000,-0.026,-0.518,-0.061,-0.281,-0.398,9.524
33300886,1.067,-1.157,0.146,-1.083,0.000,0.014,-0.501,-0.064,-0.275,-0.393,9.551
33316717,1.073,-1.163,0.093,-1.090,0.000,0.091,-0.456,-0.067,-0.263,-0.399,9.597
33324636,1.075,-1.169,0.072,-1.248,0.000,0.126,-0.426,-0.068,-0.259,-0.387,9.638
33332553,1.077,-1.250,0.056,-2.030,0.000,0.158,-0.393,-0.070,-0.260,-0.387,9.694
33340470,1.081,-1.247,0.043,-0.784,0.000,0.186,-0.356,-0.071,-0.254,-0.387,9.750
33356304,1.085,-1.146,0.024,-0.787,0.000,0.228,-0.277,-0.072,-0.243,-0.394,9.887
33364220,1.087,-1.071,0.018,-0.630,0.000,0.242,-0.235,-0.071,-0.229,-0.391,9.965
33372137,1.088,-1.023,0.014,-0.946,0.000,0.249,-0.191,-0.070,-0.224,-0.396,10.063
33380053,1.088,-0.978,0.010,-0.789,0.000,0.250,-0.147,-0.068,-0.214,-0.407,10.152
33395888,1.094,-0.888,0.006,-0.793,0.000,0.234,-0.063,-0.065,-0.226,-0.397,10.333
33403803,1.096,-0.846,0.004,-0.636,0.000,0.219,-0.023,-0.063,-0.214,-0.406,10.408
33411721,1.097,-0.807,0.003,-0.636,0.000,0.198,0.015,-0.061,-0.206,-0.402,10.494
33427555,1.099,-0.729,0.002,-0.478,0.000,0.147,0.077,-0.057,-0.183,-0.407,10.546
33435472,1.099,-0.685,0.001,-0.478,0.000,0.117,0.103,-0.054,-0.180,-0.407,10.546
33443388,1.102,-0.645,0.001,-0.480,0.000,0.086,0.124,-0.051,-0.171,-0.415,10.521
33451305,1.105,-0.611,0.029,-0.481,0.320,0.053,0.141,-0.049,-0.184,-0.400,10.504
33467137,1.107,-0.559,0.043,-0.482,0.000,-0.015,0.161,-0.045,-0.194,-0.394,10.376
33475052,1.108,-0.527,0.040,-0.321,0.000,-0.048,0.162,-0.043,-0.204,-0.372,10.263
33482970,1.112,-0.521,0.035,-0.645,0.000,-0.081,0.160,-0.040,-0.190,-0.385,10.197
33490886,1.114,-0.515,0.058,-0.485,0.323,-0.113,0.155,-0.040,-0.224,-0.349,10.106
33506719,1.117,-0.484,0.062,-0.486,0.000,-0.169,0.134,-0.037,-0.203,-0.358,9.884
33514635,1.118,-0.465,0.055,-0.324,0.000,-0.193,0.118,-0.036,-0.215,-0.348,9.812
33522553,1.122,-0.472,0.076,-0.651,0.325,-0.215,0.098,-0.035,-0.215,-0.353,9.727
33530469,1.124,-0.492,0.109,-0.652,0.326,-0.234,0.078,-0.035,-0.224,-0.347,9.709
33546300,1.127,-0.505,0.149,-0.490,0.000,-0.264,0.027,-0.035,-0.242,-0.339,9.609
33554217,1.131,-0.505,0.138,-0.492,0.000,-0.274,-0.003,-0.036,-0.250,-0.337,9.560
33562135,1.134,-0.519,0.149,-0.658,0.329,-0.281,-0.036,-0.038,-0.266,-0.328,9.537
33570051,1.136,-0.524,0.171,-0.494,0.329,-0.282,-0.069,-0.039,-0.257,-0.353,9.489
33585886,1.138,-0.556,0.179,-0.660,0.330,-0.277,-0.144,-0.042,-0.251,-0.349,9.421
33593802,1.141,-0.575,0.169,-0.662,0.000,-0.267,-0.181,-0.044,-0.248,-0.348,9.376
33601719,1.144,-0.592,0.149,-0.664,0.000,-0.255,-0.217,-0.048,-0.243,-0.345,9.376
33617547,1.147,-0.604,0.103,-0.499,0.000,-0.219,-0.288,-0.053,-0.262,-0.363,9.330
33625461,1.151,-0.609,0.113,-0.668,0.334,-0.197,-0.318,-0.056,-0.254,-0.371,9.336
33633379,1.154,-0.616,0.107,-0.669,0.000,-0.173,-0.346,-0.059,-0.254,-0.374,9.338
33641296,1.156,-0.625,0.095,-0.670,0.000,-0.149,-0.369,-0.062,-0.259,-0.369,9.362
33657130,1.163,-0.641,0.066,-0.674,0.000,-0.101,-0.401,-0.066,-0.241,-0.381,9.454
33665044,1.165,-0.648,0.053,-0.676,0.000,-0.077,-0.410,-0.068,-0.236,-0.384,9.453
33672961,1.167,-0.654,0.042,-0.677,0.000,-0.055,-0.413,-0.069,-0.243,-0.385,9.504
33680878,1.168,-0.659,0.033,-0.677,0.000,-0.035,-0.412,-0.071,-0.250,-0.383,9.547
33696709,1.174,-0.667,0.019,-0.681,0.000,-0.001,-0.394,-0.073,-0.219,-0.389,9.606
33704627,1.176,-0.670,0.015,-0.682,0.000,0.014,-0.379,-0.073,-0.212,-0.398,9.631
33712543,1.177,-0.658,0.011,-0.512,0.000,0.025,-0.360,-0.073,-0.211,-0.390,9.685
33720461,1.178,-0.638,0.008,-0.512,0.000,0.035,-0.337,-0.073,-0.203,-0.387,9.733
33736292,1.184,-0.620,0.005,-0.515,0.000,0.049,-0.280,-0.073,-0.221,-0.378,9.818
33744208,1.186,-0.589,0.003,-0.344,0.000,0.054,-0.246,-0.072,-0.209,-0.383,9.841
33752124,1.187,-0.613,0.003,-1.033,0.000,0.056,-0.209,-0.071,-0.209,-0.385,9.891
33760043,1.188,-0.632,0.002,-0.689,0.000,0.056,-0.170,-0.070,-0.202,-0.392,9.919
33775875,1.189,-0.574,0.001,0.000,0.000,0.052,-0.091,-0.067,-0.199,-0.379,9.931
33783792,1.189,-0.494,0.001,0.000,0.000,0.050,-0.051,-0.066,-0.190,-0.378,9.910
33791707,1.193,-0.410,0.001,0.000,0.000,0.046,-0.011,-0.064,-0.192,-0.387,9.914
33807539,1.196,-0.264,0.000,0.000,0.000,0.036,0.061,-0.061,-0.192,-0.371,9.861
33815457,1.197,-0.207,0.000,0.000,0.000,0.031,0.093,-0.060,-0.203,-0.379,9.807
33823373,1.198,-0.161,0.000,0.000,0.000,0.025,0.122,-0.058,-0.189,-0.379,9.795
33831289,1.199,-0.123,0.000,0.000,0.000,0.019,0.148,-0.058,-0.189,-0.376,9.727
33847122,1.199,-0.071,0.000,0.000,0.000,0.004,0.190,-0.055,-0.208,-0.369,9.664
33855039,1.200,-0.053,0.000,0.000,0.000,-0.002,0.205,-0.054,-0.207,-0.372,9.598
33862956,1.200,-0.040,0.000,0.000,0.000,-0.009,0.218,-0.054,-0.211,-0.369,9.554
33870874,1.200,-0.030,0.000,0.000,0.000,-0.015,0.227,-0.053,-0.222,-0.363,9.487
33886705,1.200,-0.016,0.000,0.000,0.000,-0.025,0.237,-0.053,-0.235,-0.360,9.377
33894621,1.200,-0.012,0.000,0.000,0.000,-0.030,0.237,-0.053,-0.227,-0.363,9.341
33902537,1.200,-0.009,0.000,0.000,0.000,-0.032,0.234,-0.053,-0.225,-0.372,9.299
33910454,1.200,-0.007,0.000,0.000,0.000,-0.035,0.227,-0.053,-0.229,-0.370,9.267
33926284,1.200,-0.004,0.000,0.000,0.000,-0.037,0.204,-0.054,-0.238,-0.357,9.240
33934204,1.200,-0.003,0.000,0.000,0.000,-0.038,0.188,-0.054,-0.230,-0.365,9.244
33942118,1.200,-0.002,0.000,0.000,0.000,-0.039,0.169,-0.055,-0.224,-0.376,9.255
33950032,1.200,-0.001,0.000,0.000,0.000,-0.039,0.147,-0.056,-0.233,-0.366,9.273
33965869,1.200,-0.001,0.000,0.000,0.000,-0.039,0.095,-0.059,-0.239,-0.367,9.334
33973782,1.200,-0.001,0.000,0.000,0.000,-0.040,0.067,-0.061,-0.239,-0.373,9.375
33981698,1.200,-0.000,0.031,0.000,0.348,-0.041,0.037,-0.061,-0.233,-0.379,9.396
33997533,1.200,-0.000,0.046,0.000,0.000,-0.043,-0.024,-0.064,-0.252,-0.364,9.459
34005448,1.200,-0.000,0.043,0.000,0.000,-0.045,-0.054,-0.066,-0.254,-0.367,9.487
34013365,1.200,-0.000,0.038,0.000,0.000,-0.046,-0.083,-0.067,-0.254,-0.366,9.500
34021283,1.200,-0.000,0.032,0.000,0.000,-0.047,-0.108,-0.068,-0.224,-0.377,9.541
34037115,1.200,-0.000,0.021,0.000,0.000,-0.050,-0.150,-0.069,-0.238,-0.372,9.617
34045030,1.200,-0.000,0.016,0.000,0.000,-0.051,-0.165,-0.070,-0.219,-0.380,9.620
34052945,1.200,-0.000,0.013,0.000,0.000,-0.051,-0.174,-0.070,-0.216,-0.390,9.663
34060860,1.200,-0.000,0.010,0.000,0.000,-0.053,-0.180,-0.069,-0.211,-0.385,9.694
34076696,1.200,-0.000,0.006,0.000,0.000,-0.057,-0.180,-0.069,-0.216,-0.397,9.763
34084612,1.200,-0.000,0.004,0.000,0.000,-0.059,-0.175,-0.070,-0.236,-0.379,9.791
34092528,1.200,-0.000,0.003,0.000,0.000,-0.062,-0.167,-0.069,-0.216,-0.388,9.826
34100443,1.200,-0.000,0.002,0.000,0.000,-0.064,-0.155,-0.069,-0.212,-0.390,9.847
34116277,1.200,-0.000,0.001,0.000,0.000,-0.071,-0.123,-0.066,-0.196,-0.403,9.893
34124192,1.200,-0.000,0.001,0.000,0.000,-0.075,-0.104,-0.066,-0.200,-0.380,9.911
34132107,1.200,-0.000,0.001,0.000,0.000,-0.079,-0.083,-0.065,-0.185,-0.389,9.914
34140024,1.200,-0.000,0.001,0.000,0.000,-0.083,-0.061,-0.064,-0.191,-0.377,9.909
34155854,1.200,-0.000,0.000,0.000,0.000,-0.091,-0.012,-0.062,-0.196,-0.379,9.905
34163771,1.200,-0.000,0.000,0.000,0.000,-0.095,0.013,-0.061,-0.189,-0.384,9.869
34171686,1.200,0.047,0.000,0.522,0.000,-0.098,0.037,-0.060,-0.199,-0.378,9.823
34187522,1.197,0.069,0.000,0.000,0.000,-0.102,0.082,-0.059,-0.194,-0.371,9.716
34195437,1.195,0.064,0.000,0.000,0.000,-0.102,0.102,-0.059,-0.194,-0.372,9.656
34203352,1.193,0.103,0.000,0.519,0.000,-0.102,0.121,-0.058,-0.179,-0.378,9.619
34211263,1.192,0.159,0.000,0.519,0.000,-0.099,0.136,-0.056,-0.174,-0.375,9.549
34227099,1.191,0.282,0.000,0.345,0.000,-0.090,0.161,-0.057,-0.195,-0.353,9.443
34235017,1.191,0.311,0.000,0.345,0.000,-0.079,0.172,-0.057,-0.192,-0.360,9.369
34242934,1.188,0.328,0.000,0.344,0.000,-0.071,0.179,-0.057,-0.195,-0.356,9.358
34250850,1.185,0.353,0.000,0.516,0.000,-0.061,0.186,-0.058,-0.206,-0.345,9.312
34266683,1.183,0.421,0.000,0.686,0.000,-0.036,0.194,-0.061,-0.192,-0.351,9.230
34274600,1.182,0.434,0.000,0.343,0.000,-0.022,0.196,-0.061,-0.192,-0.350,9.200
34282516,1.181,0.447,0.000,0.514,0.000,-0.006,0.199,-0.063,-0.202,-0.348,9.180
34290429,1.181,0.460,0.000,0.514,0.000,0.009,0.200,-0.064,-0.211,-0.353,9.162
34306263,1.175,0.517,0.000,0.682,0.000,0.042,0.199,-0.064,-0.211,-0.365,9.133
34314181,1.174,0.516,0.000,0.340,0.000,0.059,0.197,-0.066,-0.220,-0.353,9.125
34322097,1.170,0.515,0.000,0.509,0.000,0.076,0.193,-0.068,-0.236,-0.346,9.129
34330013,1.167,0.513,0.000,0.508,0.000,0.091,0.190,-0.069,-0.225,-0.350,9.183
34345853,1.163,0.526,0.000,0.675,0.000,0.118,0.179,-0.072,-0.207,-0.357,9.291
34353759,1.159,0.531,0.000,0.504,0.000,0.129,0.171,-0.072,-0.186,-0.383,9.343
34361675,1.157,0.531,0.000,0.503,0.000,0.138,0.164,-0.073,-0.201,-0.376,9.437
34377512,1.153,0.561,0.000,0.669,0.000,0.151,0.148,-0.074,-0.173,-0.409,9.592
34385430,1.149,0.564,0.000,0.500,0.000,0.154,0.141,-0.075,-0.177,-0.408,9.669
34393345,1.146,0.574,0.000,0.665,0.000,0.154,0.133,-0.075,-0.178,-0.406,9.747
34401261,1.145,0.573,0.000,0.498,0.000,0.152,0.126,-0.076,-0.171,-0.404,9.823
34417092,1.139,0.591,0.000,0.661,0.000,0.138,0.117,-0.076,-0.173,-0.411,9.983
34425009,1.136,0.602,0.000,0.659,0.000,0.127,0.115,-0.075,-0.150,-0.424,10.038
34432925,1.135,0.613,0.000,0.658,0.000,0.114,0.116,-0.074,-0.141,-0.417,10.103
34440843,1.133,0.622,0.000,0.657,0.000,0.095,0.120,-0.073,-0.140,-0.412,10.186
34456675,1.126,0.641,0.000,0.490,0.000,0.052,0.132,-0.069,-0.132,-0.406,10.260
34464590,1.125,0.641,0.000,0.652,0.000,0.026,0.140,-0.067,-0.142,-0.401,10.290
34472504,1.123,0.642,0.000,0.651,0.000,-0.003,0.150,-0.065,-0.138,-0.407,10.329
34480422,1.122,0.643,0.000,0.651,0.000,-0.031,0.160,-0.063,-0.157,-0.395,10.308
34496253,1.116,0.630,0.000,0.485,0.000,-0.089,0.178,-0.060,-0.143,-0.391,10.273
34504169,1.114,0.625,0.000,0.646,0.000,-0.117,0.187,-0.057,-0.134,-0.393,10.254
34512084,1.113,0.624,0.000,0.646,0.000,-0.143,0.194,-0.055,-0.141,-0.393,10.181
34520002,1.112,0.640,0.000,0.806,0.000,-0.168,0.199,-0.053,-0.160,-0.384,10.146
34535831,1.111,0.626,0.029,0.805,0.322,-0.209,0.204,-0.049,-0.151,-0.371,10.027
34543749,1.108,0.645,0.041,0.803,0.000,-0.225,0.205,-0.049,-0.171,-0.352,9.957
34551663,1.105,0.654,0.043,0.641,0.000,-0.238,0.205,-0.048,-0.175,-0.362,9.912
34567495,1.103,0.677,0.075,0.640,0.000,-0.253,0.196,-0.047,-0.177,-0.361,9.774
34575410,1.099,0.677,0.100,0.637,0.319,-0.254,0.189,-0.048,-0.189,-0.355,9.708
34583329,1.096,0.687,0.132,0.795,0.318,-0.251,0.180,-0.049,-0.186,-0.359,9.649
34591244,1.094,0.701,0.136,0.793,0.000,-0.243,0.170,-0.050,-0.195,-0.358,9.591
34607077,1.092,0.817,0.109,0.633,0.000,-0.214,0.147,-0.052,-0.188,-0.364,9.499
34614992,1.091,0.800,0.091,0.475,0.000,-0.193,0.135,-0.054,-0.200,-0.359,9.445
34622909,1.088,0.791,0.103,0.789,0.316,-0.169,0.121,-0.056,-0.211,-0.358,9.409
34630825,1.086,0.786,0.099,0.787,0.000,-0.141,0.110,-0.058,-0.214,-0.376,9.408
34646654,1.083,0.777,0.075,0.942,0.000,-0.078,0.090,-0.063,-0.199,-0.386,9.428
34654572,1.079,0.781,0.062,0.782,0.000,-0.043,0.084,-0.065,-0.201,-0.399,9.433
34662486,1.076,0.769,0.050,0.624,0.000,-0.010,0.079,-0.067,-0.202,-0.391,9.481
34670403,1.074,0.778,0.039,0.935,0.000,0.023,0.077,-0.071,-0.206,-0.384,9.495
34686232,1.072,0.770,0.024,0.622,0.000,0.088,0.080,-0.074,-0.183,-0.409,9.562
34694148,1.069,0.792,0.018,1.085,0.000,0.119,0.087,-0.075,-0.184,-0.411,9.612
34702066,1.066,0.801,0.014,0.773,0.000,0.146,0.097,-0.078,-0.185,-0.403,9.678
34717898,1.063,0.796,0.008,0.925,0.000,0.192,0.121,-0.079,-0.155,-0.420,9.783
34725812,1.059,0.796,0.006,0.768,0.000,0.208,0.138,-0.080,-0.148,-0.414,9.862
34733726,1.056,0.794,0.004,0.766,0.000,0.222,0.156,-0.080,-0.147,-0.407,9.897
34741644,1.054,0.804,0.003,0.917,0.000,0.232,0.176,-0.079,-0.138,-0.409,9.957
34757476,1.047,0.815,-0.026,0.911,-0.304,0.240,0.220,-0.076,-0.136,-0.407,10.102
34765389,1.045,0.842,-0.037,1.061,0.000,0.238,0.243,-0.075,-0.119,-0.421,10.159
34773305,1.043,0.861,-0.066,0.908,-0.303,0.231,0.268,-0.073,-0.110,-0.421,10.230
34781221,1.039,0.874,-0.102,0.904,-0.301,0.221,0.291,-0.072,-0.122,-0.403,10.281
34797052,1.035,0.922,-0.131,1.050,-0.300,0.190,0.340,-0.069,-0.128,-0.405,10.408
34804967,1.033,0.945,-0.130,1.049,0.000,0.170,0.364,-0.067,-0.116,-0.418,10.447
34812880,1.029,0.979,-0.118,1.194,0.000,0.147,0.387,-0.064,-0.096,-0.418,10.479
34820799,1.026,1.015,-0.101,1.191,0.000,0.122,0.409,-0.062,-0.104,-0.415,10.510
34836627,1.023,1.058,-0.068,1.187,0.000,0.064,0.446,-0.056,-0.108,-0.405,10.530
34844545,1.019,1.081,-0.054,1.182,0.000,0.033,0.459,-0.053,-0.109,-0.405,10.531
34852459,1.016,1.101,-0.042,1.179,0.000,0.001,0.470,-0.051,-0.102,-0.410,10.529
34860372,1.015,1.117,-0.033,1.177,0.000,-0.030,0.475,-0.048,-0.102,-0.405,10.508
34876205,1.012,1.128,-0.019,1.027,0.000,-0.091,0.473,-0.043,-0.100,-0.405,10.449
34884123,1.009,1.130,-0.014,1.170,0.000,-0.118,0.466,-0.041,-0.112,-0.393,10.435
34892036,1.006,1.135,-0.011,1.167,0.000,-0.144,0.453,-0.040,-0.119,-0.383,10.399
34907869,1.003,1.144,-0.006,1.163,0.000,-0.187,0.415,-0.040,-0.128,-0.385,10.292
34915785,1.002,1.135,-0.004,1.017,0.000,-0.203,0.389,-0.040,-0.126,-0.384,10.238
34923699,1.001,1.133,-0.003,1.162,0.000,-0.216,0.359,-0.039,-0.111,-0.401,10.176
34931612,0.998,1.134,-0.002,1.158,0.000,-0.224,0.327,-0.040,-0.130,-0.390,10.140
34947447,0.994,1.139,-0.001,1.153,0.000,-0.228,0.258,-0.043,-0.140,-0.388,10.025
34955361,0.993,1.129,-0.001,1.008,0.000,-0.224,0.222,-0.044,-0.137,-0.395,9.980
34963276,0.992,1.126,-0.001,1.151,0.000,-0.217,0.187,-0.046,-0.133,-0.408,9.951
34971192,0.991,1.126,-0.001,1.150,0.000,-0.204,0.152,-0.047,-0.145,-0.411,9.892
34987023,0.991,1.113,-0.000,1.149,0.000,-0.168,0.089,-0.052,-0.194,-0.393,9.846
34994942,0.990,1.103,-0.000,1.005,0.000,-0.146,0.063,-0.054,-0.184,-0.409,9.844
35002855,0.990,1.102,-0.000,1.149,0.000,-0.122,0.040,-0.057,-0.195,-0.421,9.828
35010771,0.987,1.105,-0.000,1.145,0.000,-0.096,0.020,-0.059,-0.193,-0.417,9.829
35026601,0.984,1.097,-0.000,1.141,0.000,-0.043,-0.006,-0.063,-0.186,-0.435,9.876
35034517,0.982,1.191,-0.000,2.137,0.000,-0.016,-0.010,-0.065,-0.193,-0.425,9.924
35042434,0.982,1.219,-0.000,0.996,0.000,0.010,-0.010,-0.067,-0.180,-0.432,9.978
35050349,0.981,1.226,-0.000,1.138,0.000,0.035,-0.005,-0.067,-0.156,-0.441,10.016
35066181,0.978,1.193,-0.000,1.134,0.000,0.079,0.019,-0.069,-0.159,-0.433,10.101
35074097,0.975,1.180,-0.000,1.131,0.000,0.099,0.038,-0.070,-0.149,-0.442,10.146
35082011,0.974,1.156,-0.000,0.988,0.000,0.116,0.063,-0.071,-0.170,-0.425,10.225
35097845,0.972,1.134,-0.000,1.127,0.000,0.142,0.120,-0.069,-0.136,-0.439,10.281
35105761,0.971,1.129,-0.000,1.127,0.000,0.151,0.153,-0.067,-0.114,-0.442,10.328
35113675,0.971,1.127,-0.000,1.126,0.000,0.157,0.188,-0.066,-0.107,-0.432,10.372
35121592,0.971,1.138,-0.000,1.267,0.000,0.160,0.224,-0.065,-0.128,-0.417,10.396
35137421,0.970,1.138,-0.000,1.266,0.000,0.161,0.297,-0.061,-0.116,-0.428,10.440
35145336,0.967,1.153,-0.000,1.262,0.000,0.157,0.334,-0.059,-0.099,-0.434,10.501
35153253,0.965,1.158,-0.000,1.119,0.000,0.150,0.369,-0.057,-0.108,-0.422,10.526
35161166,0.964,1.169,-0.000,1.257,0.000,0.140,0.403,-0.055,-0.118,-0.421,10.570
35177001,0.962,1.165,-0.000,1.116,0.000,0.114,0.465,-0.051,-0.103,-0.428,10.626
35184916,0.961,1.183,-0.000,1.394,0.000,0.099,0.492,-0.049,-0.108,-0.422,10.628
35192830,0.961,1.186,-0.000,1.115,0.000,0.081,0.516,-0.047,-0.094,-0.430,10.648
35200747,0.961,1.206,-0.000,1.393,0.000,0.063,0.536,-0.045,-0.087,-0.432,10.646
35216578,0.960,1.230,-0.000,1.253,0.000,0.024,0.563,-0.039,-0.094,-0.429,10.633
35224491,0.960,1.250,-0.000,1.392,0.000,0.005,0.569,-0.038,-0.109,-0.423,10.614
35232408,0.960,1.272,-0.000,1.392,0.000,-0.014,0.571,-0.037,-0.106,-0.416,10.583
35240734,0.957,1.281,-0.000,1.249,0.000,-0.035,0.563,-0.036,-0.103,-0.422,10.534
35256157,0.953,1.292,-0.000,1.383,0.000,-0.064,0.546,-0.035,-0.115,-0.400,10.493
35264070,0.952,1.292,-0.000,1.243,0.000,-0.076,0.529,-0.034,-0.106,-0.420,10.433
35271986,0.952,1.288,-0.000,1.242,0.000,-0.086,0.507,-0.033,-0.123,-0.415,10.383
35287817,0.951,1.292,-0.000,1.241,0.000,-0.102,0.454,-0.035,-0.144,-0.414,10.319
35295732,0.951,1.274,-0.000,1.103,0.000,-0.107,0.424,-0.035,-0.129,-0.424,10.304
35303648,0.950,1.262,-0.000,1.240,0.000,-0.111,0.391,-0.036,-0.144,-0.418,10.291
35311564,0.950,1.242,-0.000,1.102,0.000,-0.112,0.355,-0.037,-0.157,-0.425,10.221
35327394,0.950,1.198,-0.000,1.102,0.000,-0.108,0.280,-0.040,-0.162,-0.426,10.167
35335309,0.953,1.192,-0.000,1.244,0.000,-0.102,0.244,-0.042,-0.167,-0.427,10.147
35343221,0.955,1.181,-0.000,1.108,0.000,-0.094,0.209,-0.044,-0.162,-0.421,10.139
35351139,0.957,1.169,-0.000,1.110,0.000,-0.084,0.176,-0.045,-0.158,-0.426,10.113
35366970,0.958,1.149,-0.000,1.112,0.000,-0.061,0.118,-0.049,-0.167,-0.420,10.140
35374885,0.959,1.141,-0.000,1.112,0.000,-0.048,0.095,-0.050,-0.131,-0.450,10.144
35382801,0.959,1.134,-0.000,1.113,0.000,-0.034,0.076,-0.052,-0.150,-0.426,10.151
35390716,0.959,1.117,-0.000,0.974,0.000,-0.021,0.061,-0.054,-0.144,-0.437,10.170
35406546,0.960,1.104,-0.000,1.113,0.000,0.005,0.043,-0.057,-0.150,-0.423,10.222
35414460,0.960,1.090,-0.000,0.974,0.000,0.018,0.042,-0.057,-0.132,-0.437,10.282
35422377,0.960,1.086,-0.000,1.113,0.000,0.028,0.045,-0.057,-0.124,-0.439,10.319
35430294,0.960,1.086,-0.000,1.113,0.000,0.038,0.052,-0.057,-0.120,-0.446,10.369
35446123,0.960,1.092,-0.000,1.114,0.000,0.055,0.078,-0.056,-0.103,-0.449,10.446
35454038,0.960,1.096,-0.000,1.114,0.000,0.062,0.095,-0.055,-0.115,-0.445,10.464
35461953,0.960,1.187,-0.025,2.088,-0.278,0.065,0.114,-0.054,-0.104,-0.449,10.538
35477784,0.960,1.234,-0.037,1.114,0.000,0.066,0.158,-0.053,-0.113,-0.435,10.592
35485698,0.960,1.239,-0.034,1.253,0.000,0.063,0.181,-0.052,-0.107,-0.442,10.607
35493613,0.960,1.231,-0.030,1.114,0.000,0.057,0.205,-0.051,-0.100,-0.435,10.631
35501526,0.960,1.216,-0.025,1.114,0.000,0.050,0.228,-0.049,-0.110,-0.430,10.619
35517358,0.960,1.184,-0.017,1.114,0.000,0.032,0.273,-0.046,-0.095,-0.436,10.612
35525274,0.960,1.170,-0.013,1.114,0.000,0.022,0.295,-0.044,-0.104,-0.421,10.593
35533188,0.960,1.158,-0.010,1.114,0.000,0.011,0.316,-0.042,-0.090,-0.429,10.571
35541106,0.963,1.161,-0.008,1.257,0.000,-0.000,0.337,-0.041,-0.099,-0.414,10.546
35556934,0.967,1.154,-0.005,1.121,0.000,-0.021,0.373,-0.038,-0.112,-0.408,10.471
35564848,0.968,1.149,-0.003,1.122,0.000,-0.029,0.388,-0.036,-0.114,-0.423,10.437
35572762,0.968,1.157,-0.003,1.264,0.000,-0.037,0.401,-0.035,-0.116,-0.410,10.393
35580676,0.969,1.158,-0.002,1.124,0.000,-0.043,0.412,-0.035,-0.127,-0.403,10.354
35596503,0.969,1.182,-0.001,1.265,0.000,-0.051,0.427,-0.034,-0.136,-0.390,10.297
35604419,0.970,1.183,-0.001,1.125,0.000,-0.052,0.431,-0.032,-0.122,-0.412,10.271
35612334,0.973,1.179,-0.001,1.128,0.000,-0.051,0.432,-0.032,-0.142,-0.396,10.238
35620247,0.975,1.173,-0.000,1.131,0.000,-0.048,0.430,-0.032,-0.141,-0.395,10.200
35636078,0.978,1.160,-0.000,1.134,0.000,-0.036,0.419,-0.033,-0.142,-0.409,10.149
35643994,0.978,1.167,-0.000,1.277,0.000,-0.029,0.411,-0.033,-0.151,-0.406,10.160
35651907,0.982,1.168,-0.000,1.139,0.000,-0.020,0.401,-0.034,-0.140,-0.407,10.135
35667738,0.986,1.164,-0.000,1.144,0.000,-0.002,0.378,-0.036,-0.153,-0.416,10.148
