t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, OF_raw, Omega.z, u_x, u_x_pv, u_x_iv, u_x_ff, u_y, u_y_pv, u_y_iv, u_y_ff, u_yaw, m1, m2, m3, m4
3323519,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3331449,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3339379,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3347310,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3355239,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3363171,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3371102,0.000,0.000,0.020,0.000,-0.000,0.000,-0.003,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3379030,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3386962,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3394892,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3402823,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3410754,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3418685,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3426617,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3434547,0.000,0.000,0.028,0.000,0.000,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3442475,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3450406,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3458337,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3466267,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3474197,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3482125,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3490059,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3497989,0.000,0.000,0.020,0.000,-0.000,0.000,-0.003,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3505919,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3513848,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3521778,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3529708,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3537638,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3545569,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3553501,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3561430,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3569360,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3577291,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3585222,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3593152,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3601080,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3609010,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3616940,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3624870,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3632800,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3640733,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3648665,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3656595,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3664522,0.000,0.000,0.020,0.000,0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3672454,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3680387,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3688316,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3696243,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3704175,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3712108,0.000,0.000,0.020,0.000,0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3720037,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3727967,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3735896,0.000,0.000,0.020,0.000,0.000,0.000,-0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3743828,0.000,0.000,0.020,0.000,-0.000,0.000,-0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3751759,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3759690,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3767621,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3775546,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3783480,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3791409,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3799340,0.000,0.000,0.022,0.000,0.000,0.000,0.003,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3807272,0.000,0.000,0.020,0.000,0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3815200,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3823132,0.000,0.000,0.020,0.000,0.000,0.000,-0.003,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3831061,0.000,0.000,0.020,0.000,-0.000,0.000,-0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3838993,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3846924,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3854852,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3862781,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3870715,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3878643,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3886573,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3894502,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3902432,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3910362,0.000,0.000,0.028,0.000,0.000,0.000,0.004,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3918294,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3926223,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3934152,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3942083,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3950011,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3957944,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3965874,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3973802,0.000,0.000,0.020,0.000,0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3981734,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3989663,0.000,0.000,0.020,0.000,0.000,0.000,-0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3997593,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4005522,0.000,0.000,0.030,0.000,-0.000,0.000,-0.004,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4013452,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4021382,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4029310,0.000,0.000,0.028,0.000,0.000,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4037240,0.000,0.000,0.030,0.000,0.000,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4045169,0.000,0.000,0.030,0.000,0.000,0.000,0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4053099,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4061029,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4068959,0.000,0.000,0.028,0.000,0.000,0.000,-0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4078861,0.000,0.000,0.030,0.000,-0.000,0.000,-0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4084820,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4092747,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4100681,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4108608,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4116539,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4124467,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4132398,0.000,0.000,0.030,0.000,-0.000,0.000,-0.004,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4140329,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4148259,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4156186,0.000,0.000,0.028,0.000,0.000,0.000,0.004,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4164118,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4172046,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4179977,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4187905,0.000,0.000,0.028,0.000,-0.000,0.000,-0.008,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4195833,0.000,0.000,0.030,0.000,-0.000,0.000,0.004,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4203767,0.000,0.000,0.022,0.000,0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4211696,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4219626,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4227554,0.000,0.000,0.028,0.000,-0.000,0.000,-0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4235486,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4243414,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4251345,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4259275,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4267203,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4275136,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4283064,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4290994,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4298924,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4306854,0.000,0.000,0.028,0.000,-0.000,0.000,-0.004,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4314782,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4322715,0.000,0.000,0.022,0.000,-0.000,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4330642,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4338573,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4346502,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4354431,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4362360,0.000,0.000,0.020,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4370292,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4378220,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4386150,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4394080,0.000,0.000,0.030,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4402009,0.000,0.000,0.022,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4409937,0.000,0.000,0.028,0.000,-0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
