t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
4959490,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4967393,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4975299,0.000,0.000,0.789,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4983204,0.000,0.000,0.789,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4991109,0.000,0.000,0.789,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
4999014,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5006918,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5014827,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5022728,0.000,0.000,0.787,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5030639,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5038537,0.000,0.000,0.785,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5046445,0.000,0.000,0.787,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5054348,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5062251,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5070158,0.000,0.000,0.786,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5078065,0.000,0.000,0.784,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5085968,0.000,0.000,0.786,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
5093876,0.000,0.000,0.784,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5101777,0.000,0.000,0.786,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5109682,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5117587,0.000,0.000,0.787,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5125493,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
5133398,0.000,0.000,0.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
5141303,0.000,0.000,0.791,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
5149206,0.000,0.000,0.791,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
5157113,0.000,0.000,0.791,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
5165018,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
5172922,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
5180828,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,120,120,120,120
5188730,0.000,0.000,0.793,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,120,120,120,120
5196638,0.000,0.000,0.789,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,120,120,120,120
5204541,0.000,0.000,0.786,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,120,120,120,120
5212446,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,120,120,120,120
5220352,0.000,0.000,0.788,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,120,120,120,120
5228257,0.000,0.000,0.786,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
