t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
3777507,0.000,0.000,0.240,0.000,-0.011,-0.010,0.000,0.000,0.041,0.000,0.000,0.000,120,120,120,120
3785431,0.000,0.000,0.240,0.000,-0.011,-0.011,0.000,0.000,0.041,0.000,0.000,0.000,120,120,120,120
3793352,0.000,0.000,0.240,0.000,-0.008,-0.011,0.070,0.000,0.042,0.000,0.000,0.000,120,120,120,120
3801279,0.000,0.000,0.240,0.000,-0.007,-0.011,0.000,0.000,0.043,0.000,0.000,0.000,120,120,120,120
3809204,0.000,0.000,0.240,0.000,-0.006,-0.011,0.000,0.000,0.043,0.000,0.000,0.000,120,120,120,120
3817133,0.000,0.000,0.240,0.000,-0.006,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3825054,0.000,0.000,0.240,0.000,-0.007,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3832971,0.000,0.000,0.240,0.000,-0.007,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3840899,0.000,0.000,0.240,0.000,-0.008,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3848822,0.000,0.000,0.240,0.000,-0.009,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3856746,0.000,0.000,0.240,0.000,-0.009,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3864669,0.000,0.000,0.240,0.000,-0.010,-0.011,0.000,0.000,0.044,0.000,0.000,0.000,120,120,120,120
3872591,0.000,0.000,0.240,0.000,-0.010,-0.011,0.000,0.000,0.043,0.000,0.000,0.000,120,120,120,120
3880520,0.000,0.000,0.240,0.000,-0.011,-0.011,0.000,0.000,0.042,0.000,0.000,0.000,120,120,120,120
3888438,0.000,0.000,0.240,0.000,-0.011,-0.011,0.000,0.000,0.042,0.000,0.000,0.000,120,120,120,120
3896366,0.000,0.000,0.240,0.000,-0.011,-0.011,0.000,0.000,0.041,0.000,0.000,0.000,120,120,120,120
3904291,0.000,0.000,0.240,0.000,-0.011,-0.011,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
3912215,0.000,0.000,0.240,0.000,-0.012,-0.011,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
3920137,0.000,0.000,0.240,0.000,-0.012,-0.011,0.000,0.000,0.039,0.000,0.000,0.000,120,120,120,120
3928062,0.000,0.000,0.240,0.000,-0.012,-0.010,0.000,0.000,0.039,0.000,0.000,0.000,120,120,120,120
3935984,0.000,0.000,0.240,0.000,-0.012,-0.010,0.000,0.000,0.038,0.000,0.000,0.000,120,120,120,120
3943909,0.000,0.000,0.240,0.000,-0.012,-0.010,0.000,0.000,0.038,0.000,0.000,0.000,120,120,120,120
3951833,0.000,0.000,0.240,0.000,-0.012,-0.010,0.000,0.000,0.037,0.000,0.000,0.000,120,120,120,120
3959755,0.000,0.000,0.240,0.000,-0.012,-0.010,0.000,0.000,0.036,0.000,0.000,0.000,120,120,120,120
3967681,0.000,0.000,0.240,0.000,-0.011,-0.010,0.000,0.000,0.035,0.000,0.000,0.000,120,120,120,120
3975602,0.000,0.000,0.240,0.000,-0.011,-0.010,0.000,0.000,0.034,0.000,0.000,0.000,120,120,120,120
3983525,0.000,0.000,0.240,0.000,-0.011,-0.010,0.000,0.000,0.033,0.000,0.000,0.000,120,120,120,120
3991450,0.000,0.000,0.240,0.000,-0.011,-0.010,0.000,0.000,0.032,0.000,0.000,0.000,120,120,120,120
3999374,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.030,0.000,0.000,0.000,120,120,120,120
4007298,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.029,0.000,0.000,0.000,120,120,120,120
4015221,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.027,0.000,0.000,0.000,120,120,120,120
4023144,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.026,0.000,0.000,0.000,120,120,120,120
4031068,0.000,0.000,0.240,0.000,-0.010,-0.008,0.000,0.000,0.024,0.000,0.000,0.000,120,120,120,120
4038993,0.000,0.000,0.240,0.000,-0.010,-0.008,0.000,0.000,0.022,0.000,0.000,0.000,120,120,120,120
4046915,0.000,0.000,0.240,0.000,-0.009,-0.008,0.000,0.000,0.020,0.000,0.000,0.000,120,120,120,120
4054839,0.000,0.000,0.240,0.000,-0.009,-0.007,0.000,0.000,0.018,0.000,0.000,0.000,120,120,120,120
4062762,0.000,0.000,0.240,0.000,-0.008,-0.007,0.000,0.000,0.017,0.000,0.000,0.000,120,120,120,120
4070685,0.000,0.000,0.240,0.000,-0.007,-0.007,0.000,0.000,0.015,0.000,0.000,0.000,120,120,120,120
4078609,0.000,0.000,0.240,0.000,-0.007,-0.007,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
4086532,0.000,0.000,0.240,0.000,-0.006,-0.006,0.000,0.000,0.012,0.000,0.000,0.000,120,120,120,120
4094456,0.000,0.000,0.240,0.000,-0.006,-0.006,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
4102379,0.000,0.000,0.240,0.000,-0.005,-0.006,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
4110304,0.000,0.000,0.240,0.000,-0.005,-0.005,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
4118225,0.000,0.000,0.240,0.000,-0.004,-0.005,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
4126151,0.000,0.000,0.240,0.000,-0.004,-0.005,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
4134074,0.000,0.000,0.240,0.000,-0.004,-0.004,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
4141996,0.000,0.000,0.240,0.000,-0.003,-0.004,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
4149918,0.000,0.000,0.240,0.000,-0.003,-0.004,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
4157844,0.000,0.000,0.240,0.000,-0.002,-0.004,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
4165765,0.000,0.000,0.240,0.000,-0.002,-0.004,0.000,0.000,-0.005,0.000,0.000,0.000,120,120,120,120
4173691,0.000,0.000,0.240,0.000,-0.001,-0.003,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
4181615,0.000,0.000,0.240,0.000,-0.001,-0.003,0.000,0.000,-0.008,0.000,0.000,0.000,120,120,120,120
4189539,0.000,0.000,0.240,0.000,-0.000,-0.003,0.000,0.000,-0.010,0.000,0.000,0.000,120,120,120,120
4197462,0.000,0.000,0.240,0.000,0.001,-0.002,0.000,0.000,-0.012,0.000,0.000,0.000,120,120,120,120
4205385,0.000,0.000,0.240,0.000,0.001,-0.002,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
4213310,0.000,0.000,0.240,0.000,0.002,-0.001,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
4221232,0.000,0.000,0.240,0.000,0.003,-0.001,0.000,0.000,-0.017,0.000,0.000,0.000,120,120,120,120
4229157,0.000,0.000,0.240,0.000,0.003,-0.001,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
4237080,0.000,0.000,0.240,0.000,0.004,-0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
4245003,0.000,0.000,0.240,0.000,0.005,-0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4252927,0.000,0.000,0.240,0.000,0.005,-0.000,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
4260851,0.000,0.000,0.240,0.000,0.006,0.000,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
4268775,0.000,0.000,0.240,0.000,0.006,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4276698,0.000,0.000,0.240,0.000,0.006,0.000,0.000,0.000,-0.026,0.000,0.000,0.000,120,120,120,120
4284622,0.000,0.000,0.240,0.000,0.006,0.001,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
4292545,0.000,0.000,0.240,0.000,0.007,0.001,0.000,0.000,-0.029,0.000,0.000,0.000,120,120,120,120
4300468,0.000,0.000,0.240,0.000,0.007,0.001,0.000,0.000,-0.030,0.000,0.000,0.000,120,120,120,120
4308392,0.000,0.000,0.240,0.000,0.007,0.001,0.000,0.000,-0.031,0.000,0.000,0.000,120,120,120,120
4316317,0.000,0.000,0.240,0.000,0.008,0.001,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
4324240,0.000,0.000,0.240,0.000,0.008,0.001,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
4332163,0.000,0.000,0.240,0.000,0.009,0.002,0.000,0.000,-0.035,0.000,0.000,0.000,120,120,120,120
4340087,0.000,0.000,0.240,0.000,0.009,0.002,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4348010,0.000,0.000,0.240,0.000,0.010,0.002,0.000,0.000,-0.037,0.000,0.000,0.000,120,120,120,120
4355934,0.000,0.000,0.240,0.000,0.010,0.002,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
4363863,0.000,0.000,0.240,0.000,0.011,0.003,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4371786,0.000,0.000,0.240,0.000,0.011,0.003,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4379704,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4387630,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4395551,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4403477,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4411401,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4419323,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4427249,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4435171,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4443095,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4451019,0.000,0.000,0.240,0.000,0.012,0.003,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4458942,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4466867,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4474789,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4482710,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4490636,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4498558,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4506484,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4514408,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4522331,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4530254,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
4538178,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.037,0.000,0.000,0.000,120,120,120,120
4546102,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4554025,0.000,0.000,0.240,0.000,0.012,0.002,0.000,0.000,-0.035,0.000,0.000,0.000,120,120,120,120
4561947,0.000,0.000,0.240,0.000,0.011,0.002,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
4569870,0.000,0.000,0.240,0.000,0.011,0.002,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
4577793,0.000,0.000,0.240,0.000,0.011,0.001,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
4585716,0.000,0.000,0.240,0.000,0.010,0.001,0.000,0.000,-0.031,0.000,0.000,0.000,120,120,120,120
4593638,0.000,0.000,0.240,0.000,0.010,0.001,0.000,0.000,-0.029,0.000,0.000,0.000,120,120,120,120
4601563,0.000,0.000,0.240,0.000,0.009,0.001,0.000,0.000,-0.028,0.000,0.000,0.000,120,120,120,120
4609484,0.000,0.000,0.240,0.000,0.009,0.000,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
4617410,0.000,0.000,0.240,0.000,0.008,0.000,0.000,0.000,-0.026,0.000,0.000,0.000,120,120,120,120
4625334,0.000,0.000,0.240,0.000,0.008,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4633257,0.000,0.000,0.240,0.000,0.008,-0.000,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
4641178,0.000,0.000,0.240,0.000,0.007,-0.000,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
4649102,0.000,0.000,0.240,0.000,0.007,-0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4657027,0.000,0.000,0.240,0.000,0.007,-0.001,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
4664947,0.000,0.000,0.240,0.000,0.007,-0.001,0.000,0.000,-0.017,0.000,0.000,0.000,120,120,120,120
4672871,0.000,0.000,0.240,0.000,0.006,-0.001,0.000,0.000,-0.016,0.000,0.000,0.000,120,120,120,120
4680797,0.000,0.000,0.240,0.000,0.006,-0.001,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
4688719,0.000,0.000,0.240,0.000,0.005,-0.002,0.000,0.000,-0.012,0.000,0.000,0.000,120,120,120,120
4696643,0.000,0.000,0.240,0.000,0.005,-0.002,0.000,0.000,-0.010,0.000,0.000,0.000,120,120,120,120
4704567,0.000,0.000,0.240,0.000,0.004,-0.002,0.000,0.000,-0.009,0.000,0.000,0.000,120,120,120,120
4712485,0.000,0.000,0.240,0.000,0.004,-0.003,0.000,0.000,-0.007,0.000,0.000,0.000,120,120,120,120
4720410,0.000,0.000,0.240,0.000,0.003,-0.003,0.000,0.000,-0.005,0.000,0.000,0.000,120,120,120,120
4728337,0.000,0.000,0.240,0.000,0.002,-0.003,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
4736260,0.000,0.000,0.240,0.000,0.002,-0.004,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
4744185,0.000,0.000,0.240,0.000,0.001,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
4752108,0.000,0.000,0.240,0.000,0.000,-0.004,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
4760029,0.000,0.000,0.240,0.000,-0.000,-0.005,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
4767954,0.000,0.000,0.240,0.000,-0.001,-0.005,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
4775876,0.000,0.000,0.240,0.000,-0.001,-0.005,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
4783801,0.000,0.000,0.240,0.000,-0.001,-0.005,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
4791725,0.000,0.000,0.240,0.000,-0.002,-0.006,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
4799645,0.000,0.000,0.240,0.000,-0.002,-0.006,0.000,0.000,0.012,0.000,0.000,0.000,120,120,120,120
4807572,0.000,0.000,0.240,0.000,-0.003,-0.006,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
4815496,0.000,0.000,0.240,0.000,-0.003,-0.006,0.000,0.000,0.016,0.000,0.000,0.000,120,120,120,120
4823418,0.000,0.000,0.240,0.000,-0.004,-0.006,0.000,0.000,0.018,0.000,0.000,0.000,120,120,120,120
4831342,0.000,0.000,0.240,0.000,-0.004,-0.006,0.000,0.000,0.020,0.000,0.000,0.000,120,120,120,120
4839265,0.000,0.000,0.240,0.000,-0.005,-0.007,0.000,0.000,0.021,0.000,0.000,0.000,120,120,120,120
4847189,0.000,0.000,0.240,0.000,-0.005,-0.007,0.000,0.000,0.023,0.000,0.000,0.000,120,120,120,120
4855114,0.000,0.000,0.240,0.000,-0.006,-0.007,0.000,0.000,0.024,0.000,0.000,0.000,120,120,120,120
4863036,0.000,0.000,0.240,0.000,-0.006,-0.007,0.000,0.000,0.026,0.000,0.000,0.000,120,120,120,120
4870958,0.000,0.000,0.240,0.000,-0.007,-0.008,0.000,0.000,0.027,0.000,0.000,0.000,120,120,120,120
4878883,0.000,0.000,0.240,0.000,-0.008,-0.008,0.000,0.000,0.028,0.000,0.000,0.000,120,120,120,120
4886805,0.000,0.000,0.240,0.000,-0.008,-0.008,0.000,0.000,0.029,0.000,0.000,0.000,120,120,120,120
4894728,0.000,0.000,0.240,0.000,-0.009,-0.008,0.000,0.000,0.030,0.000,0.000,0.000,120,120,120,120
4902651,0.000,0.000,0.240,0.000,-0.009,-0.008,0.000,0.000,0.031,0.000,0.000,0.000,120,120,120,120
4910580,0.000,0.000,0.240,0.000,-0.009,-0.009,0.000,0.000,0.032,0.000,0.000,0.000,120,120,120,120
4918503,0.000,0.000,0.240,0.000,-0.010,-0.009,0.000,0.000,0.033,0.000,0.000,0.000,120,120,120,120
4926423,0.000,0.000,0.240,0.000,-0.010,-0.009,0.000,0.000,0.034,0.000,0.000,0.000,120,120,120,120
4934344,0.000,0.000,0.240,0.000,-0.010,-0.009,0.000,0.000,0.035,0.000,0.000,0.000,120,120,120,120
4942268,0.000,0.000,0.240,0.000,-0.010,-0.009,0.000,0.000,0.036,0.000,0.000,0.000,120,120,120,120
4950191,0.000,0.000,0.240,0.000,-0.010,-0.009,0.000,0.000,0.036,0.000,0.000,0.000,120,120,120,120
4958115,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.037,0.000,0.000,0.000,120,120,120,120
4966036,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.038,0.000,0.000,0.000,120,120,120,120
4973963,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.038,0.000,0.000,0.000,120,120,120,120
4981876,0.000,0.000,0.240,0.000,-0.011,-0.009,0.000,0.000,0.039,0.000,0.000,0.000,120,120,120,120
4989807,0.000,0.000,0.240,0.000,-0.012,-0.009,0.000,0.000,0.039,0.000,0.000,0.000,120,120,120,120
4997732,0.000,0.000,0.240,0.000,-0.012,-0.009,0.000,0.000,0.039,0.000,0.000,0.000,120,120,120,120
5005653,0.000,0.000,0.240,0.000,-0.012,-0.009,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
5013576,0.000,0.000,0.240,0.000,-0.013,-0.010,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
5021499,0.000,0.000,0.240,0.000,-0.013,-0.010,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
5029422,0.000,0.000,0.240,0.000,-0.013,-0.010,0.000,0.000,0.040,0.000,0.000,0.000,120,120,120,120
