t_us, Height, Velocity.x, Velocity.y, OF_raw_x, OF_raw_y, Omega.x, Omega.y, Omega.z, Acc.x, Acc.y, Acc.z
4160050,0.790,0.000,0.000,0.000,0.000,-0.018,0.002,-0.000,-0.049,0.053,9.829
4167986,0.790,0.000,0.000,0.000,0.000,-0.017,0.002,0.001,-0.031,0.055,9.843
4175928,0.790,0.000,0.000,0.000,0.000,-0.019,0.003,-0.000,-0.067,0.088,9.870
4183872,0.790,0.000,0.000,0.000,0.000,-0.019,0.002,-0.000,-0.058,0.072,9.834
4191813,0.790,0.000,0.000,0.000,0.000,-0.018,0.001,-0.001,-0.068,0.076,9.827
4199756,0.790,0.000,0.000,0.000,0.000,-0.018,0.002,-0.002,-0.068,0.076,9.845
4207696,0.790,0.000,0.000,0.000,0.000,-0.019,0.002,-0.002,-0.080,0.063,9.843
4215640,0.787,0.000,0.000,0.000,0.000,-0.019,0.003,-0.001,-0.067,0.043,9.825
4223579,0.785,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.070,0.048,9.819
4231521,0.783,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.062,0.054,9.845
4239461,0.782,0.000,0.000,0.000,0.000,-0.019,0.004,-0.001,-0.063,0.071,9.874
4247402,0.782,0.000,0.000,0.000,0.000,-0.019,0.004,-0.002,-0.069,0.083,9.843
4255344,0.781,0.000,0.000,0.000,0.000,-0.019,0.004,-0.003,-0.076,0.092,9.827
4263283,0.781,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.049,0.069,9.797
4271224,0.781,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.061,0.084,9.816
4279163,0.780,0.000,0.000,0.000,0.000,-0.019,0.003,-0.001,-0.062,0.075,9.834
4287106,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,-0.000,-0.062,0.069,9.840
4295046,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,-0.000,-0.068,0.070,9.811
4302988,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,0.000,-0.070,0.063,9.808
4310927,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.000,-0.081,0.072,9.806
4318869,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.086,0.062,9.834
4326811,0.780,0.000,0.000,0.000,0.000,-0.017,0.003,-0.000,-0.086,0.048,9.833
4334751,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,0.000,-0.082,0.037,9.835
4342690,0.780,0.000,0.000,0.000,0.000,-0.016,0.002,-0.000,-0.091,0.043,9.807
4350633,0.780,0.000,0.000,0.000,0.000,-0.015,0.002,0.000,-0.068,0.030,9.815
4358572,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.000,-0.098,0.059,9.853
4366514,0.780,0.000,0.000,0.000,0.000,-0.015,0.004,-0.001,-0.106,0.053,9.801
4374455,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.089,0.042,9.839
4382398,0.780,0.000,0.000,0.000,0.000,-0.016,0.005,-0.001,-0.091,0.058,9.812
4390336,0.780,0.000,0.000,0.000,0.000,-0.015,0.003,-0.001,-0.078,0.052,9.766
4398279,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.064,0.086,9.856
4406220,0.780,0.000,0.000,0.000,0.000,-0.017,0.005,-0.001,-0.059,0.112,9.909
4414161,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,0.000,-0.028,0.109,9.917
4422101,0.780,0.000,0.000,0.000,0.000,-0.020,0.006,-0.000,-0.051,0.122,9.898
4430042,0.780,0.000,0.000,0.000,0.000,-0.021,0.006,-0.000,-0.057,0.083,9.825
4437984,0.780,0.000,0.000,0.000,0.000,-0.019,0.003,-0.001,-0.090,0.045,9.752
4445923,0.780,0.000,0.000,0.000,0.000,-0.019,0.003,-0.001,-0.079,0.028,9.826
4453865,0.780,0.000,0.000,0.000,0.000,-0.020,0.003,-0.002,-0.090,0.034,9.853
4461805,0.780,0.000,0.000,0.000,0.000,-0.020,0.004,-0.002,-0.092,0.022,9.850
4469745,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.094,0.023,9.786
4477687,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.000,-0.091,0.030,9.794
4485628,0.780,0.000,0.000,0.000,0.000,-0.015,0.003,-0.001,-0.098,0.055,9.829
4493569,0.780,0.000,0.000,0.000,0.000,-0.015,0.003,0.000,-0.089,0.042,9.867
4501511,0.780,0.000,0.000,0.000,0.000,-0.015,0.003,0.000,-0.097,0.059,9.871
4509451,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,0.000,-0.082,0.054,9.870
4517394,0.780,0.000,0.000,0.000,0.000,-0.017,0.004,-0.000,-0.084,0.053,9.829
4525333,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,-0.000,-0.070,0.031,9.793
4533273,0.780,0.000,0.000,0.000,0.000,-0.017,0.003,-0.000,-0.076,0.038,9.811
4541214,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.091,0.060,9.860
4549153,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,-0.002,-0.078,0.068,9.888
4557098,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,-0.001,-0.055,0.076,9.885
4565037,0.780,0.000,0.000,0.000,0.000,-0.020,0.003,-0.001,-0.059,0.088,9.864
4572979,0.780,0.000,0.000,0.000,0.000,-0.020,0.003,-0.001,-0.047,0.078,9.819
4580918,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.058,0.059,9.784
4588861,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.060,0.041,9.784
4596800,0.780,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.055,0.019,9.763
4604740,0.780,0.000,0.000,0.000,0.000,-0.016,0.004,-0.001,-0.063,0.021,9.784
4612682,0.780,0.000,0.000,0.000,0.000,-0.015,0.005,-0.001,-0.066,0.011,9.822
4620623,0.780,0.000,0.000,0.000,0.000,-0.014,0.005,0.000,-0.038,0.017,9.822
4628565,0.780,0.000,0.000,0.000,0.000,-0.014,0.005,-0.001,-0.065,0.074,9.843
4636505,0.780,0.000,0.000,0.000,0.000,-0.015,0.004,-0.001,-0.075,0.096,9.855
4644446,0.780,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.048,0.089,9.854
4652386,0.780,0.000,0.000,0.000,0.000,-0.016,0.003,-0.001,-0.074,0.086,9.857
4660327,0.780,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.075,0.069,9.843
4668268,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.087,0.060,9.839
4676208,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.081,0.047,9.820
4684149,0.780,0.000,0.000,0.000,0.000,-0.017,0.001,0.000,-0.061,0.010,9.774
4692090,0.780,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.087,0.044,9.811
4700032,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.087,0.047,9.824
4707971,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.072,0.055,9.842
4715912,0.780,0.000,0.000,0.000,0.000,-0.017,0.002,-0.001,-0.075,0.074,9.823
4723855,0.780,0.000,0.000,0.000,0.000,-0.016,0.002,-0.001,-0.061,0.075,9.826
4731794,0.780,0.000,0.000,0.000,0.000,-0.017,0.003,-0.001,-0.048,0.068,9.836
4739732,0.780,0.000,0.000,0.000,0.000,-0.017,0.001,-0.001,-0.039,0.055,9.802
4747676,0.780,0.000,0.000,0.000,0.000,-0.018,0.001,-0.001,-0.058,0.052,9.834
4755616,0.780,0.000,0.000,0.000,0.000,-0.017,0.001,-0.001,-0.058,0.050,9.813
4763559,0.780,0.000,0.000,0.000,0.000,-0.017,0.002,-0.002,-0.068,0.055,9.832
4771497,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.060,0.055,9.829
4779438,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.063,0.063,9.814
4787378,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,-0.001,-0.073,0.083,9.825
4795320,0.780,0.000,0.000,0.000,0.000,-0.018,0.003,-0.001,-0.066,0.083,9.869
4803260,0.780,0.000,0.000,0.000,0.000,-0.019,0.003,-0.000,-0.047,0.073,9.854
4811202,0.780,0.000,0.000,0.000,0.000,-0.020,0.003,0.000,-0.071,0.070,9.849
4819143,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,-0.001,-0.099,0.070,9.820
4827083,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,-0.000,-0.080,0.038,9.814
4835023,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,-0.000,-0.080,0.033,9.805
4842964,0.780,0.000,0.000,0.000,0.000,-0.019,0.004,0.000,-0.076,0.023,9.832
4850904,0.780,0.000,0.000,0.000,0.000,-0.017,0.005,0.000,-0.082,0.038,9.818
4858846,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,-0.000,-0.073,0.050,9.828
4866788,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,0.000,-0.049,0.051,9.827
4874729,0.780,0.000,0.000,0.000,0.000,-0.018,0.004,0.000,-0.047,0.071,9.820
4882669,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,0.001,-0.035,0.061,9.808
4890611,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,0.001,-0.042,0.057,9.826
4898552,0.780,0.000,0.000,0.000,0.000,-0.018,0.002,0.001,-0.043,0.052,9.827
4906492,0.780,0.000,0.000,0.000,0.000,-0.019,0.001,0.001,-0.060,0.047,9.855
4914433,0.780,0.000,0.000,0.000,0.000,-0.019,0.002,0.000,-0.085,0.052,9.871
4922373,0.780,0.000,0.000,0.000,0.000,-0.019,0.002,0.000,-0.086,0.045,9.862
4930314,0.780,0.000,0.000,0.000,0.000,-0.019,0.002,0.001,-0.091,0.039,9.865
4938254,0.783,0.000,0.000,0.000,0.000,-0.018,0.002,0.000,-0.119,0.060,9.826
4946193,0.785,0.000,0.000,0.000,0.000,-0.018,0.002,0.000,-0.114,0.053,9.814
4954135,0.784,0.000,0.000,0.000,0.000,-0.016,0.002,-0.000,-0.107,0.059,9.798
4962077,0.782,0.000,0.000,0.000,0.000,-0.016,0.002,0.000,-0.084,0.042,9.783
4970015,0.785,0.000,0.000,0.000,0.000,-0.016,0.002,0.001,-0.085,0.036,9.815
4977958,0.786,0.000,0.000,0.000,0.000,-0.016,0.002,-0.000,-0.096,0.051,9.798
4985898,0.787,0.000,0.000,0.000,0.000,-0.015,0.002,-0.000,-0.076,0.037,9.803
4993837,0.788,0.000,0.000,0.000,0.000,-0.016,0.003,-0.000,-0.068,0.048,9.815
5001779,0.789,0.000,0.000,0.000,0.000,-0.015,0.003,0.000,-0.049,0.055,9.797
5009720,0.789,0.000,0.000,0.000,0.000,-0.016,0.002,0.001,-0.028,0.062,9.819
5017660,0.789,0.000,0.000,0.000,0.000,-0.016,0.002,0.002,-0.030,0.075,9.837
5025599,0.790,0.000,0.000,0.000,0.000,-0.017,0.003,0.005,0.002,0.055,9.833
5033540,0.790,0.000,0.000,0.000,0.000,-0.016,0.003,0.008,-0.005,0.042,9.835
5041485,0.787,0.000,0.000,0.000,0.000,-0.017,0.003,0.013,0.013,-0.005,9.843
5049425,0.788,0.000,0.000,0.000,0.000,-0.016,0.002,0.020,0.040,-0.072,9.835
5057363,0.788,0.000,0.000,0.000,0.000,-0.017,0.001,0.029,0.045,-0.147,9.854
5065302,0.789,0.000,0.000,0.000,0.000,-0.017,0.002,0.042,0.092,-0.238,9.858
5073247,0.789,0.000,0.000,0.000,0.000,-0.018,0.002,0.057,0.121,-0.300,9.878
5081186,0.786,0.000,0.000,0.000,0.000,-0.018,0.002,0.076,0.177,-0.388,9.866
5089126,0.785,0.000,0.000,0.000,0.000,-0.018,0.002,0.097,0.213,-0.461,9.834
5097067,0.783,0.000,0.000,0.000,0.000,-0.015,0.001,0.120,0.204,-0.512,9.804
5105008,0.782,0.000,0.000,0.000,0.000,-0.013,0.000,0.146,0.202,-0.587,9.825
5112948,0.782,0.000,0.000,0.000,0.000,-0.010,-0.002,0.178,0.198,-0.684,9.825
5120890,0.781,0.000,0.000,0.000,0.000,-0.009,-0.003,0.210,0.161,-0.736,9.861
5128832,0.781,0.000,0.000,0.000,0.000,-0.007,-0.002,0.240,0.130,-0.775,9.879
5136769,0.781,0.000,0.000,0.000,0.000,-0.007,-0.001,0.268,0.079,-0.825,9.864
5144710,0.780,0.000,0.000,0.000,0.000,-0.007,-0.000,0.293,0.062,-0.861,9.859
5152652,0.780,0.000,0.000,0.000,0.000,-0.005,-0.002,0.315,0.036,-0.866,9.861
5160592,0.780,0.000,0.000,0.000,0.000,-0.004,-0.003,0.332,-0.022,-0.873,9.891
5168532,0.780,0.000,0.000,0.000,0.000,0.001,-0.003,0.348,-0.064,-0.888,9.913
5176473,0.780,0.000,0.000,0.000,0.000,0.010,-0.001,0.363,-0.098,-0.878,9.931
5184411,0.780,0.000,0.000,0.000,0.000,0.025,-0.003,0.375,-0.160,-0.864,9.901
5192352,0.780,0.000,0.000,0.000,0.000,0.054,-0.003,0.383,-0.217,-0.812,9.874
5200292,0.780,0.000,0.000,0.000,0.000,0.092,-0.003,0.386,-0.269,-0.756,9.816
5208231,0.780,0.000,0.000,0.000,0.000,0.139,-0.003,0.384,-0.282,-0.693,9.758
5216173,0.780,0.000,0.000,0.000,0.000,0.193,-0.003,0.374,-0.297,-0.622,9.678
5224115,0.780,0.000,0.000,0.000,0.000,0.248,0.000,0.358,-0.285,-0.561,9.760
5232054,0.780,0.000,0.000,0.000,0.000,0.305,0.003,0.335,-0.342,-0.514,9.735
5239995,0.780,0.000,0.000,0.000,0.000,0.365,0.000,0.310,-0.388,-0.496,9.581
5247935,0.780,0.000,0.000,0.000,0.000,0.426,-0.011,0.280,-0.434,-0.479,9.498
5255876,0.780,0.000,0.000,0.000,0.000,0.490,-0.025,0.243,-0.546,-0.406,9.410
5263816,0.780,0.000,0.000,0.000,0.000,0.544,-0.021,0.196,-0.742,-0.338,9.821
5271757,0.780,0.000,0.000,0.000,0.000,0.598,-0.025,0.139,-0.908,-0.225,9.744
5279699,0.780,0.000,0.000,0.000,0.000,0.651,-0.022,0.054,-1.246,0.120,9.786
5287639,0.783,0.000,0.000,0.000,0.000,0.691,-0.018,-0.017,-1.045,-0.076,9.937
5295579,0.785,0.000,0.031,0.000,0.342,0.723,-0.008,-0.088,-1.037,-0.058,10.052
5303520,0.787,-0.021,0.115,-0.228,0.798,0.749,0.005,-0.154,-0.962,-0.098,10.105
5311459,0.788,-0.060,0.259,-0.343,1.256,0.776,0.014,-0.210,-0.839,-0.170,10.006
5319399,0.788,-0.114,0.450,-0.457,1.600,0.808,0.016,-0.254,-0.706,-0.245,9.833
5327341,0.789,-0.172,0.658,-0.458,1.716,0.842,0.011,-0.289,-0.621,-0.290,9.768
5335279,0.792,-0.216,0.845,-0.345,1.608,0.869,0.004,-0.323,-0.594,-0.256,9.856
5343221,0.795,-0.239,1.006,-0.230,1.613,0.882,0.002,-0.356,-0.565,-0.197,10.083
5351163,0.796,-0.229,1.140,0.000,1.616,0.877,0.005,-0.389,-0.511,-0.150,10.342
5359103,0.797,-0.224,1.259,-0.231,1.734,0.855,0.009,-0.419,-0.438,-0.126,10.542
5367041,0.798,-0.201,1.360,0.000,1.736,0.820,0.014,-0.443,-0.299,-0.177,10.649
5374981,0.799,-0.203,1.454,-0.347,1.853,0.773,0.018,-0.458,-0.155,-0.253,10.719
5382923,0.799,-0.186,1.536,0.000,1.854,0.718,0.022,-0.465,-0.045,-0.298,10.719
5390865,0.799,-0.192,1.626,-0.348,2.086,0.662,0.025,-0.462,0.097,-0.368,10.672
5398803,0.800,-0.199,1.711,-0.232,2.087,0.605,0.026,-0.449,0.214,-0.420,10.618
5406743,0.800,-0.184,1.797,0.000,2.203,0.551,0.029,-0.430,0.270,-0.419,10.572
5414685,0.800,-0.181,1.887,-0.232,2.319,0.501,0.032,-0.407,0.316,-0.396,10.513
