t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, u_vx, u_vy, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
4457163,0.000,0.000,0.989,0.000,0.000,0.022,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4465089,0.000,0.000,0.990,0.000,0.000,0.023,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
4473017,0.000,0.000,0.990,0.000,0.000,0.023,0.000,0.000,0.016,0.000,0.000,0.000,120,120,120,120
4480947,0.000,0.000,0.990,0.000,0.000,0.040,0.000,0.000,0.049,0.000,0.000,0.000,120,120,120,120
4488875,0.000,0.000,0.990,0.000,0.000,0.049,0.000,0.000,0.085,0.000,0.000,0.000,120,120,120,120
4496802,0.000,0.000,0.990,0.000,0.000,0.075,0.000,0.000,0.122,0.000,0.000,0.000,120,120,120,120
4504733,0.000,0.000,0.990,0.000,0.000,0.089,0.000,0.000,0.161,0.000,0.000,0.000,120,120,120,120
4512661,0.000,0.000,0.990,0.000,0.000,0.095,0.000,0.000,0.202,0.000,0.000,0.000,120,120,120,120
4520589,0.000,0.000,0.990,0.000,0.011,0.094,0.000,0.000,0.244,0.000,0.000,0.000,120,120,120,120
4528519,0.000,0.000,0.990,0.000,0.018,0.090,0.000,0.000,0.288,0.000,0.000,0.000,120,120,120,120
4536444,0.000,0.000,0.990,0.000,0.022,0.084,0.000,0.000,0.334,0.000,0.000,0.000,120,120,120,120
4544372,0.000,0.000,0.990,0.000,0.024,0.077,0.000,0.000,0.382,0.000,0.000,0.000,120,120,120,120
4552299,0.000,0.000,0.990,0.000,0.024,0.069,0.000,0.000,0.431,0.000,0.000,0.000,120,120,120,120
4560230,0.000,0.000,0.990,0.000,0.034,0.061,0.000,0.000,0.482,0.000,0.000,0.000,120,120,120,120
4568157,0.000,0.000,0.990,0.000,0.051,0.054,0.000,0.000,0.534,0.000,0.000,0.000,120,120,120,120
4576087,0.000,0.000,0.990,0.000,0.077,0.047,0.000,0.000,0.587,0.000,0.000,0.000,120,120,120,120
4584016,0.000,0.000,0.990,0.000,0.108,0.029,0.000,0.000,0.641,0.000,0.000,0.000,120,120,120,120
4591944,0.000,0.000,0.990,0.000,0.135,0.017,0.000,0.000,0.695,0.000,0.000,0.000,120,120,120,120
4599872,0.000,0.000,0.990,0.000,0.146,0.008,0.000,0.000,0.749,0.000,0.000,0.000,120,120,120,120
4607801,0.000,0.000,0.990,0.000,0.160,0.002,0.000,0.000,0.804,0.000,0.000,0.000,120,120,120,120
4615728,0.000,0.000,0.990,0.000,0.173,-0.002,0.000,0.000,0.859,0.000,0.000,0.000,120,120,120,120
4623658,0.000,0.000,0.990,0.000,0.192,-0.004,0.000,0.000,0.915,0.000,0.000,0.000,120,120,120,120
4631588,0.000,0.000,0.990,0.000,0.197,-0.005,0.000,0.000,0.970,0.000,0.000,0.000,120,120,120,120
4639509,0.000,0.000,0.990,0.000,0.203,-0.006,0.000,0.000,1.024,0.000,0.000,0.000,120,120,120,120
4647440,0.000,0.000,0.990,0.000,0.199,-0.006,0.000,0.000,1.077,0.000,0.000,0.000,120,120,120,120
4655369,0.000,0.000,0.990,0.000,0.200,-0.006,0.000,0.000,1.130,0.000,0.000,0.000,120,120,120,120
4663296,0.000,0.000,0.990,0.000,0.193,-0.006,0.000,0.000,1.183,0.000,0.000,0.000,120,120,120,120
4671224,0.000,0.000,0.990,0.000,0.180,-0.005,0.000,0.000,1.235,0.000,0.000,0.000,120,120,120,120
4679154,0.000,0.000,0.990,0.000,0.165,-0.005,0.000,0.000,1.284,0.000,0.000,0.000,120,120,120,120
4687081,0.000,0.000,0.990,0.000,0.149,-0.004,0.000,0.000,1.333,0.000,0.000,0.000,120,120,120,120
4695008,0.000,0.000,0.990,0.000,0.098,-0.033,0.000,0.000,1.379,0.000,0.000,0.000,120,120,120,120
4702936,0.000,0.000,0.990,0.000,-0.019,-0.084,0.000,0.000,1.423,0.000,0.000,0.000,120,120,120,120
4710866,0.000,0.000,0.990,0.000,-0.168,-0.153,0.000,0.000,1.464,0.000,0.000,0.000,120,120,120,120
4718793,0.000,0.000,0.990,0.000,-0.336,-0.232,0.000,0.000,1.502,0.000,0.000,0.000,120,120,120,120
4726722,0.000,0.000,0.990,0.000,-0.494,-0.285,0.000,0.000,1.536,0.000,0.000,0.000,120,120,120,120
4734648,0.000,0.000,0.990,0.000,-0.587,-0.307,0.000,0.000,1.566,0.000,0.000,0.000,120,120,120,120
4742577,0.000,0.000,0.990,0.000,-0.646,-0.309,0.000,0.000,1.592,0.000,0.000,0.000,120,120,120,120
4750505,0.000,0.000,0.990,0.000,-0.680,-0.298,0.000,0.000,1.615,0.000,0.000,0.000,120,120,120,120
4758434,0.000,0.000,0.990,0.000,-0.675,-0.279,0.000,0.000,1.636,0.000,0.000,0.000,120,120,120,120
4766362,0.000,0.000,0.990,0.000,-0.657,-0.255,0.000,0.000,1.655,0.000,0.000,0.000,120,120,120,120
4774289,0.000,0.000,0.990,0.000,-0.619,-0.230,0.000,0.000,1.672,0.000,0.000,0.000,120,120,120,120
4782216,0.000,0.000,0.990,0.000,-0.569,-0.205,0.000,0.000,1.687,0.000,0.000,0.000,120,120,120,120
4790144,0.000,0.000,0.990,0.000,-0.515,-0.180,0.000,0.000,1.701,0.000,0.000,0.000,120,120,120,120
4798074,0.000,0.000,0.990,0.000,-0.460,-0.158,0.000,0.000,1.714,0.000,0.000,0.000,120,120,120,120
4805999,0.000,0.000,0.990,0.000,-0.417,-0.137,0.000,0.000,1.725,0.000,0.000,0.000,120,120,120,120
4813927,0.000,0.000,0.990,0.000,-0.374,-0.118,0.000,0.000,1.736,0.000,0.000,0.000,120,120,120,120
4821855,0.000,0.000,0.990,0.000,-0.331,-0.101,0.000,0.000,1.745,0.000,0.000,0.000,120,120,120,120
4829785,0.000,0.000,0.990,0.000,-0.290,-0.086,0.000,0.000,1.754,0.000,0.000,0.000,120,120,120,120
4837708,0.000,0.000,0.990,0.000,-0.241,-0.073,0.000,0.000,1.761,0.000,0.000,0.000,120,120,120,120
4845639,0.000,0.000,0.990,0.000,-0.188,-0.062,0.000,0.000,1.768,0.000,0.000,0.000,120,120,120,120
4853568,0.000,0.000,0.990,0.000,-0.147,-0.053,0.000,0.000,1.775,0.000,0.000,0.000,120,120,120,120
4861495,0.000,0.000,0.990,0.000,-0.115,-0.044,0.000,0.000,1.780,0.000,0.000,0.000,120,120,120,120
